Tarih,Saat,PTF (TL/MWh),Yük Tahmin Planı (MWh),Doğalgaz,Rüzgar,Linyit,İthal Kömür,Jeotermal,Barajlı,Biyokütle,Akarsu,Gunes,Dolar_Kuru,dogalgaz_fiyatlari_Mwh
2025-01-01,00:00,2494.0,32297.0,5753.31,2024.78,4423.0,9389.2,1125.97,5243.04,944.4,1541.62,0.0,35.374000549316406,1127.82
2025-01-01,01:00,1799.98,30678.0,5265.68,1885.65,4137.0,9388.8,1129.01,4506.04,948.78,1293.32,0.0,35.374000549316406,1127.82
2025-01-01,02:00,1692.99,28892.0,5246.68,1821.14,3930.0,9389.2,1131.49,3506.04,951.48,1121.13,0.0,35.374000549316406,1127.82
2025-01-01,03:00,2244.99,27699.0,5154.06,1805.3,3769.0,9347.0,1133.42,2715.74,952.58,1056.62,0.0,35.374000549316406,1127.82
2025-01-01,04:00,2400.01,27015.0,5350.01,1741.55,3706.0,9347.0,1135.94,2331.94,946.38,968.15,0.0,35.374000549316406,1127.82
2025-01-01,05:00,2680.0,26890.0,5670.18,1735.08,3725.0,9347.0,1137.41,2174.44,943.38,990.76,0.0,35.374000549316406,1127.82
2025-01-01,06:00,2989.99,27185.0,5690.19,1718.96,3805.6,9347.0,1138.21,2069.14,950.64,1086.59,0.0,35.374000549316406,1127.82
2025-01-01,07:00,2979.99,27415.0,5733.38,1638.42,3852.5,9379.0,1138.04,2863.34,957.74,1216.69,2.58,35.374000549316406,1127.82
2025-01-01,08:00,3000.0,28192.0,5259.89,1548.68,3843.9,9380.0,1137.11,2989.64,954.06,1403.24,135.95,35.374000549316406,1127.82
2025-01-01,09:00,2600.01,30271.0,4895.24,1566.04,3842.2,9393.0,1134.71,2778.64,962.84,1306.85,649.69,35.374000549316406,1127.82
2025-01-01,10:00,1350.0,32491.0,4205.4,1557.27,3743.58,8950.9,1129.33,3190.04,951.77,1288.13,1000.69,35.374000549316406,1127.82
2025-01-01,11:00,1799.98,34537.0,4261.29,1495.65,3705.59,8690.6,1124.65,2917.34,959.83,1155.38,1136.93,35.374000549316406,1127.82
2025-01-01,12:00,1000.0,35203.0,4332.39,1452.13,3683.1,7652.2,1115.41,3274.74,975.71,1111.54,1199.93,35.374000549316406,1127.82
2025-01-01,13:00,1512.63,35794.0,4337.03,1349.81,3624.19,8275.0,1107.99,3204.64,973.66,1099.8,1229.58,35.374000549316406,1127.82
2025-01-01,14:00,2005.01,35897.0,4753.83,1228.0,3575.5,9050.0,1098.82,3228.19,987.14,1207.37,1197.15,35.374000549316406,1127.82
2025-01-01,15:00,2283.04,35798.0,6299.26,1218.58,3581.5,9270.5,1092.79,3632.84,979.69,1379.97,1035.3,35.374000549316406,1127.82
2025-01-01,16:00,3000.0,36570.0,8752.59,1181.61,3651.6,9257.5,1090.45,4518.64,979.17,1709.92,476.17,35.374000549316406,1127.82
2025-01-01,17:00,3000.0,38182.0,9933.7,1151.87,3678.6,9255.5,1092.19,5763.74,970.87,1989.27,37.99,35.374000549316406,1127.82
2025-01-01,18:00,3000.0,38968.0,10328.23,1198.48,3780.6,9255.5,1100.67,7135.74,975.93,2019.33,0.0,35.374000549316406,1127.82
2025-01-01,19:00,3000.0,38447.0,10329.44,1251.52,3756.6,9255.5,1107.58,7016.84,972.58,1854.81,0.0,35.374000549316406,1127.82
2025-01-01,20:00,3000.0,37674.0,10308.61,1341.2,3657.6,9255.5,1114.14,6926.64,965.12,1692.81,0.0,35.374000549316406,1127.82
2025-01-01,21:00,3000.0,36853.0,10172.35,1420.85,3682.6,9255.5,1120.53,6206.44,961.43,1593.41,0.0,35.374000549316406,1127.82
2025-01-01,22:00,2399.99,36302.0,9197.04,1419.58,3708.8,9255.5,1125.77,7143.44,959.83,1335.27,0.0,35.374000549316406,1127.82
2025-01-01,23:00,2274.0,34900.0,8946.55,1447.04,3702.1,9255.5,1129.08,6039.54,956.83,1170.76,0.0,35.374000549316406,1127.82
2025-01-02,00:00,2634.45,37301.0,9051.92,1458.43,3618.1,9312.0,1124.37,4936.14,948.45,1079.57,0.0,35.374000549316406,1127.82
2025-01-02,01:00,2583.43,34688.0,8314.05,1518.73,3833.1,9312.0,1127.62,3517.14,951.77,970.57,0.0,35.374000549316406,1127.82
2025-01-02,02:00,2144.99,33046.0,7365.3,1553.76,3725.1,9312.0,1130.08,3069.64,956.39,949.68,0.0,35.374000549316406,1127.82
2025-01-02,03:00,2112.78,32201.0,7171.81,1692.91,3635.1,9312.0,1131.81,2172.24,941.24,876.36,0.0,35.374000549316406,1127.82
2025-01-02,04:00,1799.98,31941.0,6800.75,1875.18,3743.1,9312.0,1135.24,2045.74,937.45,869.04,0.0,35.374000549316406,1127.82
2025-01-02,05:00,1889.99,32086.0,7178.85,2072.45,3754.1,9312.0,1136.51,1889.74,936.06,889.4,0.0,35.374000549316406,1127.82
2025-01-02,06:00,2482.22,33290.0,9012.78,2302.91,3739.6,9312.0,1136.61,1605.64,934.59,962.23,0.03,35.374000549316406,1127.82
2025-01-02,07:00,2900.01,37070.0,10954.67,2502.98,3800.6,9292.0,1136.54,2377.84,947.64,1225.36,5.49,35.374000549316406,1127.82
2025-01-02,08:00,3000.0,43261.0,11997.08,2742.64,3799.9,9142.0,1135.51,3570.24,951.86,1670.49,213.75,35.374000549316406,1127.82
2025-01-02,09:00,3000.0,45672.0,12246.28,2993.51,3796.2,9155.0,1132.82,3915.14,959.75,1612.1,768.72,35.374000549316406,1127.82
2025-01-02,10:00,2594.58,46213.0,12244.22,3225.92,3764.6,9192.0,1127.93,3515.84,957.02,1466.29,1194.24,35.374000549316406,1127.82
2025-01-02,11:00,2505.65,46262.0,11628.83,3326.32,3689.2,9219.0,1122.35,3348.34,956.69,1290.05,1304.43,35.374000549316406,1127.82
2025-01-02,12:00,1999.99,44963.0,9707.65,3348.66,3722.4,9220.0,1112.41,2670.84,984.92,1210.4,1349.23,35.374000549316406,1127.82
2025-01-02,13:00,2112.78,44854.0,10223.35,3386.17,3736.4,9219.0,1100.29,2801.74,982.73,1231.11,1383.22,35.374000549316406,1127.82
2025-01-02,14:00,2594.0,44901.0,11698.84,3450.63,3762.9,9166.0,1095.32,3058.44,982.17,1345.92,1369.37,35.374000549316406,1127.82
2025-01-02,15:00,2728.85,44627.0,12818.71,3556.97,3755.5,9207.0,1086.68,3804.34,979.15,1607.06,1157.92,35.374000549316406,1127.82
2025-01-02,16:00,3000.0,44637.0,12996.32,3716.05,3799.4,9202.0,1084.35,5147.74,970.42,1915.7,561.63,35.374000549316406,1127.82
2025-01-02,17:00,3000.0,44982.0,13016.23,3985.98,3820.7,9200.0,1085.9,6205.24,965.0,2161.56,63.34,35.374000549316406,1127.82
2025-01-02,18:00,3000.0,44500.0,13309.5,4385.78,3825.6,9200.0,1094.47,7476.44,964.01,2052.26,0.0,35.374000549316406,1127.82
2025-01-02,19:00,2949.99,43330.0,13338.39,4784.63,3915.6,9200.0,1101.28,6901.74,960.35,1718.7,0.0,35.374000549316406,1127.82
2025-01-02,20:00,2777.77,41998.0,13076.98,5135.77,3869.6,9200.0,1107.84,5781.44,947.12,1544.62,0.0,35.374000549316406,1127.82
2025-01-02,21:00,2749.8,40723.0,12536.97,5376.28,3844.6,9185.0,1115.33,5348.34,938.42,1480.47,0.0,35.374000549316406,1127.82
2025-01-02,22:00,2266.73,39382.0,9454.65,5591.41,3678.6,9185.0,1120.37,6829.34,939.09,1282.62,0.0,35.374000549316406,1127.82
2025-01-02,23:00,2294.0,37750.0,8314.42,5826.49,3511.1,9185.0,1124.08,5977.44,937.6,1249.7,0.0,35.374000549316406,1127.82
2025-01-03,00:00,2706.39,36580.0,7236.48,6021.12,3529.1,9459.0,1125.78,4603.74,953.7,1197.77,0.0,35.3922004699707,1127.82
2025-01-03,01:00,2549.98,34218.0,5778.47,6182.27,3527.1,9453.0,1127.41,3550.74,956.84,1178.39,0.0,35.3922004699707,1127.82
2025-01-03,02:00,2400.0,32701.0,5289.4,6284.08,3539.1,9453.0,1130.94,2628.74,972.04,1121.29,0.0,35.3922004699707,1127.82
2025-01-03,03:00,1923.11,31929.0,4937.33,6313.09,3542.1,9393.0,1132.44,2326.64,968.54,934.09,0.0,35.3922004699707,1127.82
2025-01-03,04:00,1799.98,31759.0,4779.4,6308.11,3539.1,9453.0,1128.99,2326.64,967.07,860.16,0.0,35.3922004699707,1127.82
2025-01-03,05:00,1957.64,31986.0,4973.5,6326.22,3538.1,9453.0,1131.75,2256.64,962.69,888.04,0.0,35.3922004699707,1127.82
2025-01-03,06:00,2200.01,33062.0,6447.54,6387.45,3540.1,9440.0,1130.31,1915.34,969.24,991.09,0.31,35.3922004699707,1127.82
2025-01-03,07:00,2524.99,35970.0,8744.62,6481.77,3644.6,9448.0,1133.82,2532.74,981.6,1166.33,4.89,35.3922004699707,1127.82
2025-01-03,08:00,3000.0,42385.0,9293.41,6566.21,3699.9,9449.0,1132.05,3755.94,977.54,1541.66,170.55,35.3922004699707,1127.82
2025-01-03,09:00,3000.0,45619.0,9647.52,6710.05,3605.4,9309.0,1131.81,3986.44,982.38,1535.99,938.86,35.3922004699707,1127.82
2025-01-03,10:00,2584.0,46308.0,9049.5,6924.71,3356.44,9309.0,1126.69,3800.04,992.35,1406.48,1386.02,35.3922004699707,1127.82
2025-01-03,11:00,2507.15,46411.0,8248.34,7044.86,3307.4,9348.0,1117.47,3582.34,969.25,1290.11,1462.35,35.3922004699707,1127.82
2025-01-03,12:00,1424.1,44697.0,6339.74,7084.48,3360.6,8824.5,1107.63,2974.44,983.93,1151.21,1421.25,35.3922004699707,1127.82
2025-01-03,13:00,1424.1,44407.0,6233.39,7237.58,3401.4,8817.5,1089.6,2551.44,995.25,1113.07,1402.88,35.3922004699707,1127.82
2025-01-03,14:00,2384.0,44748.0,8136.97,7358.62,3519.6,9330.0,1085.04,2768.44,982.56,1259.85,1368.13,35.3922004699707,1127.82
2025-01-03,15:00,2080.0,44326.0,9262.99,7331.85,3430.29,9318.0,1079.51,4140.44,969.07,1436.42,1182.65,35.3922004699707,1127.82
2025-01-03,16:00,2853.85,44255.0,11538.26,7170.28,3487.6,9305.0,1077.08,5032.24,957.48,1808.7,551.58,35.3922004699707,1127.82
2025-01-03,17:00,2998.1,44551.0,11642.94,7078.25,3521.7,9303.0,1079.62,6995.84,959.05,2009.91,36.37,35.3922004699707,1127.82
2025-01-03,18:00,2980.0,43765.0,11876.19,7188.62,3516.6,9303.0,1089.11,7096.54,977.35,1839.44,0.0,35.3922004699707,1127.82
2025-01-03,19:00,2777.78,42218.0,11773.61,7097.59,3493.6,9303.0,1097.11,6391.24,980.25,1611.48,0.0,35.3922004699707,1127.82
2025-01-03,20:00,2499.98,40665.0,11042.02,7240.31,3506.6,9165.0,1102.57,6057.94,948.57,1541.75,0.0,35.3922004699707,1127.82
2025-01-03,21:00,2326.99,39264.0,9981.52,7247.47,3593.9,9185.0,1118.0,5559.64,955.95,1434.5,0.0,35.3922004699707,1127.82
2025-01-03,22:00,2153.64,37868.0,7914.7,7263.99,3470.1,9185.0,1121.33,6768.74,966.81,1269.01,0.0,35.3922004699707,1127.82
2025-01-03,23:00,2100.0,36443.0,6936.92,7227.37,3370.1,9185.0,1124.85,6335.14,974.93,1285.11,0.0,35.3922004699707,1127.82
2025-01-04,00:00,2680.01,35823.0,5561.12,7489.48,3424.1,9188.0,1134.93,5439.14,955.8,1182.22,0.0,35.3922004699707,1127.82
2025-01-04,01:00,2473.99,33331.0,5366.2,7374.85,3404.6,9188.0,1137.85,3915.14,950.39,1077.17,0.0,35.3922004699707,1127.82
2025-01-04,02:00,2244.99,31697.0,5315.74,7065.33,3435.1,9188.0,1139.09,2982.64,952.39,918.4,0.0,35.3922004699707,1127.82
2025-01-04,03:00,1999.98,30878.0,5010.49,6939.95,3555.1,9188.0,1140.82,2683.74,960.19,783.89,0.0,35.3922004699707,1127.82
2025-01-04,04:00,1799.98,30574.0,4855.85,6755.32,3475.1,9210.0,1140.7,2498.64,958.62,721.79,0.0,35.3922004699707,1127.82
2025-01-04,05:00,2139.99,30633.0,5612.39,6397.33,3362.1,9220.0,1136.98,2498.64,952.94,775.46,0.0,35.3922004699707,1127.82
2025-01-04,06:00,2488.89,31335.0,6333.74,6026.79,3330.5,9250.0,1141.92,2012.94,957.29,1025.16,0.02,35.3922004699707,1127.82
2025-01-04,07:00,2207.99,33212.0,7904.07,5573.9,3431.6,9262.0,1140.14,2698.64,962.2,1149.58,2.64,35.3922004699707,1127.82
2025-01-04,08:00,2945.99,37525.0,10308.26,5126.15,3550.9,9283.0,1140.71,2850.44,980.29,1349.78,140.91,35.3922004699707,1127.82
2025-01-04,09:00,2949.48,40637.0,10681.24,4823.37,3620.5,9320.0,1137.57,3331.14,990.27,1344.23,552.81,35.3922004699707,1127.82
2025-01-04,10:00,2500.01,42166.0,10498.19,4526.42,3320.75,9336.0,1132.41,3690.05,1000.06,1253.0,914.02,35.3922004699707,1127.82
2025-01-04,11:00,2215.01,42960.0,10189.9,4172.2,3346.69,9337.0,1123.54,4135.05,998.72,1174.4,1032.38,35.3922004699707,1127.82
2025-01-04,12:00,2208.0,42220.0,9499.01,3857.24,3237.4,9338.0,1112.95,3952.05,976.92,1076.23,1098.16,35.3922004699707,1127.82
2025-01-04,13:00,2334.01,42443.0,10368.7,3724.19,3215.29,9338.0,1108.78,3811.45,979.51,1071.31,1138.51,35.3922004699707,1127.82
2025-01-04,14:00,2692.32,42731.0,10869.99,3619.91,3380.9,9331.0,1108.35,3970.05,985.55,1207.26,1068.94,35.3922004699707,1127.82
2025-01-04,15:00,2253.59,42506.0,11546.92,3524.27,3302.49,9324.0,1106.39,4451.05,991.31,1415.99,853.44,35.3922004699707,1127.82
2025-01-04,16:00,2990.0,42745.0,12385.77,3504.26,3268.4,9312.0,1104.52,5750.05,975.92,1715.54,320.55,35.3922004699707,1127.82
2025-01-04,17:00,3000.0,43557.0,12548.75,3613.44,3261.7,9310.0,1109.12,7414.75,954.1,1883.63,22.0,35.3922004699707,1127.82
2025-01-04,18:00,3000.0,43488.0,12506.87,3726.8,3306.4,9295.0,1113.01,7843.85,941.79,1797.31,0.0,35.3922004699707,1127.82
2025-01-04,19:00,2989.99,42457.0,12463.97,3938.0,3411.6,9294.9,1115.44,7553.55,949.56,1626.06,0.0,35.3922004699707,1127.82
2025-01-04,20:00,2600.0,41226.0,12426.57,4078.02,3363.6,9295.0,1120.95,6602.95,976.25,1516.14,0.0,35.3922004699707,1127.82
2025-01-04,21:00,2700.01,39908.0,11902.81,4241.98,3377.6,9310.0,1125.55,6190.45,950.9,1284.34,0.0,35.3922004699707,1127.82
2025-01-04,22:00,2256.27,38258.0,9586.87,4277.24,3387.6,9310.0,1130.85,7316.65,954.17,1175.79,0.0,35.3922004699707,1127.82
2025-01-04,23:00,2297.01,35899.0,8991.99,4142.93,3314.1,9335.0,1127.73,6776.65,952.16,1138.15,0.0,35.3922004699707,1127.82
2025-01-05,00:00,2500.0,33876.0,8319.25,4171.35,3513.1,9334.0,1130.73,5097.15,935.59,1080.27,4.59,35.3922004699707,1127.82
2025-01-05,01:00,2076.99,31648.0,7868.27,3941.04,3330.5,9334.0,1132.25,3714.15,939.34,1027.94,5.04,35.3922004699707,1127.82
2025-01-05,02:00,2444.22,30066.0,7977.26,3615.79,3276.1,9289.0,1134.18,2856.95,940.04,918.29,4.35,35.3922004699707,1127.82
2025-01-05,03:00,2300.01,29096.0,7774.93,3316.47,3276.1,9296.0,1136.52,2463.75,940.39,733.85,4.5,35.3922004699707,1127.82
2025-01-05,04:00,2227.01,28695.0,7483.49,3071.5,3386.1,9296.0,1139.6,2461.75,934.4,745.84,4.81,35.3922004699707,1127.82
2025-01-05,05:00,2274.01,28698.0,7576.27,2918.91,3455.1,9296.0,1138.08,2323.65,933.75,752.4,4.43,35.3922004699707,1127.82
2025-01-05,06:00,2374.01,29104.0,7822.7,2815.81,3394.1,9296.0,1139.02,1972.05,936.64,851.43,4.4,35.3922004699707,1127.82
2025-01-05,07:00,2407.99,29765.0,8047.53,2610.19,3502.0,9296.0,1139.84,2074.25,944.45,919.3,5.66,35.3922004699707,1127.82
2025-01-05,08:00,2080.0,30561.0,8769.17,2426.31,3537.3,9121.0,1138.31,1672.25,950.28,990.95,71.84,35.3922004699707,1127.82
2025-01-05,09:00,2080.0,32453.0,9584.48,2181.51,3539.3,9123.0,1133.77,1900.65,976.41,996.1,301.86,35.3922004699707,1127.82
2025-01-05,10:00,2666.9,34624.0,10285.52,1931.83,3575.8,9126.0,1129.51,2472.35,966.89,1128.42,514.2,35.3922004699707,1127.82
2025-01-05,11:00,2670.0,36175.0,10846.05,1740.43,3643.5,9260.0,1122.64,2495.95,966.45,1135.32,588.33,35.3922004699707,1127.82
2025-01-05,12:00,2670.0,36327.0,10648.05,1664.38,3531.4,9261.0,1115.34,2729.75,962.02,985.21,651.77,35.3922004699707,1127.82
2025-01-05,13:00,2674.01,37026.0,10648.36,1684.56,3567.4,9260.0,1109.98,3238.95,952.31,951.14,603.9,35.3922004699707,1127.82
2025-01-05,14:00,2488.89,37633.0,10850.27,1659.0,3606.3,9259.0,1102.35,3708.45,966.19,1008.32,587.29,35.3922004699707,1127.82
2025-01-05,15:00,2207.99,37775.0,11182.55,1705.28,3619.2,9257.0,1093.59,4123.65,963.66,1177.42,482.92,35.3922004699707,1127.82
2025-01-05,16:00,2488.32,38110.0,12639.63,1751.71,3568.0,9291.0,1090.62,4542.25,962.96,1304.1,181.15,35.3922004699707,1127.82
2025-01-05,17:00,2989.99,39307.0,12917.58,1765.39,3596.6,9289.0,1097.42,6032.75,953.11,1538.24,16.76,35.3922004699707,1127.82
2025-01-05,18:00,2988.0,39792.0,13196.55,1779.28,3608.5,9318.9,1103.21,7452.35,951.79,1681.88,0.23,35.3922004699707,1127.82
2025-01-05,19:00,2950.01,39264.0,13131.1,1724.55,3683.5,9319.0,1110.74,7026.35,951.36,1550.86,0.24,35.3922004699707,1127.82
2025-01-05,20:00,2777.78,38600.0,13106.54,1717.08,3666.8,9317.0,1120.65,6637.55,947.11,1420.18,0.33,35.3922004699707,1127.82
2025-01-05,21:00,2799.99,37651.0,12871.59,1702.96,3637.5,9312.0,1126.34,6057.95,936.11,1278.04,0.4,35.3922004699707,1127.82
2025-01-05,22:00,2449.98,36399.0,11021.43,1632.33,3664.5,9245.0,1129.76,7338.65,939.28,1097.06,0.37,35.3922004699707,1127.82
2025-01-05,23:00,2474.01,34652.0,10668.12,1553.82,3690.0,9245.0,1134.24,6320.65,935.79,1107.84,0.28,35.3922004699707,1127.82
2025-01-06,00:00,2726.67,34426.0,10450.9,1465.66,3717.4,9247.0,1132.33,4581.95,950.95,1109.2,0.0,35.28929901123047,1127.82
2025-01-06,01:00,2420.99,31908.0,10052.72,1448.89,3704.3,9246.9,1134.95,3111.95,955.39,969.17,0.0,35.28929901123047,1127.82
2025-01-06,02:00,2157.0,30275.0,9562.13,1437.75,3636.0,9247.0,1136.79,2391.95,958.74,870.43,0.0,35.28929901123047,1127.82
2025-01-06,03:00,2071.01,29612.0,8853.54,1494.57,3484.0,9247.0,1140.32,2103.05,956.52,810.88,0.0,35.28929901123047,1127.82
2025-01-06,04:00,2071.01,29624.0,8743.61,1517.49,3391.0,9247.0,1142.8,2128.05,944.79,789.22,0.0,35.28929901123047,1127.82
2025-01-06,05:00,2071.0,30136.0,8819.45,1601.52,3511.0,9247.0,1144.18,2099.55,944.18,792.58,0.1,35.28929901123047,1127.82
2025-01-06,06:00,2478.97,31712.0,10382.66,1601.13,3507.0,9247.0,1146.52,2091.35,943.0,814.95,0.4,35.28929901123047,1127.82
2025-01-06,07:00,2771.78,35522.0,12892.85,1609.02,3574.7,9232.0,1145.94,2806.85,948.71,1060.48,2.55,35.28929901123047,1127.82
2025-01-06,08:00,3000.0,41874.0,14402.48,1675.72,3655.9,9233.0,1146.11,4411.25,965.71,1509.24,129.64,35.28929901123047,1127.82
2025-01-06,09:00,3000.0,45543.0,14821.71,1808.52,3755.69,9248.0,1141.27,5248.25,979.39,1529.91,543.48,35.28929901123047,1127.82
2025-01-06,10:00,2990.0,47077.0,14749.65,1970.62,3842.4,9248.0,1135.91,4859.85,973.13,1477.73,832.05,35.28929901123047,1127.82
2025-01-06,11:00,2825.0,47803.0,14519.0,1999.94,3878.69,9266.0,1130.14,4482.15,977.35,1361.7,1038.28,35.28929901123047,1127.82
2025-01-06,12:00,2319.88,46604.0,13295.33,1996.87,3903.69,9267.0,1120.74,3517.65,984.71,1130.28,1120.9,35.28929901123047,1127.82
2025-01-06,13:00,2219.69,46295.0,13149.44,1986.31,3886.0,9262.0,1113.98,3569.15,984.34,1137.27,1127.46,35.28929901123047,1127.82
2025-01-06,14:00,2275.0,47079.0,13976.87,2012.49,3879.6,9264.0,1104.15,4017.15,985.29,1178.04,1110.07,35.28929901123047,1127.82
2025-01-06,15:00,2771.78,46903.0,14732.33,1947.73,3871.2,9242.0,1097.39,4909.75,970.82,1443.28,965.19,35.28929901123047,1127.82
2025-01-06,16:00,3000.0,47112.0,14793.93,1922.23,3929.5,9282.0,1095.33,6847.45,970.01,1794.44,494.33,35.28929901123047,1127.82
2025-01-06,17:00,3000.0,47221.0,14785.08,1991.58,3942.7,9271.0,1097.52,8842.45,966.18,2011.38,59.48,35.28929901123047,1127.82
2025-01-06,18:00,3000.0,46376.0,14904.76,2232.38,3960.6,9271.0,1102.41,8772.45,969.69,1918.21,0.1,35.28929901123047,1127.82
2025-01-06,19:00,2999.98,45059.0,14918.05,2628.01,3980.6,9273.0,1110.64,7880.95,966.04,1688.34,0.0,35.28929901123047,1127.82
2025-01-06,20:00,2775.36,43798.0,14912.41,2961.51,3973.6,9335.0,1117.05,7331.65,951.69,1580.21,0.0,35.28929901123047,1127.82
2025-01-06,21:00,2929.0,42436.0,14233.64,3398.03,4070.6,9350.0,1122.25,6516.75,941.84,1411.74,0.0,35.28929901123047,1127.82
2025-01-06,22:00,2449.98,40890.0,11547.96,3874.51,4084.5,9350.0,1126.46,7543.65,954.24,1206.85,0.0,35.28929901123047,1127.82
2025-01-06,23:00,2139.99,38820.0,10084.43,4321.75,4012.1,9350.0,1129.33,6655.45,955.33,1127.53,0.0,35.28929901123047,1127.82
2025-01-07,00:00,2500.0,36778.0,9282.35,4805.84,3561.1,9353.0,1132.6,4753.55,955.91,1189.72,0.0,35.34479904174805,1127.82
2025-01-07,01:00,2424.99,35089.0,8415.68,5052.84,3499.1,9353.0,1133.94,3407.55,958.94,1114.47,0.0,35.34479904174805,1127.82
2025-01-07,02:00,2200.0,34029.0,7864.98,5232.4,3555.3,9353.0,1137.95,2495.85,969.38,964.44,0.0,35.34479904174805,1127.82
2025-01-07,03:00,2229.0,33531.0,7321.89,5411.86,3620.1,9350.0,1140.0,2100.85,966.88,847.27,0.0,35.34479904174805,1127.82
2025-01-07,04:00,2139.98,33447.0,7046.89,5498.96,3650.1,9353.0,1142.45,2049.85,961.0,789.59,0.0,35.34479904174805,1127.82
2025-01-07,05:00,2229.01,33625.0,7298.62,5621.63,3687.1,9353.0,1144.69,2029.85,958.18,798.03,0.0,35.34479904174805,1127.82
2025-01-07,06:00,2493.49,34463.0,8602.35,5790.86,3659.4,9353.0,1145.86,1924.15,961.94,845.36,0.0,35.34479904174805,1127.82
2025-01-07,07:00,2500.85,37185.0,10097.96,5914.97,3708.6,9353.0,1143.84,2978.15,969.73,1006.36,2.0,35.34479904174805,1127.82
2025-01-07,08:00,3000.0,43628.0,10926.02,6001.01,3783.9,9354.0,1142.77,4365.15,964.78,1686.03,169.53,35.34479904174805,1127.82
2025-01-07,09:00,2999.99,46814.0,10856.96,6101.42,3786.0,9367.0,1134.5,4665.55,981.16,1719.58,738.46,35.34479904174805,1127.82
2025-01-07,10:00,2500.01,47794.0,10815.8,6187.11,3734.19,9379.0,1123.04,3866.95,983.5,1415.53,1153.28,35.34479904174805,1127.82
2025-01-07,11:00,2326.92,48115.0,9647.63,6165.95,3694.6,9386.0,1113.27,4011.85,986.22,1189.59,1312.66,35.34479904174805,1127.82
2025-01-07,12:00,1799.97,47418.0,7685.95,6113.99,3179.19,9194.0,1106.36,3680.95,992.33,1078.11,1179.19,35.34479904174805,1127.82
2025-01-07,13:00,1799.98,47340.0,7805.25,6129.17,3178.9,9312.0,1096.73,3739.45,1014.74,1057.34,1207.02,35.34479904174805,1127.82
2025-01-07,14:00,2500.01,47432.0,9167.83,6195.07,3305.5,9330.0,1085.11,3949.75,997.85,1138.04,1305.82,35.34479904174805,1127.82
2025-01-07,15:00,2326.99,47177.0,9958.24,6163.63,3252.9,9372.0,1077.79,5057.85,1000.57,1290.69,1136.42,35.34479904174805,1127.82
2025-01-07,16:00,2902.67,47006.0,11976.05,6189.25,3746.6,9359.0,1074.66,6061.15,990.32,1697.56,578.16,35.34479904174805,1127.82
2025-01-07,17:00,2995.99,47012.0,12588.37,6382.37,3878.7,9352.0,1076.35,7694.15,979.18,1957.27,67.09,35.34479904174805,1127.82
2025-01-07,18:00,2988.0,46522.0,12668.66,6416.91,3880.6,9352.0,1082.93,7924.15,982.87,1862.33,0.0,35.34479904174805,1127.82
2025-01-07,19:00,2788.38,45363.0,12563.08,6492.13,3874.6,9352.0,1091.84,7152.45,977.49,1600.91,0.0,35.34479904174805,1127.82
2025-01-07,20:00,2200.0,44027.0,11240.21,6689.18,3940.7,9352.0,1101.34,6883.15,963.91,1432.59,0.0,35.34479904174805,1127.82
2025-01-07,21:00,2499.99,42653.0,10562.51,6777.15,3900.6,9352.0,1107.39,6353.05,963.05,1464.51,0.0,35.34479904174805,1127.82
2025-01-07,22:00,2318.38,41095.0,8517.3,6747.75,3841.1,9352.0,1110.37,7600.05,965.45,1143.08,0.0,35.34479904174805,1127.82
2025-01-07,23:00,2229.01,38844.0,7436.57,6826.55,3992.1,9352.0,1112.54,6711.85,965.09,1118.28,0.0,35.34479904174805,1127.82
2025-01-08,00:00,2650.0,37189.0,6135.29,7082.87,4039.1,9352.0,1118.24,5068.9,944.92,1133.89,0.0,35.32183074951172,1127.82
2025-01-08,01:00,2309.81,35199.0,5662.2,7094.52,4000.1,9352.0,1120.4,3557.9,956.06,1039.45,0.0,35.32183074951172,1127.82
2025-01-08,02:00,2296.31,34169.0,5503.62,7046.9,3977.2,9352.0,1125.83,2581.9,933.16,853.94,0.0,35.32183074951172,1127.82
2025-01-08,03:00,1957.64,33497.0,5131.0,6966.05,3976.1,9351.0,1126.75,2264.9,938.06,855.86,0.0,35.32183074951172,1127.82
2025-01-08,04:00,1999.98,33379.0,5045.6,6794.53,4006.5,9351.0,1127.98,2124.9,959.08,822.43,0.0,35.32183074951172,1127.82
2025-01-08,05:00,2061.0,33571.0,5587.6,6531.37,4071.1,9351.0,1127.61,2096.9,957.6,785.7,0.0,35.32183074951172,1127.82
2025-01-08,06:00,2425.0,34680.0,7370.14,6273.99,4105.1,9351.0,1127.27,1844.1,958.29,894.86,0.0,35.32183074951172,1127.82
2025-01-08,07:00,2424.99,37290.0,9777.89,5992.95,4103.6,9337.0,1126.36,2579.6,961.91,1105.17,1.98,35.32183074951172,1127.82
2025-01-08,08:00,3000.0,43558.0,11470.29,5773.16,4032.1,9337.9,1126.21,3804.9,966.69,1523.2,164.41,35.32183074951172,1127.82
2025-01-08,09:00,3000.0,47125.0,11755.12,5554.82,3881.35,9345.0,1122.73,4191.3,973.87,1516.51,675.9,35.32183074951172,1127.82
2025-01-08,10:00,2788.39,47822.0,11403.94,5412.44,3948.9,9351.0,1115.47,3971.8,954.74,1330.22,1072.77,35.32183074951172,1127.82
2025-01-08,11:00,2417.22,47770.0,10735.55,5200.62,3897.19,9352.9,1106.75,3849.3,956.78,1252.51,1305.25,35.32183074951172,1127.82
