Tarih,Saat,PTF (TL/MWh),Yük Tahmin Planı (MWh),Doğalgaz,Rüzgar,Linyit,İthal Kömür,Jeotermal,Barajlı,Biyokütle,Akarsu,Gunes,Dolar_Kuru,dogalgaz_fiyatlari_Mwh
2025-02-02,13:00,750.0,33497.0,4210.35,1494.41,3670.9,5656.0,1099.98,2548.89,1016.69,674.53,1619.97,35.853031158447266,1127.82
2025-02-02,14:00,1600.01,33562.0,4605.81,1352.99,3715.1,6068.0,1086.63,3171.89,1013.26,706.96,1619.93,35.853031158447266,1127.82
2025-02-02,15:00,1345.62,33813.0,5363.21,1273.82,3800.05,7127.0,1075.13,3137.89,1006.15,796.88,1552.64,35.853031158447266,1127.82
2025-02-02,16:00,1799.97,35034.0,8413.12,1063.08,4047.25,8105.8,1070.65,3597.69,1001.64,854.58,1059.97,35.853031158447266,1127.82
2025-02-02,17:00,2603.0,37077.0,11613.61,942.9,4077.25,9419.0,1068.87,4757.39,990.01,1231.8,247.49,35.853031158447266,1127.82
2025-02-02,18:00,3000.0,39076.0,12523.68,884.91,4163.75,9433.0,1080.42,6706.49,989.53,1463.17,1.47,35.853031158447266,1127.82
2025-02-02,19:00,3000.0,39401.0,12530.66,907.61,4160.25,9433.0,1090.78,7011.29,992.75,1333.25,0.0,35.853031158447266,1127.82
2025-02-02,20:00,2948.0,38720.0,12558.57,888.11,4155.25,9433.0,1105.32,7386.79,988.05,1221.11,0.0,35.853031158447266,1127.82
2025-02-02,21:00,2861.33,37854.0,12417.68,835.26,4148.25,9433.0,1113.77,6586.49,980.32,1154.51,0.0,35.853031158447266,1127.82
2025-02-02,22:00,2400.02,37090.0,11478.86,821.68,4180.85,9433.0,1124.09,6768.49,976.79,1028.79,0.0,35.853031158447266,1127.82
2025-02-02,23:00,2498.9,35795.0,11206.27,843.17,4208.4,9433.0,1129.83,5882.49,982.41,884.64,0.0,35.853031158447266,1127.82
2025-02-03,00:00,2499.99,34591.0,10795.06,854.76,4212.5,9432.0,1132.97,4752.14,1001.86,852.38,0.0,35.87181854248047,1127.82
2025-02-03,01:00,2585.77,32545.0,10445.11,813.7,4216.5,9432.0,1136.88,3340.14,1005.05,776.08,0.0,35.87181854248047,1127.82
2025-02-03,02:00,2227.98,31096.0,9930.3,745.71,4222.5,9432.0,1142.05,2186.14,1003.95,681.32,0.0,35.87181854248047,1127.82
2025-02-03,03:00,1875.0,30381.0,9620.36,721.81,4224.5,9444.0,1143.86,1856.04,1003.37,593.31,0.0,35.87181854248047,1127.82
2025-02-03,04:00,1999.98,30268.0,9795.22,708.06,4194.5,9443.6,1147.82,1615.04,995.13,539.92,0.0,35.87181854248047,1127.82
2025-02-03,05:00,2207.8,30890.0,10318.35,729.34,4204.5,9444.0,1149.42,1627.04,994.95,569.36,0.0,35.87181854248047,1127.82
2025-02-03,06:00,2499.99,32246.0,11578.49,691.1,4207.9,9444.0,1151.46,1705.94,997.14,592.65,0.08,35.87181854248047,1127.82
2025-02-03,07:00,2898.0,35088.0,12830.66,686.73,4227.5,9432.0,1152.1,3142.34,1004.1,847.5,9.22,35.87181854248047,1127.82
2025-02-03,08:00,3000.0,41678.0,13243.14,709.93,4189.6,9433.0,1151.21,4368.94,1013.82,1236.17,345.57,35.87181854248047,1127.82
2025-02-03,09:00,2990.01,44827.0,13146.08,848.92,3930.6,9438.0,1145.68,4718.44,1031.51,1233.54,1243.84,35.87181854248047,1127.82
2025-02-03,10:00,2695.77,45761.0,12979.69,967.57,3868.69,9438.0,1138.11,4224.44,1046.87,1094.72,1617.42,35.87181854248047,1127.82
2025-02-03,11:00,2250.01,45910.0,12348.09,1025.37,4038.28,9453.0,1124.55,3586.54,1065.78,824.34,1677.53,35.87181854248047,1127.82
2025-02-03,12:00,1874.99,44184.0,9776.32,1069.15,3953.1,9456.0,1112.71,3195.24,1084.79,837.56,1626.4,35.87181854248047,1127.82
2025-02-03,13:00,2025.99,43717.0,10362.22,1141.8,3966.49,9461.0,1098.98,2952.24,1082.86,847.83,1605.58,35.87181854248047,1127.82
2025-02-03,14:00,2000.0,43775.0,10947.48,1249.38,3948.5,9475.0,1087.03,3536.24,1074.61,913.36,1614.75,35.87181854248047,1127.82
2025-02-03,15:00,2184.57,43339.0,11738.96,1349.66,3984.4,9464.0,1074.13,4205.44,1061.05,981.81,1573.33,35.87181854248047,1127.82
2025-02-03,16:00,2949.99,43967.0,13272.86,1436.28,3830.9,9446.0,1067.15,6008.34,1046.54,1296.18,1120.35,35.87181854248047,1127.82
2025-02-03,17:00,3000.0,45048.0,13298.97,1516.7,3729.69,9433.0,1067.96,8070.34,1025.69,1729.2,265.14,35.87181854248047,1127.82
2025-02-03,18:00,3000.0,45576.0,13584.15,1916.93,3730.4,9436.0,1076.72,8391.84,1011.18,1869.22,1.89,35.87181854248047,1127.82
2025-02-03,19:00,3000.0,45059.0,13815.84,2472.74,3759.1,9436.0,1089.77,7868.74,1008.4,1739.33,0.0,35.87181854248047,1127.82
2025-02-03,20:00,2900.01,43973.0,14041.42,3020.49,3656.1,9436.0,1102.82,8028.24,995.65,1450.77,0.0,35.87181854248047,1127.82
2025-02-03,21:00,2700.01,42708.0,13839.47,3565.86,3544.8,9452.0,1113.38,6872.04,993.4,1339.22,0.0,35.87181854248047,1127.82
2025-02-03,22:00,2499.98,41174.0,12804.61,3939.47,3530.6,9452.0,1122.59,6501.04,987.3,1065.05,0.0,35.87181854248047,1127.82
2025-02-03,23:00,2500.0,39483.0,11693.37,4406.79,3430.6,9452.0,1127.53,5736.04,997.7,927.23,0.0,35.87181854248047,1127.82
2025-02-04,00:00,2700.0,36676.0,10470.41,4828.9,3415.6,9416.0,1135.1,4064.68,987.33,1023.85,0.0,35.9734001159668,1127.82
2025-02-04,01:00,2310.11,34948.0,10248.14,5212.97,3356.35,9416.0,1134.94,2148.68,976.59,808.49,0.0,35.9734001159668,1127.82
2025-02-04,02:00,2338.0,33861.0,8875.59,5516.81,3558.6,9416.0,1139.01,1689.68,971.88,795.67,0.0,35.9734001159668,1127.82
2025-02-04,03:00,2435.0,33311.0,7911.26,5869.6,3556.6,9416.0,1140.59,1724.78,950.07,659.83,0.0,35.9734001159668,1127.82
2025-02-04,04:00,2089.09,33200.0,7345.39,6117.21,3621.6,9416.0,1144.91,1738.78,954.32,592.99,0.0,35.9734001159668,1127.82
2025-02-04,05:00,1999.98,33478.0,7532.52,6357.94,3619.6,9366.1,1144.92,1688.78,955.71,546.51,0.0,35.9734001159668,1127.82
2025-02-04,06:00,1799.98,34290.0,8292.12,6633.95,3819.6,9416.0,1147.07,1695.58,967.56,580.15,0.12,35.9734001159668,1127.82
2025-02-04,07:00,2298.51,36273.0,10168.67,6776.64,3919.9,9431.0,1143.24,2192.38,968.33,760.21,11.44,35.9734001159668,1127.82
2025-02-04,08:00,2965.0,42262.0,12084.54,6951.92,3916.8,9433.0,1143.03,3676.77,973.78,1187.72,280.1,35.9734001159668,1127.82
2025-02-04,09:00,2950.0,45197.0,12210.01,7161.1,3902.0,9450.0,1135.72,4119.15,997.62,1242.0,937.09,35.9734001159668,1127.82
2025-02-04,10:00,2600.0,46023.0,12055.68,7256.63,3880.0,9453.0,1128.76,3498.78,996.25,920.87,1264.58,35.9734001159668,1127.82
2025-02-04,11:00,2474.0,46220.0,11797.38,7312.58,3860.29,9461.0,1114.75,3233.48,998.68,819.87,1319.53,35.9734001159668,1127.82
2025-02-04,12:00,1799.98,44865.0,9507.58,7448.43,3964.0,9465.1,1111.2,2685.58,997.99,720.87,1339.82,35.9734001159668,1127.82
2025-02-04,13:00,2295.0,44497.0,10673.59,7475.18,3964.59,9466.0,1095.44,2605.58,986.85,695.27,1273.81,35.9734001159668,1127.82
2025-02-04,14:00,2399.99,44573.0,11488.99,7607.03,3992.9,9465.0,1089.07,3249.48,996.4,766.52,1155.73,35.9734001159668,1127.82
2025-02-04,15:00,2550.01,44093.0,11918.44,7675.08,4044.6,9462.0,1083.21,3658.78,993.94,850.44,928.49,35.9734001159668,1127.82
2025-02-04,16:00,2900.0,44553.0,12034.69,7818.39,4043.6,9444.0,1081.51,5408.28,1002.84,1133.64,466.87,35.9734001159668,1127.82
2025-02-04,17:00,2990.0,45341.0,12078.37,7929.26,4049.4,9432.0,1084.95,6663.08,988.26,1585.23,98.19,35.9734001159668,1127.82
2025-02-04,18:00,2885.78,45455.0,12368.72,8054.33,4021.6,9431.0,1092.73,7128.28,985.95,1720.85,0.3,35.9734001159668,1127.82
2025-02-04,19:00,2598.01,44917.0,12232.39,8068.24,4054.6,9431.0,1104.9,6875.28,982.93,1477.6,0.0,35.9734001159668,1127.82
2025-02-04,20:00,2204.99,44059.0,11832.3,8093.78,4022.6,9431.0,1116.95,6307.08,975.76,1183.91,0.0,35.9734001159668,1127.82
2025-02-04,21:00,2530.01,43063.0,11575.56,8149.96,3951.6,9416.0,1125.15,5471.88,973.27,1069.72,0.0,35.9734001159668,1127.82
2025-02-04,22:00,2338.0,41793.0,9621.96,8126.61,3922.6,9416.0,1130.6,6059.28,971.23,970.64,0.0,35.9734001159668,1127.82
2025-02-04,23:00,1999.99,40355.0,8644.43,8153.17,3913.6,9415.3,1135.37,5318.28,970.53,874.23,0.0,35.9734001159668,1127.82
2025-02-05,00:00,2450.0,37193.0,8154.29,8129.62,3936.6,9397.2,1138.06,3358.23,961.51,758.95,0.0,35.96950149536133,1127.82
2025-02-05,01:00,2471.96,35094.0,7456.25,8102.33,3925.6,9397.2,1140.74,2205.23,963.51,686.91,0.0,35.96950149536133,1127.82
2025-02-05,02:00,1999.98,34195.0,6670.1,8092.1,3892.1,9397.2,1144.03,1629.33,962.21,679.65,0.0,35.96950149536133,1127.82
2025-02-05,03:00,2100.0,34128.0,5971.2,8078.79,3906.1,9244.0,1145.39,1359.33,961.95,636.43,0.0,35.96950149536133,1127.82
2025-02-05,04:00,2100.01,34018.0,5720.01,8084.13,3933.1,9244.0,1148.53,1302.33,966.8,525.56,0.0,35.96950149536133,1127.82
2025-02-05,05:00,2248.0,34240.0,5758.28,8197.27,3675.1,9244.0,1151.53,1368.33,968.4,630.6,0.0,35.96950149536133,1127.82
2025-02-05,06:00,2248.0,35189.0,7318.08,8296.36,3723.6,9244.0,1151.81,1286.23,964.7,578.46,0.0,35.96950149536133,1127.82
2025-02-05,07:00,2345.0,37516.0,9525.58,8365.49,3719.6,9413.0,1152.89,1582.33,965.46,708.89,5.32,35.96950149536133,1127.82
2025-02-05,08:00,2847.99,43013.0,11920.51,8474.34,3575.0,9415.0,1152.14,3522.93,974.8,1228.66,99.31,35.96950149536133,1127.82
2025-02-05,09:00,2949.99,45573.0,12477.37,8621.89,3570.5,9416.0,1150.43,4372.43,992.34,1319.76,301.31,35.96950149536133,1127.82
2025-02-05,10:00,2824.99,45957.0,12463.68,8799.64,3693.69,9419.0,1143.56,3916.83,1003.97,1212.47,491.03,35.96950149536133,1127.82
2025-02-05,11:00,2599.01,46059.0,12470.75,9062.99,3735.4,9435.0,1134.97,3414.13,1001.95,989.98,613.2,35.96950149536133,1127.82
2025-02-05,12:00,1999.99,44720.0,11735.4,9196.94,3753.8,9435.1,1120.69,2354.43,996.07,813.78,621.37,35.96950149536133,1127.82
2025-02-05,13:00,2355.67,44695.0,12176.5,9332.2,3704.8,9436.0,1111.33,2287.33,1002.4,810.73,649.37,35.96950149536133,1127.82
2025-02-05,14:00,2463.56,44722.0,12410.39,9234.45,3821.4,9434.0,1102.89,2565.23,997.7,842.4,537.34,35.96950149536133,1127.82
2025-02-05,15:00,2474.0,44350.0,12566.4,9314.2,3902.29,9418.0,1096.28,3310.33,998.59,1031.27,431.51,35.96950149536133,1127.82
2025-02-05,16:00,2600.0,44557.0,12783.75,9473.63,3899.5,9416.0,1096.09,4247.23,991.08,1235.86,327.41,35.96950149536133,1127.82
2025-02-05,17:00,2900.0,44984.0,12858.91,9354.16,3874.3,9413.0,1096.49,5329.23,982.28,1673.72,68.33,35.96950149536133,1127.82
2025-02-05,18:00,2699.99,44762.0,13089.03,9288.72,3680.6,9413.0,1104.46,5635.13,979.46,1714.23,0.77,35.96950149536133,1127.82
2025-02-05,19:00,2600.0,44373.0,13102.35,9385.64,3689.6,9449.0,1115.03,5529.33,978.56,1528.55,0.0,35.96950149536133,1127.82
2025-02-05,20:00,2589.01,43678.0,13061.46,9197.01,3701.6,9413.0,1125.23,5114.33,962.96,1248.85,0.0,35.96950149536133,1127.82
2025-02-05,21:00,2550.01,42965.0,12873.95,9055.28,3699.6,9381.5,1135.47,4242.83,962.31,1070.02,0.0,35.96950149536133,1127.82
2025-02-05,22:00,2317.0,41924.0,10442.53,8970.36,3693.6,9381.5,1141.41,5511.53,953.39,902.94,0.0,35.96950149536133,1127.82
2025-02-05,23:00,2295.0,40722.0,9693.66,8751.2,3687.6,9381.5,1147.75,4796.73,951.0,762.18,0.0,35.96950149536133,1127.82
2025-02-06,00:00,2535.66,39975.0,8442.46,8642.12,3639.5,9164.0,1150.75,3596.83,946.84,740.3,0.0,35.910301208496094,1127.82
2025-02-06,01:00,2472.0,37125.0,7527.16,8689.94,3554.5,9164.0,1153.21,2248.83,949.58,695.05,0.0,35.910301208496094,1127.82
2025-02-06,02:00,2113.0,35226.0,6677.07,8617.07,3510.0,9164.0,1157.33,1511.83,952.54,693.66,0.0,35.910301208496094,1127.82
2025-02-06,03:00,1874.99,34910.0,6135.31,8704.87,3674.0,9337.2,1159.05,1214.63,951.89,583.19,0.0,35.910301208496094,1127.82
2025-02-06,04:00,1874.99,34607.0,5819.21,8725.9,3705.8,9336.5,1160.72,1214.63,951.43,531.2,0.0,35.910301208496094,1127.82
2025-02-06,05:00,1875.0,34719.0,5998.29,8821.2,3765.0,9317.2,1163.17,1226.63,954.62,508.6,0.0,35.910301208496094,1127.82
2025-02-06,06:00,2298.26,37083.0,7662.47,8632.69,3773.5,9317.2,1163.87,1231.53,957.8,558.71,0.01,35.910301208496094,1127.82
2025-02-06,07:00,2472.0,40502.0,10516.58,8548.64,3784.5,9334.0,1163.11,1296.83,974.16,689.36,5.0,35.910301208496094,1127.82
2025-02-06,08:00,2949.99,47095.0,12785.89,8421.16,3705.9,9335.0,1161.95,3339.93,986.14,1264.54,188.89,35.910301208496094,1127.82
2025-02-06,09:00,2950.0,49420.0,13191.38,8453.85,3714.6,9330.0,1171.73,3702.2,1015.08,1339.19,590.85,35.910301208496094,1127.82
2025-02-06,10:00,2799.98,49691.0,13116.69,8679.3,3740.5,9338.0,1170.08,3148.03,1019.58,1151.1,914.36,35.910301208496094,1127.82
2025-02-06,11:00,2599.01,49868.0,12890.59,9040.62,3729.9,9366.0,1142.29,2736.03,1019.8,920.25,1027.73,35.910301208496094,1127.82
2025-02-06,12:00,2163.0,48412.0,11888.23,9075.26,3679.3,9468.0,1135.92,2046.23,1021.77,763.03,1092.55,35.910301208496094,1127.82
2025-02-06,13:00,2208.0,48267.0,11978.93,9357.11,3395.8,9379.0,1125.29,2051.23,1016.2,703.86,1075.19,35.910301208496094,1127.82
2025-02-06,14:00,2466.01,48547.0,12744.23,9381.69,3465.5,9378.0,1119.85,2487.23,1010.94,753.03,1028.4,35.910301208496094,1127.82
2025-02-06,15:00,2598.01,48730.0,12850.15,9578.57,3558.4,9360.0,1111.58,2803.83,1011.32,897.9,853.39,35.910301208496094,1127.82
2025-02-06,16:00,2798.01,48982.0,12999.33,9672.59,3635.8,9352.0,1110.01,4616.73,1014.68,1166.05,534.45,35.910301208496094,1127.82
2025-02-06,17:00,2950.0,49396.0,13089.03,9696.85,3637.7,9339.0,1109.24,5793.43,1001.52,1537.38,171.21,35.910301208496094,1127.82
2025-02-06,18:00,2894.5,49169.0,13365.27,9516.82,3636.5,9339.0,1114.07,6454.03,998.31,1670.68,2.97,35.910301208496094,1127.82
2025-02-06,19:00,2799.99,48623.0,13005.95,9424.1,3655.5,9338.0,1123.2,6172.03,996.06,1450.23,0.0,35.910301208496094,1127.82
2025-02-06,20:00,2744.12,47713.0,12802.3,9258.86,3647.5,9197.0,1129.98,5540.23,985.4,1256.38,0.0,35.910301208496094,1127.82
2025-02-06,21:00,2700.0,46410.0,12202.68,9133.96,3652.5,9077.0,1137.63,5027.43,987.23,1095.94,0.0,35.910301208496094,1127.82
2025-02-06,22:00,2399.99,45360.0,10569.63,8955.27,3573.25,8887.0,1141.19,5856.63,983.18,832.64,0.0,35.910301208496094,1127.82
2025-02-06,23:00,2348.01,43811.0,9571.71,8707.81,3639.5,8857.0,1143.83,5246.03,976.7,796.83,0.0,35.910301208496094,1127.82
2025-02-07,00:00,2600.01,41547.0,8883.57,8593.7,3622.6,8857.0,1148.73,4116.69,961.31,731.18,0.0,35.95558166503906,1127.82
2025-02-07,01:00,2312.34,38243.0,7762.23,8494.99,3619.6,8857.0,1149.09,3019.84,966.2,645.61,0.0,35.95558166503906,1127.82
2025-02-07,02:00,2312.34,36615.0,7033.74,8271.16,3565.1,8857.0,1151.07,2337.69,967.38,640.9,0.0,35.95558166503906,1127.82
2025-02-07,03:00,2000.01,36419.0,6649.24,8169.66,3582.1,8857.0,1149.56,2083.29,975.5,571.26,0.0,35.95558166503906,1127.82
2025-02-07,04:00,1999.98,35976.0,6603.54,8108.31,3581.1,8856.7,1150.42,1940.29,971.65,533.98,0.0,35.95558166503906,1127.82
2025-02-07,05:00,2140.0,36160.0,6808.16,8045.74,3597.5,8857.0,1152.56,1952.29,976.65,531.78,0.0,35.95558166503906,1127.82
2025-02-07,06:00,2295.99,37161.0,8591.86,7873.55,3716.6,8857.0,1153.86,1960.29,970.0,557.71,0.01,35.95558166503906,1127.82
2025-02-07,07:00,2449.99,40761.0,11201.54,7801.42,3841.6,8858.0,1153.13,1902.69,982.11,689.8,6.15,35.95558166503906,1127.82
2025-02-07,08:00,2950.0,47384.0,13186.66,7797.63,3839.9,8860.0,1152.53,3643.49,988.66,1195.98,192.5,35.95558166503906,1127.82
2025-02-07,09:00,2990.01,49623.0,13274.59,7838.75,3846.4,8866.0,1153.14,4053.99,1006.1,1353.97,613.66,35.95558166503906,1127.82
2025-02-07,10:00,2942.77,49856.0,13264.58,8012.65,3726.7,8875.0,1150.42,4107.99,1019.63,1133.77,854.57,35.95558166503906,1127.82
2025-02-07,11:00,2801.65,49873.0,13085.05,8139.94,3653.1,8882.0,1146.1,3730.29,1017.6,968.58,977.53,35.95558166503906,1127.82
2025-02-07,12:00,2424.99,48578.0,12473.24,8320.56,3664.1,8893.0,1138.42,2378.39,1007.7,685.38,1034.43,35.95558166503906,1127.82
2025-02-07,13:00,2389.0,48241.0,12254.25,8572.96,3666.1,8892.0,1133.36,2073.39,1019.56,677.0,1061.04,35.95558166503906,1127.82
2025-02-07,14:00,2699.99,48580.0,13026.05,8675.16,3682.4,8891.0,1125.94,2400.99,1021.28,852.92,1011.91,35.95558166503906,1127.82
2025-02-07,15:00,2822.99,48424.0,13173.56,8794.06,3767.0,8878.0,1119.74,3152.49,1014.73,1059.8,888.77,35.95558166503906,1127.82
2025-02-07,16:00,2900.0,48459.0,13175.94,8906.31,3739.1,8870.0,1116.97,4809.99,1011.22,1268.5,607.03,35.95558166503906,1127.82
2025-02-07,17:00,2990.0,48781.0,13178.88,8872.26,3838.0,8858.0,1118.84,5891.69,1000.45,1560.85,167.26,35.95558166503906,1127.82
2025-02-07,18:00,2950.0,48656.0,13419.93,8815.77,3857.7,8858.0,1122.78,6509.49,985.11,1673.95,2.49,35.95558166503906,1127.82
2025-02-07,19:00,2900.01,48241.0,13429.58,8750.85,3885.6,8857.0,1130.16,6276.29,982.14,1475.08,0.0,35.95558166503906,1127.82
2025-02-07,20:00,2801.64,47492.0,13346.34,8650.9,3878.6,8857.0,1135.74,5406.69,971.91,1309.61,0.0,35.95558166503906,1127.82
2025-02-07,21:00,2704.67,46561.0,13200.94,8489.69,3878.6,8857.0,1139.26,4714.09,981.45,1117.98,0.0,35.95558166503906,1127.82
2025-02-07,22:00,2424.01,45583.0,11525.47,8380.34,3868.6,8857.0,1141.54,5480.59,987.35,881.11,0.0,35.95558166503906,1127.82
2025-02-07,23:00,2389.01,44286.0,9772.3,8346.41,3871.6,8857.0,1144.36,5253.59,987.07,814.9,0.0,35.95558166503906,1127.82
2025-02-08,00:00,2500.0,40115.0,8162.94,8197.91,3943.6,8738.0,1149.34,4296.93,981.86,850.77,0.0,35.95558166503906,1127.82
2025-02-08,01:00,2377.34,37716.0,7559.15,8233.39,3900.35,8738.0,1150.66,2881.93,986.24,697.07,0.0,35.95558166503906,1127.82
2025-02-08,02:00,2327.0,36020.0,6883.03,8005.02,3878.1,8738.0,1152.36,2301.93,956.96,658.19,0.0,35.95558166503906,1127.82
2025-02-08,03:00,2208.0,35057.0,6270.68,7851.88,3901.1,8738.0,1154.24,2134.53,969.54,599.07,0.0,35.95558166503906,1127.82
2025-02-08,04:00,1999.99,34444.0,6212.93,7771.07,3897.1,8738.0,1155.52,2108.53,969.65,556.87,0.0,35.95558166503906,1127.82
2025-02-08,05:00,2011.99,34445.0,6364.45,7799.14,3897.1,8738.0,1157.51,2106.33,946.85,567.05,0.0,35.95558166503906,1127.82
2025-02-08,06:00,2115.01,35365.0,7175.11,7648.32,3958.6,8738.0,1158.7,1962.23,990.6,579.15,0.07,35.95558166503906,1127.82
2025-02-08,07:00,2292.0,36855.0,8238.54,7476.48,3961.6,8724.0,1130.53,2175.43,1001.87,765.31,6.31,35.95558166503906,1127.82
2025-02-08,08:00,2739.91,40229.0,9783.81,7352.9,3953.0,8730.0,1159.96,3098.13,1013.64,1114.38,256.51,35.95558166503906,1127.82
2025-02-08,09:00,2696.34,41765.0,9501.09,7358.86,3956.0,8744.0,1159.21,3256.93,1027.18,1140.76,768.57,35.95558166503906,1127.82
2025-02-08,10:00,2573.2,42438.0,9270.67,7318.67,3957.79,8758.0,1156.83,2901.23,1012.53,976.13,1097.85,35.95558166503906,1127.82
2025-02-08,11:00,2208.0,42581.0,7917.4,7521.59,3928.9,8775.0,1154.09,3242.13,1043.69,816.01,1128.93,35.95558166503906,1127.82
2025-02-08,12:00,1874.99,41856.0,6605.8,7618.56,3912.0,8777.0,1146.07,3122.13,1027.58,726.26,1105.55,35.95558166503906,1127.82
2025-02-08,13:00,1874.99,41641.0,6472.3,7923.95,3912.7,8777.0,1136.01,2850.13,1014.31,732.17,1089.05,35.95558166503906,1127.82
2025-02-08,14:00,2056.66,41511.0,6755.5,8122.25,3936.0,8775.0,1130.25,2791.13,1024.67,714.7,1062.43,35.95558166503906,1127.82
2025-02-08,15:00,1999.99,41290.0,7226.9,8253.02,3972.2,8751.6,1121.93,3171.23,1036.65,823.63,854.24,35.95558166503906,1127.82
2025-02-08,16:00,2035.24,41730.0,9339.2,8332.28,3971.9,8738.0,1118.16,3554.23,1021.75,823.28,597.04,35.95558166503906,1127.82
2025-02-08,17:00,2600.01,42688.0,11233.3,8411.33,3917.8,8725.0,1117.76,4450.63,987.01,1377.16,142.97,35.95558166503906,1127.82
2025-02-08,18:00,2799.01,43652.0,11758.99,8406.62,3811.6,8739.0,1121.49,5954.53,986.71,1617.93,3.64,35.95558166503906,1127.82
2025-02-08,19:00,2783.34,43706.0,11762.3,8466.47,3811.6,8738.0,1129.38,5967.93,988.2,1517.54,0.0,35.95558166503906,1127.82
2025-02-08,20:00,2699.99,43040.0,11608.49,8372.99,3816.6,8738.0,1134.11,5582.33,989.56,1284.61,0.0,35.95558166503906,1127.82
2025-02-08,21:00,2595.01,42116.0,11356.99,8286.1,3876.6,8738.0,1140.81,4869.93,1015.66,1149.58,0.0,35.95558166503906,1127.82
2025-02-08,22:00,2000.01,41055.0,9360.11,7928.94,3877.1,8738.0,1144.31,5691.33,1015.45,917.08,0.0,35.95558166503906,1127.82
2025-02-08,23:00,2249.98,39423.0,8340.43,7760.86,3916.0,8738.0,1146.47,5425.33,1016.61,852.69,0.0,35.95558166503906,1127.82
2025-02-09,00:00,2531.37,36101.0,7135.94,7712.36,4140.6,8723.0,1149.89,4259.23,998.19,746.2,0.0,35.95558166503906,1127.82
2025-02-09,01:00,2437.01,34158.0,6513.49,7629.15,4097.1,8723.0,1151.8,2961.93,994.03,677.61,0.0,35.95558166503906,1127.82
2025-02-09,02:00,1999.99,32670.0,5938.11,7444.34,4101.1,8723.0,1153.76,2280.23,985.13,625.39,0.0,35.95558166503906,1127.82
2025-02-09,03:00,1999.98,31726.0,5234.91,7339.85,4113.1,8575.3,1154.63,2156.03,998.49,579.58,0.0,35.95558166503906,1127.82
2025-02-09,04:00,2000.0,31155.0,4947.85,7244.5,4120.6,8605.2,1156.52,1886.03,1007.45,531.0,0.0,35.95558166503906,1127.82
2025-02-09,05:00,2000.0,31073.0,4948.11,7213.07,4161.6,8605.2,1157.51,1871.83,1004.23,540.6,0.0,35.95558166503906,1127.82
2025-02-09,06:00,2696.34,31345.0,4646.88,7131.46,4166.6,8605.2,1158.3,2103.73,1008.32,838.51,0.08,35.95558166503906,1127.82
2025-02-09,07:00,2796.34,31527.0,4288.64,7051.47,4170.6,8606.2,1159.42,2236.53,1016.74,1069.5,15.28,35.95558166503906,1127.82
2025-02-09,08:00,2596.33,32327.0,4192.05,6982.18,4170.4,8464.0,1159.56,1785.23,1024.13,983.08,367.24,35.95558166503906,1127.82
2025-02-09,09:00,1874.99,33129.0,3329.37,6939.97,4082.9,8438.0,1158.86,2126.73,1044.02,806.66,1024.12,35.95558166503906,1127.82
2025-02-09,10:00,1749.97,33947.0,3203.37,6888.87,3964.6,8187.35,1155.57,2185.73,1046.49,714.94,1265.8,35.95558166503906,1127.82
2025-02-09,11:00,1699.99,34158.0,3210.77,6889.8,3947.3,7594.0,1148.19,2599.73,1046.15,703.14,1327.45,35.95558166503906,1127.82
2025-02-09,12:00,863.63,33830.0,3212.77,6979.72,3960.4,6591.5,1140.47,2953.03,1034.13,573.37,1169.22,35.95558166503906,1127.82
2025-02-09,13:00,1167.99,33824.0,3215.17,7080.62,4000.5,6918.0,1132.51,3107.03,1042.68,606.25,1062.0,35.95558166503906,1127.82
2025-02-09,14:00,1749.97,33823.0,3369.97,7207.49,4052.7,7872.8,1125.53,2838.03,1039.55,587.69,976.53,35.95558166503906,1127.82
2025-02-09,15:00,1875.0,33955.0,3956.17,7329.34,4066.1,8619.0,1119.97,2747.33,1039.58,726.09,843.42,35.95558166503906,1127.82
2025-02-09,16:00,2419.01,35159.0,6544.17,7352.16,4110.1,8605.0,1127.7,3208.83,1032.83,844.7,496.78,35.95558166503906,1127.82
2025-02-09,17:00,2799.0,37183.0,9121.95,7384.01,4148.5,8623.0,1134.86,3933.53,1024.03,1272.79,121.2,35.95558166503906,1127.82
2025-02-09,18:00,2799.01,39491.0,10321.73,7440.75,4161.3,8671.0,1141.65,4931.93,1022.79,1417.96,31.3,35.95558166503906,1127.82
2025-02-09,19:00,2799.01,40115.0,10541.13,7392.19,4168.5,8680.0,1146.72,5327.43,1024.91,1296.44,16.2,35.95558166503906,1127.82
2025-02-09,20:00,2699.01,39734.0,10539.22,7263.42,4175.5,8680.0,1154.51,5031.73,1030.32,1051.43,3.1,35.95558166503906,1127.82
2025-02-09,21:00,2599.0,38922.0,10368.28,7081.14,4231.2,8691.5,1160.67,4391.53,1025.9,995.94,0.0,35.95558166503906,1127.82
2025-02-09,22:00,2208.0,38097.0,8942.67,6755.22,4142.4,8691.5,1165.11,5724.73,1021.37,682.53,0.0,35.95558166503906,1127.82
2025-02-09,23:00,2305.0,36387.0,8336.84,6578.39,4119.5,8691.5,1168.03,5178.73,1019.7,668.8,0.0,35.95558166503906,1127.82
2025-02-10,00:00,2696.33,36346.0,7879.31,6470.08,4105.5,8723.0,1165.79,4080.47,1009.69,631.38,0.0,35.89970016479492,1127.82
