Tarih,Saat,PTF (TL/MWh),PTF (USD/MWh),PTF (EUR/MWh),Yük Tahmin Planı (MWh),Toplam(MWh),Doğalgaz,Rüzgar,Linyit,Taş Kömür,İthal Kömür,Fueloil,Jeotermal,Barajlı,Nafta,Biyokütle,Akarsu,Gunes,Diğer,Dolar_Kuru
2025-01-01,00:00,2494.0,70.81,67.88,32297.0,30848.82,5753.31,2024.78,4423.0,256.0,9389.2,14.5,1125.97,5243.04,0.4,944.4,1541.62,0.0,132.6,35.374000549316406
2025-01-01,01:00,1799.98,51.1,48.99,30678.0,28950.78,5265.68,1885.65,4137.0,256.0,9388.8,7.5,1129.01,4506.04,0.4,948.78,1293.32,0.0,132.6,35.374000549316406
2025-01-01,02:00,1692.99,48.06,46.08,28892.0,27501.66,5246.68,1821.14,3930.0,256.0,9389.2,15.5,1131.49,3506.04,0.4,951.48,1121.13,0.0,132.6,35.374000549316406
2025-01-01,03:00,2244.99,63.74,61.1,27699.0,26344.22,5154.06,1805.3,3769.0,256.0,9347.0,22.5,1133.42,2715.74,0.5,952.58,1056.62,0.0,131.5,35.374000549316406
2025-01-01,04:00,2400.01,68.14,65.32,27015.0,25929.17,5350.01,1741.55,3706.0,256.0,9347.0,14.5,1135.94,2331.94,0.4,946.38,968.15,0.0,131.3,35.374000549316406
2025-01-01,05:00,2680.0,76.09,72.94,26890.0,26125.45,5670.18,1735.08,3725.0,256.0,9347.0,14.5,1137.41,2174.44,0.4,943.38,990.76,0.0,131.3,35.374000549316406
2025-01-01,06:00,2989.99,84.89,81.38,27185.0,26209.23,5690.19,1718.96,3805.6,256.0,9347.0,14.5,1138.21,2069.14,1.1,950.64,1086.59,0.0,131.3,35.374000549316406
2025-01-01,07:00,2979.99,84.6,81.1,27415.0,27184.59,5733.38,1638.42,3852.5,256.0,9379.0,14.5,1138.04,2863.34,1.1,957.74,1216.69,2.58,131.3,35.374000549316406
2025-01-01,08:00,3000.0,85.17,81.65,28192.0,27056.47,5259.89,1548.68,3843.9,256.0,9380.0,14.5,1137.11,2989.64,1.1,954.06,1403.24,135.95,132.4,35.374000549316406
2025-01-01,09:00,2600.01,73.82,70.76,30271.0,26936.61,4895.24,1566.04,3842.2,256.0,9393.0,18.5,1134.71,2778.64,0.3,962.84,1306.85,649.69,132.6,35.374000549316406
2025-01-01,10:00,1350.0,38.33,36.74,32491.0,26420.51,4205.4,1557.27,3743.58,256.0,8950.9,14.5,1129.33,3190.04,0.3,951.77,1288.13,1000.69,132.6,35.374000549316406
2025-01-01,11:00,1799.98,51.1,48.99,34537.0,25854.96,4261.29,1495.65,3705.59,256.0,8690.6,18.9,1124.65,2917.34,0.2,959.83,1155.38,1136.93,132.6,35.374000549316406
2025-01-01,12:00,1000.0,28.39,27.22,35203.0,25206.75,4332.39,1452.13,3683.1,256.0,7652.2,21.9,1115.41,3274.74,0.2,975.71,1111.54,1199.93,131.5,35.374000549316406
2025-01-01,13:00,1512.63,42.94,41.17,35794.0,25609.3,4337.03,1349.81,3624.19,256.0,8275.0,19.9,1107.99,3204.64,0.2,973.66,1099.8,1229.58,131.5,35.374000549316406
2025-01-01,14:00,2005.01,56.92,54.57,35897.0,26738.5,4753.83,1228.0,3575.5,256.0,9050.0,24.8,1098.82,3228.19,0.2,987.14,1207.37,1197.15,131.5,35.374000549316406
2025-01-01,15:00,2283.04,64.82,62.14,35798.0,28900.03,6299.26,1218.58,3581.5,256.0,9270.5,20.8,1092.79,3632.84,0.2,979.69,1379.97,1035.3,132.6,35.374000549316406
2025-01-01,16:00,3000.0,85.17,81.65,36570.0,32023.95,8752.59,1181.61,3651.6,256.0,9257.5,17.5,1090.45,4518.64,0.2,979.17,1709.92,476.17,132.6,35.374000549316406
2025-01-01,17:00,3000.0,85.17,81.65,38182.0,34277.23,9933.7,1151.87,3678.6,256.0,9255.5,14.5,1092.19,5763.74,0.2,970.87,1989.27,37.99,132.8,35.374000549316406
2025-01-01,18:00,3000.0,85.17,81.65,38968.0,36198.88,10328.23,1198.48,3780.6,256.0,9255.5,14.5,1100.67,7135.74,1.0,975.93,2019.33,0.0,132.9,35.374000549316406
2025-01-01,19:00,3000.0,85.17,81.65,38447.0,35949.27,10329.44,1251.52,3756.6,256.0,9255.5,14.5,1107.58,7016.84,1.0,972.58,1854.81,0.0,132.9,35.374000549316406
2025-01-01,20:00,3000.0,85.17,81.65,37674.0,35665.72,10308.61,1341.2,3657.6,256.0,9255.5,14.5,1114.14,6926.64,1.0,965.12,1692.81,0.0,132.6,35.374000549316406
2025-01-01,21:00,3000.0,85.17,81.65,36853.0,34816.21,10172.35,1420.85,3682.6,256.0,9255.5,14.5,1120.53,6206.44,1.1,961.43,1593.41,0.0,131.5,35.374000549316406
2025-01-01,22:00,2399.99,68.14,65.32,36302.0,34547.53,9197.04,1419.58,3708.8,256.0,9255.5,14.5,1125.77,7143.44,0.3,959.83,1335.27,0.0,131.5,35.374000549316406
2025-01-01,23:00,2274.0,64.56,61.89,34900.0,33049.8,8946.55,1447.04,3702.1,256.0,9255.5,14.5,1129.08,6039.54,0.4,956.83,1170.76,0.0,131.5,35.374000549316406
2025-02-01,00:00,2634.45,74.67,71.71,37301.0,31906.48,9051.92,1458.43,3618.1,261.0,9312.0,14.5,1124.37,4936.14,0.4,948.45,1079.57,0.0,101.6,35.853031158447266
2025-02-01,01:00,2583.43,73.23,70.32,34688.0,29922.48,8314.05,1518.73,3833.1,261.0,9312.0,14.5,1127.62,3517.14,0.4,951.77,970.57,0.0,101.6,35.853031158447266
2025-02-01,02:00,2144.99,60.8,58.39,33046.0,28439.45,7365.3,1553.76,3725.1,261.0,9312.0,14.5,1130.08,3069.64,0.4,956.39,949.68,0.0,101.6,35.853031158447266
2025-02-01,03:00,2112.78,59.89,57.51,32201.0,27311.07,7171.81,1692.91,3635.1,261.0,9312.0,14.5,1131.81,2172.24,0.5,941.24,876.36,0.0,101.6,35.853031158447266
2025-02-01,04:00,1799.98,51.02,49.0,31941.0,27108.9,6800.75,1875.18,3743.1,261.0,9312.0,7.5,1135.24,2045.74,0.4,937.45,869.04,0.0,121.5,35.853031158447266
2025-02-01,05:00,1889.99,53.57,51.45,32086.0,27569.51,7178.85,2072.45,3754.1,254.0,9312.0,14.5,1136.51,1889.74,0.4,936.06,889.4,0.0,131.5,35.853031158447266
2025-02-01,06:00,2482.22,70.36,67.57,33290.0,29406.29,9012.78,2302.91,3739.6,254.0,9312.0,14.5,1136.61,1605.64,1.1,934.59,962.23,0.03,130.3,35.853031158447266
2025-02-01,07:00,2900.01,82.2,78.94,37070.0,32650.02,10954.67,2502.98,3800.6,261.0,9292.0,14.5,1136.54,2377.84,1.1,947.64,1225.36,5.49,130.3,35.853031158447266
2025-02-01,08:00,3000.0,85.03,81.66,43261.0,35680.37,11997.08,2742.64,3799.9,261.0,9142.0,14.5,1135.51,3570.24,1.1,951.86,1670.49,213.75,180.3,35.853031158447266
2025-02-01,09:00,3000.0,85.03,81.66,45672.0,37040.22,12246.28,2993.51,3796.2,261.0,9155.0,18.5,1132.82,3915.14,0.3,959.75,1612.1,768.72,180.9,35.853031158447266
2025-02-01,10:00,2594.58,73.54,70.63,46213.0,37152.76,12244.22,3225.92,3764.6,261.0,9192.0,21.5,1127.93,3515.84,0.3,957.02,1466.29,1194.24,181.9,35.853031158447266
2025-02-01,11:00,2505.65,71.02,68.21,46262.0,36350.71,11628.83,3326.32,3689.2,261.0,9219.0,21.4,1122.35,3348.34,0.2,956.69,1290.05,1304.43,182.9,35.853031158447266
2025-02-01,12:00,1999.99,56.69,54.44,44963.0,33791.91,9707.65,3348.66,3722.4,261.0,9220.0,21.3,1112.41,2670.84,0.2,984.92,1210.4,1349.23,182.9,35.853031158447266
2025-02-01,13:00,2112.78,59.89,57.51,44854.0,34528.61,10223.35,3386.17,3736.4,261.0,9219.0,21.0,1100.29,2801.74,0.2,982.73,1231.11,1383.22,182.4,35.853031158447266
2025-02-01,14:00,2594.0,73.53,70.61,44901.0,36393.39,11698.84,3450.63,3762.9,261.0,9166.0,20.7,1095.32,3058.44,0.2,982.17,1345.92,1369.37,181.9,35.853031158447266
2025-02-01,15:00,2728.85,77.35,74.28,44627.0,38434.03,12818.71,3556.97,3755.5,261.0,9207.0,19.6,1086.68,3804.34,0.2,979.15,1607.06,1157.92,179.9,35.853031158447266
2025-02-01,16:00,3000.0,85.03,81.66,44637.0,39843.31,12996.32,3716.05,3799.4,261.0,9202.0,16.5,1084.35,5147.74,0.2,970.42,1915.7,561.63,172.0,35.853031158447266
2025-02-01,17:00,3000.0,85.03,81.66,44982.0,40951.55,13016.23,3985.98,3820.7,261.0,9200.0,14.5,1085.9,6205.24,0.2,965.0,2161.56,63.34,171.9,35.853031158447266
2025-02-01,18:00,3000.0,85.03,81.66,44500.0,42756.46,13309.5,4385.78,3825.6,261.0,9200.0,14.5,1094.47,7476.44,1.0,964.01,2052.26,0.0,171.9,35.853031158447266
2025-02-01,19:00,2949.99,83.62,80.3,43330.0,42369.09,13338.39,4784.63,3915.6,261.0,9200.0,14.5,1101.28,6901.74,1.0,960.35,1718.7,0.0,171.9,35.853031158447266
2025-02-01,20:00,2777.77,78.73,75.61,41998.0,41111.77,13076.98,5135.77,3869.6,261.0,9200.0,14.5,1107.84,5781.44,1.0,947.12,1544.62,0.0,171.9,35.853031158447266
2025-02-01,21:00,2749.8,77.94,74.85,40723.0,40273.91,12536.97,5376.28,3844.6,261.0,9185.0,14.5,1115.33,5348.34,1.1,938.42,1480.47,0.0,171.9,35.853031158447266
2025-02-01,22:00,2266.73,64.25,61.7,39382.0,38528.78,9454.65,5591.41,3678.6,261.0,9185.0,14.5,1120.37,6829.34,0.3,939.09,1282.62,0.0,171.9,35.853031158447266
2025-02-01,23:00,2294.0,65.02,62.45,37750.0,36573.63,8314.42,5826.49,3511.1,261.0,9185.0,14.5,1124.08,5977.44,0.4,937.6,1249.7,0.0,171.9,35.853031158447266
2025-03-01,00:00,2706.39,76.71,73.67,36580.0,34608.69,7236.48,6021.12,3529.1,261.0,9459.0,14.5,1125.78,4603.74,0.6,953.7,1197.77,0.0,205.9,36.517799377441406
2025-03-01,01:00,2549.98,72.28,69.41,34218.0,32236.22,5778.47,6182.27,3527.1,261.0,9453.0,14.5,1127.41,3550.74,0.6,956.84,1178.39,0.0,205.9,36.517799377441406
2025-03-01,02:00,2400.0,68.03,65.33,32701.0,30900.69,5289.4,6284.08,3539.1,261.0,9453.0,14.5,1130.94,2628.74,0.7,972.04,1121.29,0.0,205.9,36.517799377441406
2025-03-01,03:00,1923.11,54.51,52.35,31929.0,30029.33,4937.33,6313.09,3542.1,261.0,9393.0,14.5,1132.44,2326.64,0.7,968.54,934.09,0.0,205.9,36.517799377441406
2025-03-01,04:00,1799.98,51.02,49.0,31759.0,29837.57,4779.4,6308.11,3539.1,261.0,9453.0,7.5,1128.99,2326.64,0.7,967.07,860.16,0.0,205.9,36.517799377441406
2025-03-01,05:00,1957.64,55.49,53.29,31986.0,30012.04,4973.5,6326.22,3538.1,261.0,9453.0,14.5,1131.75,2256.64,0.7,962.69,888.04,0.0,205.9,36.517799377441406
2025-03-01,06:00,2200.01,62.36,59.89,33062.0,31304.18,6447.54,6387.45,3540.1,261.0,9440.0,14.5,1130.31,1915.34,1.4,969.24,991.09,0.31,205.9,36.517799377441406
2025-03-01,07:00,2524.99,71.57,68.73,35970.0,34621.17,8744.62,6481.77,3644.6,261.0,9448.0,14.5,1133.82,2532.74,1.4,981.6,1166.33,4.89,205.9,36.517799377441406
2025-03-01,08:00,3000.0,85.03,81.66,42385.0,37068.96,9293.41,6566.21,3699.9,261.0,9449.0,14.5,1132.05,3755.94,1.3,977.54,1541.66,170.55,205.9,36.517799377441406
2025-03-01,09:00,3000.0,85.03,81.66,45619.0,38332.45,9647.52,6710.05,3605.4,261.0,9309.0,17.1,1131.81,3986.44,0.5,982.38,1535.99,938.86,206.4,36.517799377441406
2025-03-01,10:00,2584.0,73.24,70.34,46308.0,37839.03,9049.5,6924.71,3356.44,261.0,9309.0,19.3,1126.69,3800.04,0.4,992.35,1406.48,1386.02,207.1,36.517799377441406
2025-03-01,11:00,2507.15,71.06,68.25,46411.0,36860.42,8248.34,7044.86,3307.4,261.0,9348.0,20.1,1117.47,3582.34,0.4,969.25,1290.11,1462.35,208.8,36.517799377441406
2025-03-01,12:00,1424.1,40.37,38.77,44697.0,33731.68,6339.74,7084.48,3360.6,261.0,8824.5,13.8,1107.63,2974.44,0.3,983.93,1151.21,1421.25,208.8,36.517799377441406
2025-03-01,13:00,1424.1,40.37,38.77,44407.0,33325.71,6233.39,7237.58,3401.4,261.0,8817.5,13.5,1089.6,2551.44,0.3,995.25,1113.07,1402.88,208.8,36.517799377441406
2025-03-01,14:00,2384.0,67.57,64.9,44748.0,36298.51,8136.97,7358.62,3519.6,261.0,9330.0,19.2,1085.04,2768.44,0.3,982.56,1259.85,1368.13,208.8,36.517799377441406
2025-03-01,15:00,2080.0,58.96,56.62,44326.0,38638.02,9262.99,7331.85,3430.29,261.0,9318.0,17.6,1079.51,4140.44,0.3,969.07,1436.42,1182.65,207.9,36.517799377441406
2025-03-01,16:00,2853.85,80.89,77.68,44255.0,41411.92,11538.26,7170.28,3487.6,261.0,9305.0,15.5,1077.08,5032.24,0.3,957.48,1808.7,551.58,206.9,36.517799377441406
2025-03-01,17:00,2998.1,84.98,81.61,44551.0,43109.18,11642.94,7078.25,3521.7,261.0,9303.0,14.5,1079.62,6995.84,1.1,959.05,2009.91,36.37,205.9,36.517799377441406
2025-03-01,18:00,2980.0,84.47,81.12,43765.0,43369.35,11876.19,7188.62,3516.6,261.0,9303.0,14.5,1089.11,7096.54,1.1,977.35,1839.44,0.0,205.9,36.517799377441406
2025-03-01,19:00,2777.78,78.73,75.61,42218.0,42230.48,11773.61,7097.59,3493.6,261.0,9303.0,14.5,1097.11,6391.24,1.2,980.25,1611.48,0.0,205.9,36.517799377441406
2025-03-01,20:00,2499.98,70.86,68.05,40665.0,41087.36,11042.02,7240.31,3506.6,261.0,9165.0,14.5,1102.57,6057.94,1.2,948.57,1541.75,0.0,205.9,36.517799377441406
2025-03-01,21:00,2326.99,65.96,63.34,39264.0,39558.68,9981.52,7247.47,3593.9,261.0,9185.0,14.5,1118.0,5559.64,1.3,955.95,1434.5,0.0,205.9,36.517799377441406
2025-03-01,22:00,2153.64,61.04,58.62,37868.0,38441.58,7914.7,7263.99,3470.1,261.0,9185.0,14.5,1121.33,6768.74,0.5,966.81,1269.01,0.0,205.9,36.517799377441406
2025-03-01,23:00,2100.0,59.52,57.16,36443.0,36921.32,6936.92,7227.37,3370.1,261.0,9185.0,14.5,1124.85,6335.14,0.5,974.93,1285.11,0.0,205.9,36.517799377441406
2025-04-01,00:00,2680.01,76.02,73.46,35823.0,34695.39,5561.12,7489.48,3424.1,120.0,9188.0,16.5,1134.93,5439.14,0.7,955.8,1182.22,0.0,183.4,37.898590087890625
2025-04-01,01:00,2473.99,70.18,67.82,33331.0,32714.8,5366.2,7374.85,3404.6,120.0,9188.0,16.5,1137.85,3915.14,0.7,950.39,1077.17,0.0,163.4,37.898590087890625
2025-04-01,02:00,2244.99,63.68,61.54,31697.0,31309.39,5315.74,7065.33,3435.1,132.0,9188.0,16.5,1139.09,2982.64,0.8,952.39,918.4,0.0,163.4,37.898590087890625
2025-04-01,03:00,1999.98,56.73,54.82,30878.0,30574.88,5010.49,6939.95,3555.1,132.0,9188.0,16.5,1140.82,2683.74,0.8,960.19,783.89,0.0,163.4,37.898590087890625
2025-04-01,04:00,1799.98,51.06,49.34,30574.0,29921.72,4855.85,6755.32,3475.1,132.0,9210.0,9.5,1140.7,2498.64,0.8,958.62,721.79,0.0,163.4,37.898590087890625
2025-04-01,05:00,2139.99,60.7,58.66,30633.0,30268.44,5612.39,6397.33,3362.1,132.0,9220.0,16.5,1136.98,2498.64,0.7,952.94,775.46,0.0,163.4,37.898590087890625
2025-04-01,06:00,2488.89,70.6,68.23,31335.0,30391.76,6333.74,6026.79,3330.5,132.0,9250.0,16.5,1141.92,2012.94,1.5,957.29,1025.16,0.02,163.4,37.898590087890625
2025-04-01,07:00,2207.99,62.63,60.53,33212.0,32438.07,7904.07,5573.9,3431.6,132.0,9262.0,16.5,1140.14,2698.64,1.4,962.2,1149.58,2.64,163.4,37.898590087890625
2025-04-01,08:00,2945.99,83.57,80.76,37525.0,35028.74,10308.26,5126.15,3550.9,132.0,9283.0,16.5,1140.71,2850.44,1.4,980.29,1349.78,140.91,148.4,37.898590087890625
2025-04-01,09:00,2949.48,83.67,80.85,40637.0,36101.43,10681.24,4823.37,3620.5,132.0,9320.0,18.8,1137.57,3331.14,0.6,990.27,1344.23,552.81,148.9,37.898590087890625
2025-04-01,10:00,2500.01,70.92,68.53,42166.0,35973.7,10498.19,4526.42,3320.75,132.0,9336.0,20.9,1132.41,3690.05,0.5,1000.06,1253.0,914.02,149.4,37.898590087890625
2025-04-01,11:00,2215.01,62.83,60.72,42960.0,35813.28,10189.9,4172.2,3346.69,132.0,9337.0,21.6,1123.54,4135.05,0.4,998.72,1174.4,1032.38,149.4,37.898590087890625
2025-04-01,12:00,2208.0,62.63,60.53,42220.0,34453.26,9499.01,3857.24,3237.4,132.0,9338.0,22.5,1112.95,3952.05,0.4,976.92,1076.23,1098.16,150.4,37.898590087890625
2025-04-01,13:00,2334.01,66.21,63.98,42443.0,35060.94,10368.7,3724.19,3215.29,132.0,9338.0,22.3,1108.78,3811.45,0.3,979.51,1071.31,1138.51,150.6,37.898590087890625
2025-04-01,14:00,2692.32,76.37,73.8,42731.0,35845.75,10869.99,3619.91,3380.9,132.0,9331.0,20.9,1108.35,3970.05,0.3,985.55,1207.26,1068.94,150.6,37.898590087890625
2025-04-01,15:00,2253.59,63.93,61.78,42506.0,36817.16,11546.92,3524.27,3302.49,132.0,9324.0,19.4,1106.39,4451.05,0.3,991.31,1415.99,853.44,149.6,37.898590087890625
2025-04-01,16:00,2990.0,84.82,81.96,42745.0,38629.21,12385.77,3504.26,3268.4,132.0,9312.0,17.5,1104.52,5750.05,0.3,975.92,1715.54,320.55,142.4,37.898590087890625
2025-04-01,17:00,3000.0,85.1,82.24,43557.0,40409.69,12548.75,3613.44,3261.7,132.0,9310.0,16.5,1109.12,7414.75,1.1,954.1,1883.63,22.0,142.6,37.898590087890625
2025-04-01,18:00,3000.0,85.1,82.24,43488.0,40823.33,12506.87,3726.8,3306.4,132.0,9295.0,16.5,1113.01,7843.85,1.2,941.79,1797.31,0.0,142.6,37.898590087890625
2025-04-01,19:00,2989.99,84.82,81.96,42457.0,40633.48,12463.97,3938.0,3411.6,120.0,9294.9,16.5,1115.44,7553.55,1.3,949.56,1626.06,0.0,142.6,37.898590087890625
2025-04-01,20:00,2600.0,73.75,71.27,41226.0,39658.68,12426.57,4078.02,3363.6,120.0,9295.0,16.5,1120.95,6602.95,1.3,976.25,1516.14,0.0,141.4,37.898590087890625
2025-04-01,21:00,2700.01,76.59,74.01,39908.0,38662.83,11902.81,4241.98,3377.6,120.0,9310.0,16.5,1125.55,6190.45,1.3,950.9,1284.34,0.0,141.4,37.898590087890625
2025-04-01,22:00,2256.27,64.0,61.85,38258.0,37423.67,9586.87,4277.24,3387.6,126.0,9310.0,16.5,1130.85,7316.65,0.6,954.17,1175.79,0.0,141.4,37.898590087890625
2025-04-01,23:00,2297.01,65.16,62.97,35899.0,36048.21,8991.99,4142.93,3314.1,111.0,9335.0,16.5,1127.73,6776.65,0.6,952.16,1138.15,0.0,141.4,37.898590087890625
2025-05-01,00:00,2500.0,70.88,68.92,33876.0,33884.23,8319.25,4171.35,3513.1,118.0,9334.0,16.0,1130.73,5097.15,0.7,935.59,1080.27,4.59,163.5,38.5017204284668
2025-05-01,01:00,2076.99,58.89,57.25,31648.0,31590.73,7868.27,3941.04,3330.5,118.0,9334.0,16.0,1132.25,3714.15,0.7,939.34,1027.94,5.04,163.5,38.5017204284668
2025-05-01,02:00,2444.22,69.3,67.38,30066.0,30319.26,7977.26,3615.79,3276.1,127.0,9289.0,16.0,1134.18,2856.95,0.8,940.04,918.29,4.35,163.5,38.5017204284668
2025-05-01,03:00,2300.01,65.21,63.4,29096.0,29254.81,7774.93,3316.47,3276.1,132.0,9296.0,16.0,1136.52,2463.75,0.8,940.39,733.85,4.5,163.5,38.5017204284668
2025-05-01,04:00,2227.01,63.14,61.39,28695.0,28835.79,7483.49,3071.5,3386.1,132.0,9296.0,16.0,1139.6,2461.75,0.8,934.4,745.84,4.81,163.5,38.5017204284668
2025-05-01,05:00,2274.01,64.47,62.69,28698.0,28710.79,7576.27,2918.91,3455.1,132.0,9296.0,16.0,1138.08,2323.65,0.7,933.75,752.4,4.43,163.5,38.5017204284668
2025-05-01,06:00,2374.01,67.31,65.44,29104.0,28545.15,7822.7,2815.81,3394.1,132.0,9296.0,16.0,1139.02,1972.05,1.5,936.64,851.43,4.4,163.5,38.5017204284668
2025-05-01,07:00,2407.99,68.27,66.38,29765.0,28853.22,8047.53,2610.19,3502.0,132.0,9296.0,16.0,1139.84,2074.25,1.4,944.45,919.3,5.66,164.6,38.5017204284668
2025-05-01,08:00,2080.0,58.97,57.34,30561.0,28976.41,8769.17,2426.31,3537.3,132.0,9121.0,16.0,1138.31,1672.25,1.4,950.28,990.95,71.84,149.6,38.5017204284668
2025-05-01,09:00,2080.0,58.97,57.34,32453.0,30038.08,9584.48,2181.51,3539.3,132.0,9123.0,18.3,1133.77,1900.65,0.6,976.41,996.1,301.86,150.1,38.5017204284668
2025-05-01,10:00,2666.9,75.61,73.52,34624.0,31434.22,10285.52,1931.83,3575.8,132.0,9126.0,20.4,1129.51,2472.35,0.5,966.89,1128.42,514.2,150.8,38.5017204284668
2025-05-01,11:00,2670.0,75.7,73.6,36175.0,32101.87,10846.05,1740.43,3643.5,132.0,9260.0,21.1,1122.64,2495.95,0.4,966.45,1135.32,588.33,149.7,38.5017204284668
2025-05-01,12:00,2670.0,75.7,73.6,36327.0,31846.82,10648.05,1664.38,3531.4,132.0,9261.0,22.0,1115.34,2729.75,0.4,962.02,985.21,651.77,143.5,38.5017204284668
2025-05-01,13:00,2674.01,75.81,73.71,37026.0,32314.6,10648.36,1684.56,3567.4,132.0,9260.0,21.8,1109.98,3238.95,0.3,952.31,951.14,603.9,143.9,38.5017204284668
2025-05-01,14:00,2488.89,70.56,68.61,37633.0,33043.37,10850.27,1659.0,3606.3,132.0,9259.0,20.4,1102.35,3708.45,0.3,966.19,1008.32,587.29,143.5,38.5017204284668
2025-05-01,15:00,2207.99,62.6,60.87,37775.0,33899.47,11182.55,1705.28,3619.2,132.0,9257.0,18.9,1093.59,4123.65,0.3,963.66,1177.42,482.92,143.0,38.5017204284668
2025-05-01,16:00,2488.32,70.55,68.59,38110.0,35624.32,12639.63,1751.71,3568.0,132.0,9291.0,17.0,1090.62,4542.25,0.3,962.96,1304.1,181.15,143.6,38.5017204284668
2025-05-01,17:00,2989.99,84.77,82.42,39307.0,37498.35,12917.58,1765.39,3596.6,132.0,9289.0,16.0,1097.42,6032.75,0.9,953.11,1538.24,16.76,142.6,38.5017204284668
2025-05-01,18:00,2988.0,84.72,82.37,39792.0,39383.29,13196.55,1779.28,3608.5,132.0,9318.9,16.0,1103.21,7452.35,0.0,951.79,1681.88,0.23,142.6,38.5017204284668
2025-05-01,19:00,2950.01,83.64,81.32,39264.0,38788.3,13131.1,1724.55,3683.5,132.0,9319.0,16.0,1110.74,7026.35,0.0,951.36,1550.86,0.24,142.6,38.5017204284668
2025-05-01,20:00,2777.78,78.76,76.57,38600.0,38223.84,13106.54,1717.08,3666.8,132.0,9317.0,16.0,1120.65,6637.55,0.0,947.11,1420.18,0.33,142.6,38.5017204284668
2025-05-01,21:00,2799.99,79.39,77.19,37651.0,37213.49,12871.59,1702.96,3637.5,132.0,9312.0,16.0,1126.34,6057.95,0.0,936.11,1278.04,0.4,142.6,38.5017204284668
2025-05-01,22:00,2449.98,69.46,67.54,36399.0,36357.88,11021.43,1632.33,3664.5,132.0,9245.0,16.0,1129.76,7338.65,0.0,939.28,1097.06,0.37,141.5,38.5017204284668
2025-05-01,23:00,2474.01,70.14,68.2,34652.0,34945.24,10668.12,1553.82,3690.0,132.0,9245.0,16.0,1134.24,6320.65,0.0,935.79,1107.84,0.28,141.5,38.5017204284668
2025-06-01,00:00,2726.67,77.31,75.16,34426.0,32967.99,10450.9,1465.66,3717.4,132.0,9247.0,16.0,1132.33,4581.95,0.0,950.95,1109.2,0.0,164.6,39.20848846435547
2025-06-01,01:00,2420.99,68.64,66.74,31908.0,30936.87,10052.72,1448.89,3704.3,132.0,9246.9,16.0,1134.95,3111.95,0.0,955.39,969.17,0.0,164.6,39.20848846435547
2025-06-01,02:00,2157.0,61.16,59.46,30275.0,29552.29,9562.13,1437.75,3636.0,132.0,9247.0,16.0,1136.79,2391.95,0.0,958.74,870.43,0.0,163.5,39.20848846435547
2025-06-01,03:00,2071.01,58.72,57.09,29612.0,28401.38,8853.54,1494.57,3484.0,132.0,9247.0,16.0,1140.32,2103.05,0.0,956.52,810.88,0.0,163.5,39.20848846435547
2025-06-01,04:00,2071.01,58.72,57.09,29624.0,28215.46,8743.61,1517.49,3391.0,132.0,9247.0,16.0,1142.8,2128.05,0.0,944.79,789.22,0.0,163.5,39.20848846435547
2025-06-01,05:00,2071.0,58.72,57.09,30136.0,28471.06,8819.45,1601.52,3511.0,132.0,9247.0,16.0,1144.18,2099.55,0.0,944.18,792.58,0.1,163.5,39.20848846435547
2025-06-01,06:00,2478.97,70.28,68.34,31712.0,30045.51,10382.66,1601.13,3507.0,132.0,9247.0,16.0,1146.52,2091.35,0.0,943.0,814.95,0.4,163.5,39.20848846435547
2025-06-01,07:00,2771.78,78.59,76.41,35522.0,33584.6,12892.85,1609.02,3574.7,132.0,9232.0,16.0,1145.94,2806.85,0.0,948.71,1060.48,2.55,163.5,39.20848846435547
2025-06-01,08:00,3000.0,85.06,82.7,41874.0,37471.65,14402.48,1675.72,3655.9,132.0,9233.0,16.0,1146.11,4411.25,0.0,965.71,1509.24,129.64,194.6,39.20848846435547
2025-06-01,09:00,3000.0,85.06,82.7,45543.0,39452.02,14821.71,1808.52,3755.69,132.0,9248.0,19.0,1141.27,5248.25,0.0,979.39,1529.91,543.48,224.8,39.20848846435547
2025-06-01,10:00,2990.0,84.77,82.42,47077.0,39467.84,14749.65,1970.62,3842.4,128.0,9248.0,24.9,1135.91,4859.85,0.0,973.13,1477.73,832.05,225.6,39.20848846435547
2025-06-01,11:00,2825.0,80.09,77.87,47803.0,39036.55,14519.0,1999.94,3878.69,132.0,9266.0,26.3,1130.14,4482.15,0.0,977.35,1361.7,1038.28,225.0,39.20848846435547
2025-06-01,12:00,2319.88,65.77,63.95,46604.0,36721.97,13295.33,1996.87,3903.69,132.0,9267.0,27.8,1120.74,3517.65,0.0,984.71,1130.28,1120.9,225.0,39.20848846435547
2025-06-01,13:00,2219.69,62.93,61.19,46295.0,36597.15,13149.44,1986.31,3886.0,128.0,9262.0,28.2,1113.98,3569.15,0.0,984.34,1137.27,1127.46,225.0,39.20848846435547
2025-06-01,14:00,2275.0,64.5,62.71,47079.0,37906.66,13976.87,2012.49,3879.6,128.0,9264.0,26.5,1104.15,4017.15,0.0,985.29,1178.04,1110.07,224.5,39.20848846435547
2025-06-01,15:00,2771.78,78.59,76.41,46903.0,39554.99,14732.33,1947.73,3871.2,128.0,9242.0,23.0,1097.39,4909.75,0.0,970.82,1443.28,965.19,224.3,39.20848846435547
2025-06-01,16:00,3000.0,85.06,82.7,47112.0,41499.22,14793.93,1922.23,3929.5,128.0,9282.0,18.0,1095.33,6847.45,0.0,970.01,1794.44,494.33,224.0,39.20848846435547
