Tarih;Saat;Toplam(MWh);Doğalgaz;Rüzgar;Linyit;Taş Kömür;İthal Kömür;Fueloil;Jeotermal;Barajlı;Nafta;Biyokütle;Akarsu;Gunes;Diğer
03.07.2025 20:00;20:00;45.369,28;10.960,85;8.617,13;4.082,10;270,00;9.415,50;0,40;733,34;7.935,28;0,00;977,46;2.110,08;31,24;235,90
03.07.2025 21:00;21:00;44.571,35;11.006,08;8.381,23;3.852,10;270,00;9.417,50;0,40;754,56;7.545,28;0,00;986,03;2.109,77;15,63;232,77
03.07.2025 22:00;22:00;43.955,18;10.868,19;8.128,49;3.867,10;270,00;9.415,77;0,40;781,65;7.516,82;0,00;974,83;1.883,39;15,86;232,68
03.07.2025 23:00;23:00;42.497,48;10.755,68;7.897,89;3.965,10;270,00;9.416,58;0,40;801,60;6.510,78;0,00;974,47;1.659,27;13,16;232,55
04.07.2025 00:00;00:00;40.108,89;9.573,44;7.489,07;3.863,60;270,00;9.410,57;0,00;842,11;5.828,38;0,00;967,11;1.611,06;15,59;237,96
04.07.2025 01:00;01:00;37.940,87;9.094,36;7.199,55;3.799,60;270,00;9.410,50;0,00;856,99;4.573,08;0,00;966,69;1.514,18;17,91;238,01
04.07.2025 02:00;02:00;36.574,44;8.593,65;6.905,13;3.799,60;270,00;9.411,78;0,00;871,68;4.108,78;0,00;963,77;1.394,40;17,67;237,98
04.07.2025 03:00;03:00;35.532,79;8.396,10;6.723,62;3.800,60;270,00;9.319,00;0,00;886,61;3.589,78;0,00;976,64;1.333,62;19,52;217,30
04.07.2025 04:00;04:00;34.395,86;6.988,84;6.674,00;3.850,60;270,00;9.322,00;0,00;897,79;3.850,48;0,00;963,36;1.325,97;36,93;215,89
04.07.2025 05:00;05:00;32.973,25;6.336,36;6.657,56;3.950,60;270,00;9.322,00;0,00;905,94;2.763,08;0,00;967,50;1.407,79;184,14;208,28
04.07.2025 06:00;06:00;33.035,66;5.159,22;6.776,82;4.140,30;270,00;9.320,00;0,00;908,35;2.187,58;0,00;961,49;1.299,57;1.784,55;227,78
04.07.2025 07:00;07:00;35.057,44;4.218,24;6.705,80;4.149,79;270,00;8.669,98;0,50;897,77;2.141,38;0,00;985,07;1.310,28;5.464,82;243,81
04.07.2025 08:00;08:00;40.275,67;4.251,81;6.746,40;3.996,40;270,00;8.680,70;1,30;873,74;3.378,18;0,00;1.001,60;1.626,47;9.182,32;266,75
04.07.2025 09:00;09:00;43.438,19;4.254,36;6.856,88;4.046,60;270,00;8.711,70;2,00;845,37;3.132,28;0,00;1.026,30;1.623,74;12.350,26;318,70
04.07.2025 10:00;10:00;45.245,45;4.194,27;6.998,62;4.049,19;270,00;8.719,70;2,70;818,66;2.712,08;0,00;1.047,38;1.508,08;14.568,84;355,93
04.07.2025 11:00;11:00;46.267,30;4.212,98;7.185,54;4.002,18;270,00;8.707,00;2,90;794,64;2.350,08;0,00;1.056,48;1.570,56;15.744,83;370,11
04.07.2025 12:00;12:00;45.529,63;4.201,69;7.387,79;3.805,50;270,00;8.277,00;3,50;772,06;2.140,28;0,00;1.069,51;1.174,39;16.053,58;374,33
04.07.2025 13:00;13:00;45.395,95;4.201,00;7.391,97;3.812,90;270,00;8.463,30;3,40;751,79;2.111,18;0,00;1.059,49;1.211,68;15.753,29;365,95
04.07.2025 14:00;14:00;46.682,24;4.498,20;7.848,37;3.897,30;270,00;8.708,00;2,30;732,71;3.045,18;0,00;1.061,88;1.417,54;14.853,89;346,87
04.07.2025 15:00;15:00;47.362,63;5.714,29;8.050,95;4.048,60;270,00;8.720,70;2,00;720,72;3.882,98;0,00;1.052,11;1.404,92;13.174,72;320,64
04.07.2025 16:00;16:00;47.145,92;7.215,10;8.396,66;4.067,40;270,00;8.702,70;0,60;713,20;4.349,38;0,00;1.039,23;1.505,22;10.607,85;278,58
04.07.2025 17:00;17:00;46.660,58;9.305,58;8.512,62;4.101,60;270,00;8.687,41;0,00;708,26;5.019,38;0,00;1.020,75;1.572,85;7.186,24;275,89
04.07.2025 18:00;18:00;45.093,80;10.369,07;8.690,69;4.055,95;270,00;8.869,36;0,00;716,69;5.989,48;0,00;1.003,15;1.574,85;3.289,52;265,04
04.07.2025 19:00;19:00;44.589,06;11.628,63;8.511,20;4.025,55;270,00;8.856,50;0,00;729,81;6.602,98;0,00;981,84;2.061,93;681,50;239,12
04.07.2025 20:00;20:00;45.410,42;11.842,42;8.278,71;4.025,35;270,00;8.855,50;0,00;750,11;7.778,38;0,00;979,22;2.364,66;31,57;234,50
04.07.2025 21:00;21:00;44.635,68;11.702,76;7.994,92;4.073,60;270,00;8.870,99;0,00;773,25;7.464,68;0,00;987,44;2.248,78;17,76;231,50
04.07.2025 22:00;22:00;44.127,94;11.658,80;7.547,60;4.077,60;270,00;8.872,21;0,00;796,25;7.664,78;0,00;986,41;2.004,08;18,71;231,50
04.07.2025 23:00;23:00;42.171,58;11.226,26;6.872,54;4.096,60;270,00;8.872,50;0,00;813,85;6.957,58;0,00;985,78;1.829,24;15,96;231,27
05.07.2025 00:00;00:00;39.200,94;10.384,29;6.467,67;4.138,10;270,00;8.825,50;5,00;826,44;5.327,98;0,00;980,18;1.757,56;17,06;201,16
05.07.2025 01:00;01:00;37.935,72;10.671,90;5.913,53;4.136,10;270,00;8.905,50;5,00;833,82;4.349,31;0,00;981,91;1.679,02;18,44;171,19
05.07.2025 02:00;02:00;36.307,40;10.305,53;5.398,79;4.132,10;270,00;8.984,50;5,00;849,48;3.578,62;0,00;981,37;1.613,08;17,77;171,16
05.07.2025 03:00;03:00;34.812,25;9.948,65;5.059,51;4.126,60;270,00;8.578,50;5,00;862,36;3.174,48;0,00;983,21;1.611,03;21,71;171,20
05.07.2025 04:00;04:00;34.039,64;9.837,93;4.830,16;4.072,35;270,00;8.580,50;5,00;870,94;2.818,18;0,00;984,69;1.577,67;39,01;153,21
05.07.2025 05:00;05:00;33.228,56;9.585,43;4.600,62;4.071,35;270,00;8.581,50;5,00;882,17;2.301,68;0,00;990,04;1.610,09;179,93;150,75
05.07.2025 06:00;06:00;32.960,08;8.335,09;4.446,94;4.074,55;270,00;8.782,50;10,90;888,48;1.761,18;0,00;996,69;1.472,65;1.753,63;167,47
05.07.2025 07:00;07:00;33.589,44;5.124,89;4.367,62;4.078,35;270,00;8.956,70;9,70;874,41;2.005,06;0,00;1.018,75;1.309,72;5.360,97;213,27
05.07.2025 08:00;08:00;38.220,42;5.547,42;4.154,24;4.098,35;270,00;8.956,50;25,50;853,26;2.184,68;0,00;1.041,90;1.625,70;9.195,73;267,14
05.07.2025 09:00;09:00;40.948,08;4.896,27;4.179,46;4.102,69;270,00;8.969,50;29,70;830,33;2.104,88;0,00;1.067,88;1.739,58;12.438,02;319,77
05.07.2025 10:00;10:00;42.749,36;4.393,04;4.381,25;4.078,50;270,00;9.122,50;30,90;807,08;1.993,58;0,00;1.074,00;1.662,11;14.580,31;356,09
05.07.2025 11:00;11:00;43.694,16;4.055,03;4.685,04;3.773,69;270,00;9.077,67;21,90;784,80;2.315,18;0,00;1.074,75;1.566,64;15.696,14;373,32
05.07.2025 12:00;12:00;43.432,55;4.054,72;5.019,71;3.737,60;270,00;8.299,67;22,20;756,97;2.302,48;0,00;1.076,86;1.417,88;16.096,87;377,59
05.07.2025 13:00;13:00;44.128,27;4.055,92;5.404,56;3.737,20;270,00;8.856,40;22,00;733,77;2.237,18;0,00;1.077,68;1.357,13;16.002,32;374,11
05.07.2025 14:00;14:00;44.593,53;4.206,42;5.869,58;3.753,00;270,00;8.554,30;21,00;709,37;3.185,08;0,00;1.070,89;1.329,04;15.264,55;360,30
05.07.2025 15:00;15:00;44.459,28;4.631,13;6.158,57;3.758,90;270,00;9.149,89;19,80;693,82;3.368,38;0,00;1.032,63;1.331,12;13.709,75;335,29
05.07.2025 16:00;16:00;43.696,35;5.786,10;6.431,28;3.767,20;270,00;9.252,50;27,00;683,48;3.573,58;0,00;1.027,18;1.474,01;11.113,57;290,45
05.07.2025 17:00;17:00;43.495,67;8.397,04;6.791,82;3.780,30;270,00;9.238,64;22,00;677,53;3.981,68;0,00;1.003,28;1.509,88;7.570,72;252,78
05.07.2025 18:00;18:00;43.848,09;11.370,97;6.841,92;3.732,60;270,00;9.433,44;13,00;688,16;5.085,08;0,00;989,19;1.770,47;3.445,74;207,52
05.07.2025 19:00;19:00;42.989,85;11.845,62;6.877,54;3.703,40;270,00;9.431,50;5,00;701,50;6.139,28;0,00;975,13;2.168,43;692,70;179,75
05.07.2025 20:00;20:00;43.810,46;11.899,79;6.831,23;3.697,10;270,00;9.430,50;5,00;725,21;7.393,98;0,00;969,23;2.379,29;34,56;174,57
05.07.2025 21:00;21:00;43.555,19;11.864,70;6.806,29;3.704,10;270,00;9.380,50;5,00;748,04;7.320,18;0,00;969,09;2.298,34;17,50;171,45
05.07.2025 22:00;22:00;43.017,11;11.808,06;6.518,79;3.713,10;270,00;9.380,50;5,00;772,30;7.193,46;0,00;967,22;2.199,58;17,66;171,44
05.07.2025 23:00;23:00;41.293,36;11.533,05;6.100,99;3.701,10;270,00;9.380,50;5,00;796,62;6.284,98;0,00;966,21;2.066,52;16,95;171,44
06.07.2025 00:00;00:00;38.771,86;10.765,65;5.549,31;3.688,60;145,00;9.436,50;5,50;834,14;5.373,28;0,00;964,14;1.814,51;16,90;178,33
06.07.2025 01:00;01:00;36.898,66;10.463,27;5.110,76;3.687,60;135,00;9.436,50;5,50;850,52;4.230,98;0,00;967,93;1.814,39;17,86;178,35
06.07.2025 02:00;02:00;35.292,56;10.196,23;4.666,63;3.697,60;135,00;9.436,50;5,50;869,78;3.443,08;0,00;966,90;1.702,26;15,76;157,32
06.07.2025 03:00;03:00;34.048,91;9.306,69;4.381,12;3.698,60;135,00;9.348,00;5,50;888,16;3.426,58;0,00;954,70;1.731,12;20,48;152,96
06.07.2025 04:00;04:00;33.255,48;8.942,07;4.186,48;3.698,60;135,00;9.348,00;5,50;902,14;3.168,58;0,00;953,43;1.723,00;38,89;153,79
06.07.2025 05:00;05:00;31.636,82;8.159,94;4.038,58;3.698,60;135,00;9.348,00;5,50;915,31;2.343,48;0,00;985,56;1.672,02;185,81;149,02
06.07.2025 06:00;06:00;30.624,25;5.674,53;4.055,11;3.669,19;135,00;9.349,00;11,40;919,08;2.219,78;0,00;966,00;1.679,66;1.776,83;168,67
06.07.2025 07:00;07:00;30.911,21;3.163,80;4.020,12;3.620,10;122,00;8.366,38;10,20;904,41;2.229,28;0,00;1.000,46;1.572,04;5.684,21;218,21
06.07.2025 08:00;08:00;33.080,32;2.359,30;3.918,38;3.564,50;122,00;6.412,50;19,00;879,36;3.294,48;0,00;998,99;1.425,09;9.807,44;279,28
06.07.2025 09:00;09:00;34.596,17;2.183,56;3.811,21;3.524,40;122,00;4.877,64;21,20;855,93;3.340,38;0,00;1.012,62;1.321,09;13.191,36;334,78
06.07.2025 10:00;10:00;36.389,57;2.185,86;3.877,34;3.461,60;122,00;4.469,50;22,40;824,08;3.324,78;0,00;1.034,52;1.186,08;15.508,17;373,24
06.07.2025 11:00;11:00;37.900,09;2.205,36;3.972,97;3.406,20;122,00;4.468,13;22,30;800,00;3.632,48;0,00;1.057,52;1.198,14;16.621,44;393,55
06.07.2025 12:00;12:00;37.988,46;2.211,96;4.048,97;3.410,60;122,00;4.471,50;22,70;771,87;3.607,28;0,00;1.072,58;1.002,34;16.848,38;398,28
06.07.2025 13:00;13:00;38.245,09;2.235,56;4.357,58;3.449,90;122,00;4.471,50;22,60;748,37;3.599,98;0,00;1.051,35;1.156,88;16.635,05;394,32
06.07.2025 14:00;14:00;38.195,24;2.385,26;4.744,86;3.480,00;122,00;4.754,50;21,70;726,57;3.675,98;0,00;1.037,34;1.118,48;15.747,54;381,01
06.07.2025 15:00;15:00;38.456,24;2.570,96;5.113,08;3.580,59;122,00;6.208,50;20,50;712,32;3.507,98;0,00;1.033,69;1.219,51;14.015,42;351,69
06.07.2025 16:00;16:00;38.947,83;2.871,69;5.509,73;3.579,59;122,00;8.199,57;18,70;700,08;4.064,98;0,00;1.023,23;1.226,92;11.324,21;307,13
06.07.2025 17:00;17:00;39.378,73;4.780,60;5.716,75;3.759,59;135,00;9.103,24;13,50;696,43;4.864,38;0,00;998,15;1.324,80;7.743,46;242,83
06.07.2025 18:00;18:00;40.003,99;9.057,16;5.722,85;3.971,00;135,00;9.396,70;13,50;702,66;4.634,58;0,00;985,85;1.669,28;3.511,31;204,10
06.07.2025 19:00;19:00;40.246,94;10.851,32;5.626,06;3.936,09;135,00;9.394,70;5,50;716,20;5.671,58;0,00;996,29;2.037,98;696,15;180,07
06.07.2025 20:00;20:00;40.895,37;10.892,00;5.523,32;3.969,50;135,00;9.393,70;5,50;738,11;6.820,78;0,00;992,54;2.204,03;36,15;184,74
06.07.2025 21:00;21:00;40.513,50;10.870,30;5.378,80;3.990,50;135,00;9.424,50;5,50;765,34;6.695,78;0,00;965,04;2.076,06;20,29;186,39
06.07.2025 22:00;22:00;40.388,40;10.878,79;5.066,82;4.000,50;135,00;9.424,50;5,50;785,80;6.971,48;0,00;965,61;1.938,91;19,09;196,40
06.07.2025 23:00;23:00;39.206,57;10.800,34;4.539,52;4.132,00;135,00;9.424,50;5,50;811,62;6.414,68;0,00;963,41;1.761,14;17,49;201,37
07.07.2025 00:00;00:00;37.841,58;10.802,71;3.914,61;4.004,50;135,00;9.424,50;5,00;849,14;5.738,47;0,00;943,62;1.761,55;19,13;243,35
07.07.2025 01:00;01:00;35.752,31;10.574,76;3.447,67;3.990,50;135,00;9.424,50;5,00;866,12;4.405,17;0,00;926,86;1.679,70;18,75;278,28
07.07.2025 02:00;02:00;34.120,05;9.761,01;3.187,02;4.022,50;135,00;9.424,50;5,00;884,88;3.904,37;0,00;943,56;1.569,63;15,33;267,25
07.07.2025 03:00;03:00;33.407,73;9.955,26;2.972,90;4.022,50;135,00;9.440,50;5,00;898,16;3.218,87;0,00;945,65;1.527,90;18,11;267,88
07.07.2025 04:00;04:00;32.586,71;9.520,25;2.828,25;4.022,50;135,00;9.440,50;5,00;911,44;2.979,47;0,00;941,55;1.493,76;35,28;273,71
07.07.2025 05:00;05:00;31.346,34;9.007,59;2.749,70;4.046,50;135,00;9.440,50;5,00;925,27;2.203,17;0,00;942,05;1.430,19;180,64;280,73
07.07.2025 06:00;06:00;31.149,86;7.663,02;2.725,29;4.086,50;135,00;9.434,50;1,90;925,68;1.956,97;0,00;956,08;1.288,83;1.684,07;292,02
07.07.2025 07:00;07:00;33.941,02;7.062,81;2.720,10;4.137,80;135,00;9.183,50;9,70;908,01;1.986,07;0,00;980,24;1.262,87;5.247,06;307,86
07.07.2025 08:00;08:00;40.113,67;8.205,64;2.696,47;4.207,30;135,00;9.469,50;25,50;881,16;2.557,97;0,00;1.002,94;1.580,14;9.020,06;331,99
07.07.2025 09:00;09:00;43.727,67;8.279,73;2.654,32;4.261,40;135,00;9.482,50;29,70;850,93;2.745,47;0,00;1.030,79;1.683,05;12.189,72;385,06
07.07.2025 10:00;10:00;46.188,65;8.661,85;2.714,37;4.300,89;135,00;9.490,50;30,90;823,78;2.668,17;0,00;1.049,12;1.499,15;14.391,96;422,96
07.07.2025 11:00;11:00;47.282,48;8.081,88;2.792,42;4.344,60;135,00;9.418,50;30,80;796,40;3.280,17;0,00;1.050,88;1.397,61;15.514,29;439,93
07.07.2025 12:00;12:00;46.707,75;7.241,32;2.917,16;4.331,80;135,00;9.412,50;22,20;766,97;3.186,17;0,00;1.058,60;1.285,18;15.903,08;447,77
07.07.2025 13:00;13:00;47.848,97;8.306,37;3.144,73;4.329,50;135,00;9.418,50;31,10;741,57;3.318,07;0,00;1.045,51;1.299,71;15.637,72;441,19
07.07.2025 14:00;14:00;48.767,56;9.304,37;3.502,24;4.325,70;135,00;9.407,50;30,20;718,87;3.735,50;0,00;1.049,25;1.372,64;14.761,43;424,86
07.07.2025 15:00;15:00;49.059,44;10.600,22;3.681,95;4.303,19;135,00;9.452,50;29,00;705,72;4.271,37;0,00;1.041,33;1.386,65;13.033,99;418,52
07.07.2025 16:00;16:00;49.136,87;11.854,31;3.962,36;4.329,50;135,00;9.449,50;27,20;699,28;5.356,57;0,00;1.025,88;1.543,34;10.401,62;352,31
07.07.2025 17:00;17:00;47.667,37;13.003,82;4.043,62;4.313,80;135,00;9.435,50;22,00;698,03;6.098,07;0,00;989,96;1.645,83;6.967,83;313,91
07.07.2025 18:00;18:00;45.709,68;13.759,43;3.996,90;4.278,20;135,00;9.427,50;13,00;703,66;7.167,37;0,00;965,92;1.800,58;3.146,12;316,00
07.07.2025 19:00;19:00;43.856,83;13.900,40;3.894,44;4.260,00;135,00;9.425,50;5,00;723,70;7.567,87;0,00;950,12;2.072,41;617,49;304,90
07.07.2025 20:00;20:00;43.976,38;14.008,91;3.778,79;4.222,60;135,00;9.424,50;5,00;747,51;8.074,47;0,00;967,55;2.281,87;30,77;299,41
07.07.2025 21:00;21:00;43.448,02;13.865,33;3.449,05;4.078,60;135,00;9.424,50;5,00;774,34;8.176,07;0,00;967,88;2.261,54;14,41;296,30
07.07.2025 22:00;22:00;43.196,18;13.927,53;3.031,92;4.131,60;135,00;9.424,50;5,00;802,10;8.389,17;0,00;985,42;2.052,33;15,29;296,32
07.07.2025 23:00;23:00;42.780,48;13.940,97;2.679,62;4.345,60;135,00;9.424,50;5,00;825,52;8.189,17;0,00;998,57;1.925,97;14,26;296,30
08.07.2025 00:00;00:00;41.035,32;14.150,28;2.242,10;4.392,50;137,00;9.379,65;5,30;871,69;6.985,57;0,00;976,41;1.606,24;12,31;276,27
08.07.2025 01:00;01:00;38.887,68;14.156,81;1.916,51;4.278,50;137,00;9.243,50;5,30;884,94;5.443,97;0,00;973,48;1.529,64;11,87;306,16
08.07.2025 02:00;02:00;37.654,63;14.022,60;1.688,24;4.282,50;137,00;9.254,01;5,30;903,27;4.658,55;0,00;964,36;1.420,48;12,16;306,16
08.07.2025 03:00;03:00;36.769,97;13.661,21;1.476,06;4.281,50;137,00;9.318,50;5,30;914,55;4.258,77;0,00;957,98;1.437,24;15,67;306,19
08.07.2025 04:00;04:00;36.141,61;13.545,19;1.381,82;4.302,00;137,00;9.318,50;5,30;929,20;3.899,37;0,00;935,50;1.347,44;31,19;309,10
08.07.2025 05:00;05:00;34.735,83;13.291,54;1.395,11;4.297,30;137,00;9.258,50;5,30;939,96;2.673,67;0,00;940,45;1.315,65;170,41;310,94
08.07.2025 06:00;06:00;34.774,92;12.407,15;1.442,88;4.221,95;137,00;9.299,50;10,50;947,06;2.077,47;0,00;947,34;1.308,26;1.667,76;308,05
08.07.2025 07:00;07:00;36.789,65;10.898,97;1.541,80;4.232,20;137,00;9.321,50;19,60;931,65;2.008,97;0,00;970,55;1.187,11;5.228,40;311,90
08.07.2025 08:00;08:00;42.203,43;10.696,52;1.629,29;4.248,30;137,00;9.340,50;28,20;893,97;3.408,57;0,00;990,88;1.523,71;8.981,83;324,66
08.07.2025 09:00;09:00;45.665,04;10.595,31;1.731,76;4.233,40;137,00;9.393,50;30,80;854,57;3.654,87;0,00;1.034,23;1.508,02;12.115,64;375,94
08.07.2025 10:00;10:00;47.665,12;10.477,69;1.837,13;4.201,40;137,00;9.447,50;31,90;800,36;3.574,17;0,00;1.026,58;1.387,06;14.332,20;412,13
08.07.2025 11:00;11:00;49.251,13;10.435,42;1.994,61;4.369,69;137,00;9.460,79;32,00;772,49;3.698,17;0,00;1.045,89;1.364,60;15.510,62;429,85
08.07.2025 12:00;12:00;48.172,77;9.051,13;2.161,97;4.364,69;137,00;9.455,50;23,20;741,10;3.624,07;0,00;1.058,95;1.257,76;15.860,99;436,41
08.07.2025 13:00;13:00;49.421,65;10.509,26;2.453,91;4.340,00;137,00;9.461,50;32,60;710,30;3.598,77;0,00;1.035,83;1.231,04;15.482,82;428,62
08.07.2025 14:00;14:00;50.351,82;11.342,74;2.736,34;4.072,19;137,00;9.459,50;31,40;709,61;4.522,47;0,00;1.032,90;1.325,66;14.548,71;433,30
08.07.2025 15:00;15:00;49.719,33;11.577,34;3.056,34;4.069,80;137,00;9.441,50;30,20;701,54;5.054,69;0,00;1.010,29;1.293,66;12.933,67;413,30
08.07.2025 16:00;16:00;49.097,10;12.572,02;3.217,15;4.010,85;137,00;9.423,50;28,80;695,20;5.860,17;0,00;995,70;1.402,97;10.393,08;360,66
08.07.2025 17:00;17:00;47.519,87;13.348,71;3.274,58;4.023,25;137,00;9.410,50;23,90;700,56;6.656,47;0,00;972,21;1.626,29;7.003,98;342,42
08.07.2025 18:00;18:00;44.787,12;13.676,78;3.073,61;4.078,63;137,00;9.402,50;15,40;711,98;7.476,27;0,00;958,35;1.764,43;3.160,60;331,57
08.07.2025 19:00;19:00;42.900,65;13.847,70;2.926,63;4.105,43;137,00;9.400,50;5,30;732,66;7.750,37;0,00;947,74;2.096,44;637,20;313,68
08.07.2025 20:00;20:00;43.666,31;13.985,20;2.694,39;4.154,01;137,00;9.400,50;5,30;756,99;8.962,97;0,00;947,44;2.285,27;28,11;309,13
08.07.2025 21:00;21:00;43.071,94;14.143,91;2.468,08;4.195,07;137,00;9.400,50;5,30;786,93;8.405,57;0,00;947,29;2.262,64;12,12;307,53
08.07.2025 22:00;22:00;42.917,63;14.356,74;2.096,21;4.220,05;137,00;9.400,50;5,30;812,94;8.564,77;0,00;941,76;2.064,56;9,21;308,59
08.07.2025 23:00;23:00;42.935,38;14.832,40;1.918,74;4.264,01;137,00;9.400,50;5,30;834,73;8.388,17;0,00;949,03;1.882,59;9,81;313,10
09.07.2025 00:00;00:00;40.644,88;14.964,87;1.731,92;4.135,10;137,00;9.384,50;5,30;871,28;6.567,12;0,00;913,37;1.605,05;11,38;317,99
09.07.2025 01:00;01:00;39.501,54;15.062,84;1.624,83;4.166,10;137,00;9.385,66;5,30;885,49;5.407,12;0,00;913,34;1.592,07;11,37;310,42
09.07.2025 02:00;02:00;38.375,62;14.992,14;1.613,52;4.216,30;137,00;9.384,97;5,30;903,81;4.294,87;0,00;910,10;1.595,79;10,91;310,91
09.07.2025 03:00;03:00;37.246,32;14.898,97;1.588,55;4.201,10;137,00;9.414,50;5,30;918,68;3.477,82;0,00;910,19;1.369,42;13,86;310,93
09.07.2025 04:00;04:00;36.724,06;14.713,09;1.550,47;4.203,10;137,00;9.414,50;5,30;931,69;3.196,82;0,00;910,21;1.325,38;30,06;306,44
09.07.2025 05:00;05:00;35.428,75;14.006,04;1.534,54;4.225,10;137,00;9.414,50;5,30;939,65;2.516,27;0,00;905,24;1.272,49;164,37;308,25
09.07.2025 06:00;06:00;35.509,92;12.507,20;1.571,22;4.228,80;137,00;9.415,50;10,50;946,61;2.516,52;0,00;909,82;1.259,50;1.680,43;326,82
09.07.2025 07:00;07:00;37.679,29;11.056,63;1.667,26;4.226,50;137,00;9.397,50;19,60;930,08;2.431,02;0,00;929,48;1.226,08;5.320,97;337,17
09.07.2025 08:00;08:00;43.624,18;11.893,02;1.809,99;4.253,10;137,00;9.406,50;28,20;889,55;3.394,57;0,00;971,16;1.380,62;9.110,31;350,16
09.07.2025 09:00;09:00;46.808,77;11.356,94;1.924,70;4.250,00;223,70;9.419,50;30,80;849,88;3.645,32;0,00;995,24;1.440,11;12.269,41;403,17
09.07.2025 10:00;10:00;49.294,99;11.494,84;2.077,90;4.162,00;180,00;9.427,50;31,90;814,23;3.855,12;0,00;1.008,20;1.305,67;14.497,19;440,44
09.07.2025 11:00;11:00;50.389,33;10.856,18;2.385,19;4.147,00;137,00;9.429,50;32,00;776,21;4.255,37;0,00;983,32;1.299,20;15.631,35;457,01
09.07.2025 12:00;12:00;50.193,96;10.104,71;2.781,14;4.161,00;137,00;9.430,50;32,20;753,47;4.128,82;0,00;985,18;1.195,29;16.020,25;464,40
09.07.2025 13:00;13:00;51.211,72;10.963,11;3.184,54;4.149,50;134,00;9.430,50;32,60;719,41;4.146,82;0,00;980,79;1.261,36;15.752,28;456,81
