Tarih;Saat;Toplam(MWh);Doğalgaz;Rüzgar;Linyit;Taş Kömür;İthal Kömür;Fueloil;Jeotermal;Barajlı;Nafta;Biyokütle;Akarsu;Gunes;Diğer
21.01.2025 03:00;03:00;30.889,46;10.503,61;2.306,00;3.518,00;266,00;9.154,00;21,60;1.155,50;1.863,04;0,00;998,73;859,88;0,00;243,10
21.01.2025 04:00;04:00;30.878,59;10.535,45;2.235,40;3.538,00;266,00;9.435,00;21,60;1.157,33;1.593,04;0,00;999,46;855,51;0,00;241,80
21.01.2025 05:00;05:00;31.234,64;10.842,78;2.191,85;3.598,00;266,00;9.435,00;21,60;1.158,48;1.593,04;0,00;1.001,13;884,86;0,10;241,80
21.01.2025 06:00;06:00;32.272,50;11.740,51;2.154,15;3.639,50;266,00;9.433,90;21,60;1.159,35;1.627,64;0,00;1.003,72;983,93;0,40;241,80
21.01.2025 07:00;07:00;35.129,61;12.810,36;2.202,15;3.634,50;266,00;9.435,00;21,60;1.158,08;3.036,54;0,00;1.009,38;1.307,94;6,26;241,80
21.01.2025 08:00;08:00;38.762,28;14.129,10;2.303,24;3.701,20;266,00;9.435,90;22,60;1.157,91;4.442,34;0,00;1.017,43;1.761,07;263,69;261,80
21.01.2025 09:00;09:00;40.673,14;14.072,68;2.451,13;3.696,50;266,00;9.454,00;25,50;1.135,52;5.581,54;0,00;1.025,79;1.688,29;1.006,29;269,90
21.01.2025 10:00;10:00;39.566,02;13.961,79;2.422,94;3.662,40;270,00;9.462,00;26,70;1.127,21;4.303,34;0,00;1.036,37;1.567,89;1.461,88;263,50
21.01.2025 11:00;11:00;38.445,93;13.683,43;2.408,97;3.616,25;270,00;9.485,00;26,60;1.113,99;3.762,84;0,00;1.040,53;1.265,06;1.509,26;264,00
21.01.2025 12:00;12:00;36.260,46;11.597,67;2.371,41;3.620,85;270,00;9.486,00;25,40;1.116,25;3.736,44;0,00;1.055,04;1.242,16;1.474,74;264,50
21.01.2025 13:00;13:00;36.526,38;12.350,28;2.298,02;3.689,19;270,00;9.481,00;24,60;1.102,95;3.382,44;0,00;1.043,72;1.204,40;1.414,78;265,00
21.01.2025 14:00;14:00;37.804,36;13.711,51;2.224,46;3.678,00;270,00;9.479,00;24,00;1.091,97;3.483,44;0,00;1.044,75;1.237,49;1.295,24;264,50
21.01.2025 15:00;15:00;39.532,59;14.986,80;2.111,84;3.661,80;270,00;9.449,90;23,50;1.080,89;4.300,24;0,00;1.033,90;1.333,94;1.016,28;263,50
21.01.2025 16:00;16:00;41.907,71;15.397,78;2.036,13;3.702,50;270,00;9.437,00;22,80;1.078,06;6.312,74;0,00;1.027,36;1.774,52;586,22;262,60
21.01.2025 17:00;17:00;43.622,27;15.416,58;1.978,91;3.683,00;270,00;9.430,00;21,60;1.081,75;8.398,74;0,00;1.030,67;1.980,92;67,60;262,50
21.01.2025 18:00;18:00;44.225,84;15.720,88;1.928,65;3.677,50;270,00;9.429,00;21,60;1.089,09;8.776,24;0,00;1.021,32;2.029,05;0,01;262,50
21.01.2025 19:00;19:00;43.725,36;15.712,73;2.061,45;3.786,50;270,00;9.430,00;21,60;1.101,00;8.198,64;0,00;1.023,41;1.855,23;0,00;264,80
21.01.2025 20:00;20:00;42.734,07;15.727,00;2.154,74;3.741,70;270,00;9.430,00;21,60;1.112,77;7.315,24;0,00;1.019,72;1.674,10;0,00;267,20
21.01.2025 21:00;21:00;41.478,81;15.306,17;2.283,79;3.729,80;270,00;9.434,00;21,60;1.123,58;6.321,64;0,00;1.025,36;1.695,67;0,00;267,20
21.01.2025 22:00;22:00;40.151,24;13.182,23;2.505,20;3.736,50;270,00;9.434,00;21,60;1.131,06;7.184,24;0,00;1.010,01;1.407,20;0,00;269,20
21.01.2025 23:00;23:00;38.337,49;11.887,71;2.736,86;3.741,90;270,00;9.434,00;21,60;1.136,67;6.543,84;0,00;1.010,27;1.283,44;0,00;271,20
22.01.2025 00:00;00:00;36.551,22;10.900,08;3.014,27;3.718,50;270,00;9.430,00;17,60;1.137,91;5.701,94;0,00;1.003,34;1.086,48;0,00;271,10
22.01.2025 01:00;01:00;34.601,41;10.438,05;3.077,11;3.702,50;270,00;9.430,00;17,60;1.138,77;4.329,94;0,00;988,87;957,47;0,00;251,10
22.01.2025 02:00;02:00;33.145,03;9.978,79;3.134,52;3.681,00;270,00;9.432,00;17,60;1.144,29;3.376,24;0,00;1.000,47;862,82;0,00;247,30
22.01.2025 03:00;03:00;31.713,08;9.701,21;3.134,07;3.684,10;270,00;9.437,00;17,60;1.145,19;2.235,74;0,00;1.001,63;843,04;0,00;243,50
22.01.2025 04:00;04:00;31.222,68;9.639,11;3.082,72;3.593,00;270,00;9.387,00;17,60;1.146,47;2.004,74;0,00;1.001,50;837,04;0,00;243,50
22.01.2025 05:00;05:00;31.519,68;9.860,11;2.956,85;3.582,00;270,00;9.412,00;17,60;1.151,40;2.111,74;0,00;998,38;916,10;0,00;243,50
22.01.2025 06:00;06:00;32.726,23;11.442,66;2.722,75;3.606,50;270,00;9.422,00;17,60;1.153,11;1.962,24;0,00;987,15;878,57;0,15;263,50
22.01.2025 07:00;07:00;35.534,87;13.143,69;2.569,72;3.637,60;270,00;9.402,90;17,60;1.129,80;2.966,24;0,00;1.005,42;1.114,38;6,42;271,10
22.01.2025 08:00;08:00;40.061,91;15.683,80;2.486,69;3.599,18;270,00;9.408,00;18,60;1.118,70;4.572,14;0,00;1.017,12;1.492,72;123,86;271,10
22.01.2025 09:00;09:00;41.769,42;15.864,24;2.511,89;3.658,60;270,00;9.410,00;19,10;1.113,78;5.751,34;0,00;1.026,98;1.523,57;348,82;271,10
22.01.2025 10:00;10:00;41.840,79;15.940,44;2.426,71;3.673,40;270,00;9.429,00;19,70;1.116,52;5.695,54;0,00;1.025,29;1.499,84;473,15;271,20
22.01.2025 11:00;11:00;40.711,68;15.607,68;2.276,94;3.666,09;270,00;9.445,00;20,10;1.107,69;5.222,24;0,00;1.043,28;1.287,49;493,97;271,20
22.01.2025 12:00;12:00;39.005,82;15.366,24;2.210,74;3.589,50;270,00;9.446,00;20,40;1.093,83;3.934,34;0,00;1.051,06;1.247,71;504,80;271,20
22.01.2025 13:00;13:00;39.247,06;15.352,96;2.090,44;3.496,60;270,00;9.445,00;20,30;1.083,47;4.370,34;0,00;1.057,83;1.280,69;508,23;271,20
22.01.2025 14:00;14:00;40.018,33;15.552,34;1.929,33;3.566,09;270,00;9.444,00;20,00;1.070,06;5.178,04;0,00;1.053,96;1.234,39;428,92;271,20
22.01.2025 15:00;15:00;40.541,44;15.213,79;1.820,70;3.571,30;270,00;9.428,00;19,50;1.062,39;6.140,14;0,00;1.052,17;1.392,42;299,83;271,20
22.01.2025 16:00;16:00;41.536,40;15.299,55;1.621,16;3.490,90;270,00;9.420,00;18,80;1.062,61;7.223,24;0,00;1.049,78;1.686,87;122,29;271,20
22.01.2025 17:00;17:00;43.049,78;15.338,49;1.527,92;3.494,90;270,00;9.418,00;17,60;1.064,08;8.631,84;0,00;1.043,09;1.952,24;20,42;271,20
22.01.2025 18:00;18:00;43.655,50;15.549,13;1.500,52;3.496,90;270,00;9.434,00;17,60;1.073,88;9.053,84;0,00;1.048,13;1.943,19;0,11;268,20
22.01.2025 19:00;19:00;42.919,98;15.572,14;1.480,74;3.476,50;270,00;9.434,00;17,60;1.084,22;8.586,54;0,00;1.042,82;1.690,22;0,00;265,20
22.01.2025 20:00;20:00;42.091,52;15.867,09;1.474,86;3.420,50;270,00;9.434,00;17,60;1.095,40;7.620,44;0,00;1.016,47;1.612,66;0,00;262,50
22.01.2025 21:00;21:00;40.740,67;15.591,90;1.473,18;3.443,50;270,00;9.434,00;17,60;1.105,50;6.608,04;0,00;1.013,42;1.521,03;0,00;262,50
22.01.2025 22:00;22:00;39.864,67;13.621,13;1.430,72;3.468,10;270,00;9.432,00;17,60;1.112,12;7.880,04;0,00;1.007,73;1.362,73;0,00;262,50
22.01.2025 23:00;23:00;38.232,27;12.709,09;1.494,78;3.522,00;270,00;9.432,00;17,60;1.114,94;7.187,94;0,00;1.007,44;1.213,98;0,00;262,50
23.01.2025 00:00;00:00;35.838,88;11.609,03;1.369,90;3.615,50;270,00;9.432,00;14,50;1.115,65;6.048,44;0,00;977,67;1.157,09;0,00;229,10
23.01.2025 01:00;01:00;33.915,28;11.437,25;1.353,87;3.616,50;270,00;9.432,00;14,50;1.117,97;4.414,54;0,00;978,42;1.071,63;0,00;208,60
23.01.2025 02:00;02:00;32.726,98;11.157,17;1.305,52;3.676,00;270,00;9.429,50;14,50;1.121,98;3.462,14;0,00;980,13;1.105,74;0,00;204,30
23.01.2025 03:00;03:00;31.819,37;11.076,85;1.273,94;3.693,00;270,00;9.403,50;14,50;1.124,81;2.864,14;0,00;979,88;918,25;0,00;200,50
23.01.2025 04:00;04:00;31.650,44;11.064,86;1.279,16;3.662,00;270,00;9.413,50;14,50;1.127,42;2.689,14;0,00;976,78;952,58;0,00;200,50
23.01.2025 05:00;05:00;32.050,14;11.607,81;1.209,32;3.678,00;270,00;9.434,50;14,50;1.130,87;2.587,24;0,00;975,99;941,41;0,00;200,50
23.01.2025 06:00;06:00;32.984,16;12.531,91;1.200,43;3.719,50;270,00;9.434,50;14,50;1.134,30;2.490,74;0,00;976,78;991,00;0,00;220,50
23.01.2025 07:00;07:00;35.072,79;13.531,53;1.183,31;3.648,50;270,00;9.430,50;14,50;1.135,70;3.477,14;0,00;986,04;1.165,17;1,80;228,60
23.01.2025 08:00;08:00;39.479,14;15.656,65;1.207,64;3.625,10;270,00;9.430,50;15,50;1.130,31;5.257,64;0,00;998,17;1.577,67;81,36;228,60
23.01.2025 09:00;09:00;40.765,96;15.615,35;1.293,49;3.634,80;270,00;9.435,00;16,00;1.128,36;6.126,84;0,00;1.007,56;1.645,33;365,13;228,10
23.01.2025 10:00;10:00;40.597,27;15.664,70;1.369,74;3.643,80;270,00;9.445,00;19,60;1.121,08;5.708,64;0,00;1.007,10;1.560,20;559,31;228,10
23.01.2025 11:00;11:00;40.630,40;15.723,06;1.446,51;3.655,30;270,00;9.427,00;40,00;1.112,81;5.586,94;0,00;997,59;1.451,79;691,30;228,10
23.01.2025 12:00;12:00;39.082,55;15.488,74;1.499,62;3.603,84;270,00;9.428,00;40,20;1.102,88;4.342,74;0,00;989,54;1.313,86;745,03;258,10
23.01.2025 13:00;13:00;39.257,32;15.373,59;1.565,95;3.647,00;270,00;9.427,90;40,20;1.091,11;4.507,64;0,00;991,13;1.249,60;810,10;283,10
23.01.2025 14:00;14:00;40.089,64;15.423,22;1.620,14;3.757,90;270,00;9.428,00;29,90;1.081,64;5.020,04;0,00;990,58;1.442,75;741,87;283,60
23.01.2025 15:00;15:00;40.993,78;15.660,58;1.592,87;3.650,19;270,00;9.441,00;29,40;1.071,99;5.908,74;0,00;984,07;1.404,41;696,93;283,60
23.01.2025 16:00;16:00;42.068,28;15.470,13;1.507,06;3.680,40;270,00;9.433,00;31,70;1.068,19;7.076,04;0,00;987,35;1.750,72;510,09;283,60
23.01.2025 17:00;17:00;43.310,26;15.395,27;1.368,71;3.689,80;270,00;9.430,00;22,50;1.072,16;8.696,54;0,00;976,79;2.012,84;92,05;283,60
23.01.2025 18:00;18:00;43.643,54;15.659,96;1.368,25;3.693,50;270,00;9.429,00;22,50;1.081,32;8.970,84;0,00;974,69;1.890,07;0,31;283,10
23.01.2025 19:00;19:00;43.382,96;15.876,54;1.443,10;3.723,50;270,00;9.429,00;17,50;1.092,64;8.589,34;0,00;974,55;1.683,69;0,00;283,10
23.01.2025 20:00;20:00;42.735,24;15.877,87;1.545,98;3.748,50;270,00;9.429,00;17,50;1.101,14;7.878,44;0,00;973,10;1.610,11;0,00;283,60
23.01.2025 21:00;21:00;41.527,91;15.303,12;1.708,59;3.726,50;270,00;9.429,00;17,50;1.109,80;7.193,04;0,00;972,83;1.513,93;0,00;283,60
23.01.2025 22:00;22:00;39.957,54;13.118,61;1.920,04;3.694,50;270,00;9.433,00;17,50;1.115,86;7.723,94;0,00;967,01;1.413,48;0,00;283,60
23.01.2025 23:00;23:00;38.280,21;12.059,24;2.129,45;3.711,50;270,00;9.433,00;17,50;1.144,37;6.981,24;0,00;966,95;1.283,36;0,00;283,60
24.01.2025 00:00;00:00;35.913,01;12.079,73;2.283,39;3.712,60;261,00;9.441,00;20,30;1.147,71;4.608,84;0,00;970,23;1.117,11;0,00;271,10
24.01.2025 01:00;01:00;33.961,99;11.409,64;2.485,92;3.705,60;261,00;9.441,00;20,30;1.150,61;3.261,46;0,00;979,97;995,89;0,00;250,60
24.01.2025 02:00;02:00;32.339,61;10.834,97;2.642,30;3.717,60;261,00;9.439,00;20,30;1.153,18;2.098,84;0,00;982,92;943,20;0,00;246,30
24.01.2025 03:00;03:00;31.239,68;10.494,79;2.700,40;3.647,10;261,00;9.430,00;20,30;1.156,41;1.460,84;0,00;981,27;845,07;0,00;242,50
24.01.2025 04:00;04:00;30.933,18;10.286,22;2.724,91;3.647,10;261,00;9.430,00;20,30;1.158,40;1.349,84;0,00;978,47;834,44;0,00;242,50
24.01.2025 05:00;05:00;31.227,40;10.507,20;2.711,83;3.689,80;261,00;9.429,90;20,30;1.162,78;1.338,24;0,00;979,99;883,86;0,00;242,50
24.01.2025 06:00;06:00;32.517,58;11.449,37;2.756,52;3.802,60;261,00;9.430,00;20,30;1.164,77;1.408,74;0,00;980,38;981,30;0,10;262,50
24.01.2025 07:00;07:00;34.870,63;12.714,50;2.743,48;3.805,60;261,00;9.431,00;20,30;1.165,09;2.274,24;0,00;990,43;1.191,95;2,44;270,60
24.01.2025 08:00;08:00;38.898,35;13.937,70;2.755,07;3.706,20;261,00;9.432,00;21,30;1.159,35;4.584,94;0,00;1.001,48;1.607,90;160,61;270,80
24.01.2025 09:00;09:00;40.463,70;14.021,35;2.877,59;3.729,50;261,00;9.449,00;21,60;1.151,53;5.251,74;0,00;1.012,48;1.653,90;762,91;271,10
24.01.2025 10:00;10:00;39.909,75;13.933,91;2.941,52;3.739,10;261,00;9.465,00;22,30;1.146,29;4.369,74;0,00;1.020,46;1.605,78;1.133,05;271,60
24.01.2025 11:00;11:00;38.376,57;13.630,88;2.729,22;3.745,69;261,00;9.473,00;21,90;1.137,11;3.519,64;0,00;1.024,56;1.362,71;1.198,26;272,60
24.01.2025 12:00;12:00;35.592,33;11.444,97;2.587,21;3.749,18;261,00;9.474,00;22,40;1.128,77;3.247,64;0,00;1.023,79;1.111,04;1.254,03;288,30
24.01.2025 13:00;13:00;34.825,35;11.345,70;2.392,73;3.923,50;261,00;9.473,90;23,30;1.119,34;2.655,64;0,00;1.022,52;1.048,08;1.271,34;288,30
24.01.2025 14:00;14:00;37.328,23;13.485,13;2.257,40;3.903,70;261,00;9.471,90;25,30;1.106,13;3.222,54;0,00;1.021,81;1.087,50;1.197,42;288,40
24.01.2025 15:00;15:00;38.766,68;14.172,87;2.132,12;3.896,00;261,00;9.454,00;24,80;1.096,83;4.045,84;0,00;1.017,47;1.291,85;1.086,50;287,40
24.01.2025 16:00;16:00;41.087,39;14.760,22;1.947,14;3.871,35;261,00;9.441,00;21,50;1.091,31;6.046,24;0,00;1.016,53;1.592,18;752,52;286,40
24.01.2025 17:00;17:00;42.792,66;14.832,56;1.830,27;3.827,65;261,00;9.433,90;20,30;1.093,80;8.192,54;0,00;1.006,07;1.897,91;110,86;285,80
24.01.2025 18:00;18:00;43.765,26;15.090,00;1.967,97;4.018,35;261,00;9.432,00;20,30;1.099,44;8.633,04;0,00;1.004,70;1.953,25;0,11;285,10
24.01.2025 19:00;19:00;43.013,62;15.109,92;2.176,93;4.018,35;261,00;9.432,00;20,30;1.110,61;7.773,24;0,00;1.002,81;1.823,36;0,00;285,10
24.01.2025 20:00;20:00;42.277,62;15.026,32;2.407,15;3.824,35;261,00;9.432,00;20,30;1.118,77;7.347,84;0,00;1.001,48;1.552,81;0,00;285,60
24.01.2025 21:00;21:00;41.000,42;14.334,77;2.631,71;3.939,35;261,00;9.432,00;20,30;1.125,64;6.510,54;0,00;1.001,81;1.457,70;0,00;285,60
24.01.2025 22:00;22:00;39.921,20;12.918,53;2.858,65;3.657,35;261,00;9.431,90;20,30;1.133,08;7.076,44;0,00;985,73;1.292,62;0,00;285,60
24.01.2025 23:00;23:00;38.182,60;12.232,26;3.049,65;3.615,35;261,00;9.432,00;20,30;1.137,15;6.017,14;0,00;987,10;1.145,05;0,00;285,60
25.01.2025 00:00;00:00;35.870,54;11.454,95;3.146,90;3.556,35;261,00;9.435,00;20,50;1.134,02;4.490,74;0,00;980,39;1.102,29;0,00;288,40
25.01.2025 01:00;01:00;33.659,70;10.856,74;3.081,88;3.545,65;261,00;9.435,00;20,50;1.140,32;3.074,74;0,00;977,17;997,80;0,00;268,90
25.01.2025 02:00;02:00;32.059,33;9.800,13;2.920,85;3.557,35;261,00;9.436,00;20,50;1.144,98;2.738,54;0,00;980,11;934,27;0,00;265,60
25.01.2025 03:00;03:00;31.151,64;9.749,33;2.732,70;3.536,35;261,00;9.435,00;20,50;1.147,64;2.223,14;0,00;979,19;804,99;0,00;261,80
25.01.2025 04:00;04:00;30.695,99;9.769,72;2.552,49;3.548,75;261,00;9.435,00;20,50;1.148,46;1.943,14;0,00;979,24;775,89;0,00;261,80
25.01.2025 05:00;05:00;30.912,64;9.907,80;2.483,09;3.717,35;261,00;9.436,00;20,50;1.151,46;1.941,94;0,00;978,11;753,59;0,00;261,80
25.01.2025 06:00;06:00;31.463,33;10.327,07;2.371,78;3.700,35;261,00;9.436,00;20,50;1.152,96;2.062,94;0,00;986,19;863,65;0,09;280,80
25.01.2025 07:00;07:00;32.632,08;11.055,88;2.309,18;3.495,25;261,00;9.432,00;20,50;1.152,72;2.509,14;0,00;986,85;1.116,59;5,07;287,90
25.01.2025 08:00;08:00;34.963,24;11.418,74;2.356,58;3.565,95;261,00;9.433,00;21,50;1.150,40;3.690,54;0,00;992,25;1.575,70;215,88;281,70
25.01.2025 09:00;09:00;36.524,05;11.299,48;2.691,05;3.558,44;261,00;9.451,00;21,60;1.145,18;4.392,23;0,00;1.018,85;1.600,39;802,73;282,10
25.01.2025 10:00;10:00;36.431,73;11.615,43;2.946,08;3.585,04;261,00;9.464,00;22,20;1.136,15;3.581,34;0,00;1.012,96;1.289,95;1.234,48;283,10
25.01.2025 11:00;11:00;36.415,90;11.443,57;3.149,49;3.588,53;261,00;9.471,00;21,50;1.120,64;3.573,94;0,00;1.013,39;1.140,66;1.349,08;283,10
25.01.2025 12:00;12:00;35.042,02;10.821,57;3.195,22;3.589,93;261,00;9.473,00;21,60;1.113,88;2.908,04;0,00;1.012,69;1.074,92;1.286,57;283,60
25.01.2025 13:00;13:00;35.406,40;11.229,40;3.164,92;3.571,93;261,00;9.472,00;21,50;1.111,56;3.001,04;0,00;1.014,88;997,58;1.278,49;282,10
25.01.2025 14:00;14:00;36.159,26;11.731,95;2.917,07;3.572,85;261,00;9.470,00;21,30;1.104,36;3.525,64;0,00;1.022,06;1.096,87;1.154,36;281,80
25.01.2025 15:00;15:00;37.143,93;12.375,41;2.754,26;3.609,50;261,00;9.452,00;22,00;1.101,46;4.027,44;0,00;1.023,64;1.256,02;979,50;281,70
25.01.2025 16:00;16:00;38.504,24;12.767,30;2.639,21;3.597,70;261,00;9.439,00;21,50;1.101,41;5.288,24;0,00;1.019,01;1.520,67;567,50;281,70
25.01.2025 17:00;17:00;40.095,87;12.778,92;2.538,89;3.581,90;261,00;9.432,00;20,50;1.105,79;7.070,64;0,00;1.014,23;1.904,96;105,44;281,60
25.01.2025 18:00;18:00;40.989,17;12.949,23;2.558,26;3.517,60;261,00;9.431,00;20,50;1.112,36;8.048,94;0,00;1.011,11;1.798,07;0,00;281,10
25.01.2025 19:00;19:00;40.483,86;12.949,26;2.926,54;3.485,10;261,00;9.431,00;20,50;1.122,15;7.344,44;0,00;1.005,73;1.657,04;0,00;281,10
25.01.2025 20:00;20:00;39.881,79;12.756,58;3.365,54;3.518,80;261,00;9.431,00;20,50;1.129,60;6.606,04;0,00;1.002,97;1.508,16;0,00;281,60
25.01.2025 21:00;21:00;38.946,34;12.591,90;3.626,35;3.521,80;261,00;9.431,00;20,50;1.134,85;5.677,44;0,00;1.010,31;1.389,59;0,00;281,60
25.01.2025 22:00;22:00;38.252,53;11.310,69;3.756,49;3.654,60;261,00;9.431,00;20,50;1.141,33;6.265,74;0,00;1.019,92;1.109,66;0,00;281,60
25.01.2025 23:00;23:00;35.913,06;9.845,36;3.728,70;3.334,00;261,00;9.430,90;20,50;1.147,32;5.822,44;0,00;1.016,20;1.025,04;0,00;281,60
26.01.2025 00:00;00:00;33.877,58;9.496,78;3.396,10;3.490,60;261,00;9.384,50;20,50;1.150,22;4.406,94;0,00;1.027,00;1.004,84;0,00;239,10
26.01.2025 01:00;01:00;31.817,36;8.860,95;3.320,95;3.443,35;261,00;9.385,50;20,50;1.151,62;3.187,94;0,00;1.020,89;964,56;0,00;200,10
26.01.2025 02:00;02:00;30.476,37;8.841,04;3.281,87;3.445,60;261,00;9.385,50;20,50;1.154,88;2.012,74;0,00;1.019,39;858,15;0,00;195,70
26.01.2025 03:00;03:00;29.743,26;8.468,03;3.275,07;3.368,90;261,00;9.400,20;20,50;1.156,84;1.745,34;0,00;1.012,82;839,76;0,00;194,80
26.01.2025 04:00;04:00;29.368,25;8.224,48;3.200,12;3.465,00;261,00;9.400,20;20,50;1.157,56;1.647,34;0,00;1.010,80;786,45;0,00;194,80
26.01.2025 05:00;05:00;29.119,60;8.090,56;2.954,12;3.628,60;261,00;9.400,20;20,50;1.160,07;1.630,94;0,00;1.009,40;769,41;0,00;194,80
26.01.2025 06:00;06:00;28.916,72;8.139,49;2.644,85;3.764,00;261,00;9.400,10;20,50;1.160,46;1.464,34;0,00;1.014,33;854,15;0,00;193,50
26.01.2025 07:00;07:00;29.187,59;7.781,36;2.222,47;3.748,50;261,00;9.401,20;20,50;1.161,02;2.278,64;0,00;1.019,32;1.094,30;5,78;193,50
26.01.2025 08:00;08:00;28.714,63;7.454,60;1.871,45;3.748,10;261,00;9.402,20;22,80;1.159,30;2.083,94;0,00;1.030,99;1.203,03;283,62;193,60
26.01.2025 09:00;09:00;27.945,55;6.592,53;1.692,35;3.659,20;261,00;9.420,20;28,00;1.154,98;1.837,44;0,00;1.039,75;938,20;1.127,40;194,50
26.01.2025 10:00;10:00;27.076,63;5.281,27;1.572,03;3.652,30;261,00;9.433,20;33,00;1.147,25;1.956,44;0,00;1.037,76;1.004,22;1.502,66;195,50
26.01.2025 11:00;11:00;26.259,47;4.692,24;1.418,56;3.593,60;261,00;9.052,00;28,10;1.138,14;2.401,84;0,00;1.031,89;878,97;1.567,13;196,00
26.01.2025 12:00;12:00;25.464,65;4.793,46;1.341,12;3.555,30;261,00;7.886,90;29,40;1.131,08;2.858,34;0,00;1.030,86;856,09;1.524,60;196,50
26.01.2025 13:00;13:00;25.569,79;4.744,39;1.166,34;3.550,00;261,00;7.887,00;28,70;1.121,06;3.263,94;0,00;1.038,55;787,12;1.525,19;196,50
26.01.2025 14:00;14:00;26.515,46;5.042,71;1.116,72;3.567,80;261,00;8.315,70;26,30;1.109,55;3.477,34;0,00;1.032,51;844,90;1.525,23;195,70
26.01.2025 15:00;15:00;28.319,87;5.881,40;955,33;3.618,00;261,00;9.293,80;23,50;1.100,56;3.589,84;0,00;1.028,67;913,89;1.439,38;214,50
26.01.2025 16:00;16:00;31.793,75;9.005,79;825,70;3.804,60;261,00;9.393,50;25,70;1.095,51;4.026,24;0,00;1.035,94;1.174,90;925,27;219,60
26.01.2025 17:00;17:00;35.186,05;10.048,92;670,57;3.810,90;261,00;9.385,50;20,50;1.096,69;6.855,94;0,00;1.026,23;1.611,93;178,57;219,30
26.01.2025 18:00;18:00;37.650,08;10.602,96;657,01;3.801,50;261,00;9.417,00;20,50;1.104,26;8.863,64;0,00;1.003,54;1.699,51;0,06;219,10
26.01.2025 19:00;19:00;37.727,53;10.631,94;698,71;3.799,50;261,00;9.417,00;20,50;1.115,66;8.810,04;0,00;1.004,76;1.749,32;0,00;219,10
26.01.2025 20:00;20:00;37.159,42;10.609,40;802,07;3.804,50;261,00;9.417,00;20,50;1.127,19;8.353,74;0,00;1.010,81;1.534,11;0,00;219,10
26.01.2025 21:00;21:00;36.126,49;10.549,27;878,39;3.804,50;261,00;9.417,00;20,50;1.137,15;7.472,64;0,00;995,18;1.371,76;0,00;219,10
26.01.2025 22:00;22:00;36.189,69;10.559,41;929,95;3.727,50;261,00;9.417,00;20,50;1.144,63;7.683,04;0,00;986,76;1.240,80;0,00;219,10
26.01.2025 23:00;23:00;34.965,55;10.463,78;967,86;3.723,00;261,00;9.417,00;20,50;1.149,61;6.663,24;0,00;989,43;1.091,03;0,00;219,10
27.01.2025 00:00;00:00;33.497,76;9.881,35;1.088,47;3.643,25;261,00;9.391,90;20,00;1.150,02;5.884,84;0,00;961,83;1.011,00;0,00;204,10
27.01.2025 01:00;01:00;31.503,19;9.295,29;1.280,49;3.662,25;261,00;9.392,00;20,00;1.152,22;4.233,24;0,00;961,80;1.059,80;0,00;185,10
27.01.2025 02:00;02:00;29.581,60;8.862,50;1.408,43;3.711,50;261,00;9.388,00;20,00;1.153,58;2.677,14;0,00;951,45;965,70;0,00;182,30
27.01.2025 03:00;03:00;28.805,87;9.064,30;1.567,69;3.672,00;261,00;9.407,00;20,00;1.155,54;1.775,94;0,00;951,35;752,55;0,00;178,50
27.01.2025 04:00;04:00;28.421,44;8.773,75;1.712,48;3.710,10;261,00;9.411,00;20,00;1.157,46;1.544,94;0,00;973,87;678,34;0,00;178,50
27.01.2025 05:00;05:00;28.738,60;8.941,85;1.789,22;3.705,00;261,00;9.411,00;20,00;1.162,96;1.558,74;0,00;980,24;730,09;0,00;178,50
27.01.2025 06:00;06:00;30.154,96;10.044,32;1.788,33;3.747,50;261,00;9.407,00;20,00;1.161,97;1.746,84;0,00;971,71;808,73;0,06;197,50
27.01.2025 07:00;07:00;32.831,30;10.982,72;1.835,05;3.837,50;261,00;9.412,00;20,00;1.163,61;3.139,94;0,00;981,39;984,96;7,53;205,60
27.01.2025 08:00;08:00;36.922,56;11.332,35;1.944,75;3.867,20;261,00;9.413,00;22,30;1.161,00;5.914,84;0,00;994,77;1.499,71;260,84;250,80
27.01.2025 09:00;09:00;38.878,67;11.467,59;2.095,89;3.889,60;261,00;9.430,90;27,50;1.157,98;6.618,94;0,00;1.005,27;1.525,71;1.116,69;281,60
27.01.2025 10:00;10:00;37.671,89;11.300,64;2.035,80;3.907,00;261,00;9.445,00;32,50;1.150,35;5.188,14;0,00;1.017,36;1.521,92;1.529,38;282,80
27.01.2025 11:00;11:00;36.577,78;11.208,12;1.937,39;3.894,10;261,00;9.448,00;34,60;1.142,44;4.552,54;0,00;1.020,21;1.225,13;1.570,85;283,40
27.01.2025 12:00;12:00;33.901,19;10.091,56;1.735,29;3.683,10;261,00;9.413,00;35,90;1.134,28;3.694,34;0,00;1.015,04;961,34;1.592,24;284,10
27.01.2025 13:00;13:00;34.140,96;10.365,44;1.640,74;3.655,54;261,00;9.416,90;35,20;1.127,06;3.737,64;0,00;1.017,33;1.027,82;1.572,09;284,20
27.01.2025 14:00;14:00;35.480,77;11.064,73;1.641,72;3.646,65;261,00;9.361,00;32,80;1.117,85;4.348,64;0,00;1.038,85;1.144,12;1.540,31;283,10
27.01.2025 15:00;15:00;37.361,29;12.230,62;1.611,94;3.630,44;261,00;9.394,00;30,00;1.107,86;4.947,34;0,00;1.033,27;1.365,10;1.467,12;282,60
