Tarih;Saat;Toplam(MWh);Doğalgaz;Rüzgar;Linyit;Taş Kömür;İthal Kömür;Fueloil;Jeotermal;Barajlı;Nafta;Biyokütle;Akarsu;Gunes;Diğer
01.01.2025 11:00;11:00;25.854,96;4.261,29;1.495,65;3.705,59;256,00;8.690,60;18,90;1.124,65;2.917,34;0,20;959,83;1.155,38;1.136,93;132,60
01.01.2025 12:00;12:00;25.206,75;4.332,39;1.452,13;3.683,10;256,00;7.652,20;21,90;1.115,41;3.274,74;0,20;975,71;1.111,54;1.199,93;131,50
01.01.2025 13:00;13:00;25.609,30;4.337,03;1.349,81;3.624,19;256,00;8.275,00;19,90;1.107,99;3.204,64;0,20;973,66;1.099,80;1.229,58;131,50
01.01.2025 14:00;14:00;26.738,50;4.753,83;1.228,00;3.575,50;256,00;9.050,00;24,80;1.098,82;3.228,19;0,20;987,14;1.207,37;1.197,15;131,50
01.01.2025 15:00;15:00;28.900,03;6.299,26;1.218,58;3.581,50;256,00;9.270,50;20,80;1.092,79;3.632,84;0,20;979,69;1.379,97;1.035,30;132,60
01.01.2025 16:00;16:00;32.023,95;8.752,59;1.181,61;3.651,60;256,00;9.257,50;17,50;1.090,45;4.518,64;0,20;979,17;1.709,92;476,17;132,60
01.01.2025 17:00;17:00;34.277,23;9.933,70;1.151,87;3.678,60;256,00;9.255,50;14,50;1.092,19;5.763,74;0,20;970,87;1.989,27;37,99;132,80
01.01.2025 18:00;18:00;36.198,88;10.328,23;1.198,48;3.780,60;256,00;9.255,50;14,50;1.100,67;7.135,74;1,00;975,93;2.019,33;0,00;132,90
01.01.2025 19:00;19:00;35.949,27;10.329,44;1.251,52;3.756,60;256,00;9.255,50;14,50;1.107,58;7.016,84;1,00;972,58;1.854,81;0,00;132,90
01.01.2025 20:00;20:00;35.665,72;10.308,61;1.341,20;3.657,60;256,00;9.255,50;14,50;1.114,14;6.926,64;1,00;965,12;1.692,81;0,00;132,60
01.01.2025 21:00;21:00;34.816,21;10.172,35;1.420,85;3.682,60;256,00;9.255,50;14,50;1.120,53;6.206,44;1,10;961,43;1.593,41;0,00;131,50
01.01.2025 22:00;22:00;34.547,53;9.197,04;1.419,58;3.708,80;256,00;9.255,50;14,50;1.125,77;7.143,44;0,30;959,83;1.335,27;0,00;131,50
01.01.2025 23:00;23:00;33.049,80;8.946,55;1.447,04;3.702,10;256,00;9.255,50;14,50;1.129,08;6.039,54;0,40;956,83;1.170,76;0,00;131,50
02.01.2025 00:00;00:00;31.906,48;9.051,92;1.458,43;3.618,10;261,00;9.312,00;14,50;1.124,37;4.936,14;0,40;948,45;1.079,57;0,00;101,60
02.01.2025 01:00;01:00;29.922,48;8.314,05;1.518,73;3.833,10;261,00;9.312,00;14,50;1.127,62;3.517,14;0,40;951,77;970,57;0,00;101,60
02.01.2025 02:00;02:00;28.439,45;7.365,30;1.553,76;3.725,10;261,00;9.312,00;14,50;1.130,08;3.069,64;0,40;956,39;949,68;0,00;101,60
02.01.2025 03:00;03:00;27.311,07;7.171,81;1.692,91;3.635,10;261,00;9.312,00;14,50;1.131,81;2.172,24;0,50;941,24;876,36;0,00;101,60
02.01.2025 04:00;04:00;27.108,90;6.800,75;1.875,18;3.743,10;261,00;9.312,00;7,50;1.135,24;2.045,74;0,40;937,45;869,04;0,00;121,50
02.01.2025 05:00;05:00;27.569,51;7.178,85;2.072,45;3.754,10;254,00;9.312,00;14,50;1.136,51;1.889,74;0,40;936,06;889,40;0,00;131,50
02.01.2025 06:00;06:00;29.406,29;9.012,78;2.302,91;3.739,60;254,00;9.312,00;14,50;1.136,61;1.605,64;1,10;934,59;962,23;0,03;130,30
02.01.2025 07:00;07:00;32.650,02;10.954,67;2.502,98;3.800,60;261,00;9.292,00;14,50;1.136,54;2.377,84;1,10;947,64;1.225,36;5,49;130,30
02.01.2025 08:00;08:00;35.680,37;11.997,08;2.742,64;3.799,90;261,00;9.142,00;14,50;1.135,51;3.570,24;1,10;951,86;1.670,49;213,75;180,30
02.01.2025 09:00;09:00;37.040,22;12.246,28;2.993,51;3.796,20;261,00;9.155,00;18,50;1.132,82;3.915,14;0,30;959,75;1.612,10;768,72;180,90
02.01.2025 10:00;10:00;37.152,76;12.244,22;3.225,92;3.764,60;261,00;9.192,00;21,50;1.127,93;3.515,84;0,30;957,02;1.466,29;1.194,24;181,90
02.01.2025 11:00;11:00;36.350,71;11.628,83;3.326,32;3.689,20;261,00;9.219,00;21,40;1.122,35;3.348,34;0,20;956,69;1.290,05;1.304,43;182,90
02.01.2025 12:00;12:00;33.791,91;9.707,65;3.348,66;3.722,40;261,00;9.220,00;21,30;1.112,41;2.670,84;0,20;984,92;1.210,40;1.349,23;182,90
02.01.2025 13:00;13:00;34.528,61;10.223,35;3.386,17;3.736,40;261,00;9.219,00;21,00;1.100,29;2.801,74;0,20;982,73;1.231,11;1.383,22;182,40
02.01.2025 14:00;14:00;36.393,39;11.698,84;3.450,63;3.762,90;261,00;9.166,00;20,70;1.095,32;3.058,44;0,20;982,17;1.345,92;1.369,37;181,90
02.01.2025 15:00;15:00;38.434,03;12.818,71;3.556,97;3.755,50;261,00;9.207,00;19,60;1.086,68;3.804,34;0,20;979,15;1.607,06;1.157,92;179,90
02.01.2025 16:00;16:00;39.843,31;12.996,32;3.716,05;3.799,40;261,00;9.202,00;16,50;1.084,35;5.147,74;0,20;970,42;1.915,70;561,63;172,00
02.01.2025 17:00;17:00;40.951,55;13.016,23;3.985,98;3.820,70;261,00;9.200,00;14,50;1.085,90;6.205,24;0,20;965,00;2.161,56;63,34;171,90
02.01.2025 18:00;18:00;42.756,46;13.309,50;4.385,78;3.825,60;261,00;9.200,00;14,50;1.094,47;7.476,44;1,00;964,01;2.052,26;0,00;171,90
02.01.2025 19:00;19:00;42.369,09;13.338,39;4.784,63;3.915,60;261,00;9.200,00;14,50;1.101,28;6.901,74;1,00;960,35;1.718,70;0,00;171,90
02.01.2025 20:00;20:00;41.111,77;13.076,98;5.135,77;3.869,60;261,00;9.200,00;14,50;1.107,84;5.781,44;1,00;947,12;1.544,62;0,00;171,90
02.01.2025 21:00;21:00;40.273,91;12.536,97;5.376,28;3.844,60;261,00;9.185,00;14,50;1.115,33;5.348,34;1,10;938,42;1.480,47;0,00;171,90
02.01.2025 22:00;22:00;38.528,78;9.454,65;5.591,41;3.678,60;261,00;9.185,00;14,50;1.120,37;6.829,34;0,30;939,09;1.282,62;0,00;171,90
02.01.2025 23:00;23:00;36.573,63;8.314,42;5.826,49;3.511,10;261,00;9.185,00;14,50;1.124,08;5.977,44;0,40;937,60;1.249,70;0,00;171,90
03.01.2025 00:00;00:00;34.608,69;7.236,48;6.021,12;3.529,10;261,00;9.459,00;14,50;1.125,78;4.603,74;0,60;953,70;1.197,77;0,00;205,90
03.01.2025 01:00;01:00;32.236,22;5.778,47;6.182,27;3.527,10;261,00;9.453,00;14,50;1.127,41;3.550,74;0,60;956,84;1.178,39;0,00;205,90
03.01.2025 02:00;02:00;30.900,69;5.289,40;6.284,08;3.539,10;261,00;9.453,00;14,50;1.130,94;2.628,74;0,70;972,04;1.121,29;0,00;205,90
03.01.2025 03:00;03:00;30.029,33;4.937,33;6.313,09;3.542,10;261,00;9.393,00;14,50;1.132,44;2.326,64;0,70;968,54;934,09;0,00;205,90
03.01.2025 04:00;04:00;29.837,57;4.779,40;6.308,11;3.539,10;261,00;9.453,00;7,50;1.128,99;2.326,64;0,70;967,07;860,16;0,00;205,90
03.01.2025 05:00;05:00;30.012,04;4.973,50;6.326,22;3.538,10;261,00;9.453,00;14,50;1.131,75;2.256,64;0,70;962,69;888,04;0,00;205,90
03.01.2025 06:00;06:00;31.304,18;6.447,54;6.387,45;3.540,10;261,00;9.440,00;14,50;1.130,31;1.915,34;1,40;969,24;991,09;0,31;205,90
03.01.2025 07:00;07:00;34.621,17;8.744,62;6.481,77;3.644,60;261,00;9.448,00;14,50;1.133,82;2.532,74;1,40;981,60;1.166,33;4,89;205,90
03.01.2025 08:00;08:00;37.068,96;9.293,41;6.566,21;3.699,90;261,00;9.449,00;14,50;1.132,05;3.755,94;1,30;977,54;1.541,66;170,55;205,90
03.01.2025 09:00;09:00;38.332,45;9.647,52;6.710,05;3.605,40;261,00;9.309,00;17,10;1.131,81;3.986,44;0,50;982,38;1.535,99;938,86;206,40
03.01.2025 10:00;10:00;37.839,03;9.049,50;6.924,71;3.356,44;261,00;9.309,00;19,30;1.126,69;3.800,04;0,40;992,35;1.406,48;1.386,02;207,10
03.01.2025 11:00;11:00;36.860,42;8.248,34;7.044,86;3.307,40;261,00;9.348,00;20,10;1.117,47;3.582,34;0,40;969,25;1.290,11;1.462,35;208,80
03.01.2025 12:00;12:00;33.731,68;6.339,74;7.084,48;3.360,60;261,00;8.824,50;13,80;1.107,63;2.974,44;0,30;983,93;1.151,21;1.421,25;208,80
03.01.2025 13:00;13:00;33.325,71;6.233,39;7.237,58;3.401,40;261,00;8.817,50;13,50;1.089,60;2.551,44;0,30;995,25;1.113,07;1.402,88;208,80
03.01.2025 14:00;14:00;36.298,51;8.136,97;7.358,62;3.519,60;261,00;9.330,00;19,20;1.085,04;2.768,44;0,30;982,56;1.259,85;1.368,13;208,80
03.01.2025 15:00;15:00;38.638,02;9.262,99;7.331,85;3.430,29;261,00;9.318,00;17,60;1.079,51;4.140,44;0,30;969,07;1.436,42;1.182,65;207,90
03.01.2025 16:00;16:00;41.411,92;11.538,26;7.170,28;3.487,60;261,00;9.305,00;15,50;1.077,08;5.032,24;0,30;957,48;1.808,70;551,58;206,90
03.01.2025 17:00;17:00;43.109,18;11.642,94;7.078,25;3.521,70;261,00;9.303,00;14,50;1.079,62;6.995,84;1,10;959,05;2.009,91;36,37;205,90
03.01.2025 18:00;18:00;43.369,35;11.876,19;7.188,62;3.516,60;261,00;9.303,00;14,50;1.089,11;7.096,54;1,10;977,35;1.839,44;0,00;205,90
03.01.2025 19:00;19:00;42.230,48;11.773,61;7.097,59;3.493,60;261,00;9.303,00;14,50;1.097,11;6.391,24;1,20;980,25;1.611,48;0,00;205,90
03.01.2025 20:00;20:00;41.087,36;11.042,02;7.240,31;3.506,60;261,00;9.165,00;14,50;1.102,57;6.057,94;1,20;948,57;1.541,75;0,00;205,90
03.01.2025 21:00;21:00;39.558,68;9.981,52;7.247,47;3.593,90;261,00;9.185,00;14,50;1.118,00;5.559,64;1,30;955,95;1.434,50;0,00;205,90
03.01.2025 22:00;22:00;38.441,58;7.914,70;7.263,99;3.470,10;261,00;9.185,00;14,50;1.121,33;6.768,74;0,50;966,81;1.269,01;0,00;205,90
03.01.2025 23:00;23:00;36.921,32;6.936,92;7.227,37;3.370,10;261,00;9.185,00;14,50;1.124,85;6.335,14;0,50;974,93;1.285,11;0,00;205,90
04.01.2025 00:00;00:00;34.695,39;5.561,12;7.489,48;3.424,10;120,00;9.188,00;16,50;1.134,93;5.439,14;0,70;955,80;1.182,22;0,00;183,40
04.01.2025 01:00;01:00;32.714,80;5.366,20;7.374,85;3.404,60;120,00;9.188,00;16,50;1.137,85;3.915,14;0,70;950,39;1.077,17;0,00;163,40
04.01.2025 02:00;02:00;31.309,39;5.315,74;7.065,33;3.435,10;132,00;9.188,00;16,50;1.139,09;2.982,64;0,80;952,39;918,40;0,00;163,40
04.01.2025 03:00;03:00;30.574,88;5.010,49;6.939,95;3.555,10;132,00;9.188,00;16,50;1.140,82;2.683,74;0,80;960,19;783,89;0,00;163,40
04.01.2025 04:00;04:00;29.921,72;4.855,85;6.755,32;3.475,10;132,00;9.210,00;9,50;1.140,70;2.498,64;0,80;958,62;721,79;0,00;163,40
04.01.2025 05:00;05:00;30.268,44;5.612,39;6.397,33;3.362,10;132,00;9.220,00;16,50;1.136,98;2.498,64;0,70;952,94;775,46;0,00;163,40
04.01.2025 06:00;06:00;30.391,76;6.333,74;6.026,79;3.330,50;132,00;9.250,00;16,50;1.141,92;2.012,94;1,50;957,29;1.025,16;0,02;163,40
04.01.2025 07:00;07:00;32.438,07;7.904,07;5.573,90;3.431,60;132,00;9.262,00;16,50;1.140,14;2.698,64;1,40;962,20;1.149,58;2,64;163,40
04.01.2025 08:00;08:00;35.028,74;10.308,26;5.126,15;3.550,90;132,00;9.283,00;16,50;1.140,71;2.850,44;1,40;980,29;1.349,78;140,91;148,40
04.01.2025 09:00;09:00;36.101,43;10.681,24;4.823,37;3.620,50;132,00;9.320,00;18,80;1.137,57;3.331,14;0,60;990,27;1.344,23;552,81;148,90
04.01.2025 10:00;10:00;35.973,70;10.498,19;4.526,42;3.320,75;132,00;9.336,00;20,90;1.132,41;3.690,05;0,50;1.000,06;1.253,00;914,02;149,40
04.01.2025 11:00;11:00;35.813,28;10.189,90;4.172,20;3.346,69;132,00;9.337,00;21,60;1.123,54;4.135,05;0,40;998,72;1.174,40;1.032,38;149,40
04.01.2025 12:00;12:00;34.453,26;9.499,01;3.857,24;3.237,40;132,00;9.338,00;22,50;1.112,95;3.952,05;0,40;976,92;1.076,23;1.098,16;150,40
04.01.2025 13:00;13:00;35.060,94;10.368,70;3.724,19;3.215,29;132,00;9.338,00;22,30;1.108,78;3.811,45;0,30;979,51;1.071,31;1.138,51;150,60
04.01.2025 14:00;14:00;35.845,75;10.869,99;3.619,91;3.380,90;132,00;9.331,00;20,90;1.108,35;3.970,05;0,30;985,55;1.207,26;1.068,94;150,60
04.01.2025 15:00;15:00;36.817,16;11.546,92;3.524,27;3.302,49;132,00;9.324,00;19,40;1.106,39;4.451,05;0,30;991,31;1.415,99;853,44;149,60
04.01.2025 16:00;16:00;38.629,21;12.385,77;3.504,26;3.268,40;132,00;9.312,00;17,50;1.104,52;5.750,05;0,30;975,92;1.715,54;320,55;142,40
04.01.2025 17:00;17:00;40.409,69;12.548,75;3.613,44;3.261,70;132,00;9.310,00;16,50;1.109,12;7.414,75;1,10;954,10;1.883,63;22,00;142,60
04.01.2025 18:00;18:00;40.823,33;12.506,87;3.726,80;3.306,40;132,00;9.295,00;16,50;1.113,01;7.843,85;1,20;941,79;1.797,31;0,00;142,60
04.01.2025 19:00;19:00;40.633,48;12.463,97;3.938,00;3.411,60;120,00;9.294,90;16,50;1.115,44;7.553,55;1,30;949,56;1.626,06;0,00;142,60
04.01.2025 20:00;20:00;39.658,68;12.426,57;4.078,02;3.363,60;120,00;9.295,00;16,50;1.120,95;6.602,95;1,30;976,25;1.516,14;0,00;141,40
04.01.2025 21:00;21:00;38.662,83;11.902,81;4.241,98;3.377,60;120,00;9.310,00;16,50;1.125,55;6.190,45;1,30;950,90;1.284,34;0,00;141,40
04.01.2025 22:00;22:00;37.423,67;9.586,87;4.277,24;3.387,60;126,00;9.310,00;16,50;1.130,85;7.316,65;0,60;954,17;1.175,79;0,00;141,40
04.01.2025 23:00;23:00;36.048,21;8.991,99;4.142,93;3.314,10;111,00;9.335,00;16,50;1.127,73;6.776,65;0,60;952,16;1.138,15;0,00;141,40
05.01.2025 00:00;00:00;33.884,23;8.319,25;4.171,35;3.513,10;118,00;9.334,00;16,00;1.130,73;5.097,15;0,70;935,59;1.080,27;4,59;163,50
05.01.2025 01:00;01:00;31.590,73;7.868,27;3.941,04;3.330,50;118,00;9.334,00;16,00;1.132,25;3.714,15;0,70;939,34;1.027,94;5,04;163,50
05.01.2025 02:00;02:00;30.319,26;7.977,26;3.615,79;3.276,10;127,00;9.289,00;16,00;1.134,18;2.856,95;0,80;940,04;918,29;4,35;163,50
05.01.2025 03:00;03:00;29.254,81;7.774,93;3.316,47;3.276,10;132,00;9.296,00;16,00;1.136,52;2.463,75;0,80;940,39;733,85;4,50;163,50
05.01.2025 04:00;04:00;28.835,79;7.483,49;3.071,50;3.386,10;132,00;9.296,00;16,00;1.139,60;2.461,75;0,80;934,40;745,84;4,81;163,50
05.01.2025 05:00;05:00;28.710,79;7.576,27;2.918,91;3.455,10;132,00;9.296,00;16,00;1.138,08;2.323,65;0,70;933,75;752,40;4,43;163,50
05.01.2025 06:00;06:00;28.545,15;7.822,70;2.815,81;3.394,10;132,00;9.296,00;16,00;1.139,02;1.972,05;1,50;936,64;851,43;4,40;163,50
05.01.2025 07:00;07:00;28.853,22;8.047,53;2.610,19;3.502,00;132,00;9.296,00;16,00;1.139,84;2.074,25;1,40;944,45;919,30;5,66;164,60
05.01.2025 08:00;08:00;28.976,41;8.769,17;2.426,31;3.537,30;132,00;9.121,00;16,00;1.138,31;1.672,25;1,40;950,28;990,95;71,84;149,60
05.01.2025 09:00;09:00;30.038,08;9.584,48;2.181,51;3.539,30;132,00;9.123,00;18,30;1.133,77;1.900,65;0,60;976,41;996,10;301,86;150,10
05.01.2025 10:00;10:00;31.434,22;10.285,52;1.931,83;3.575,80;132,00;9.126,00;20,40;1.129,51;2.472,35;0,50;966,89;1.128,42;514,20;150,80
05.01.2025 11:00;11:00;32.101,87;10.846,05;1.740,43;3.643,50;132,00;9.260,00;21,10;1.122,64;2.495,95;0,40;966,45;1.135,32;588,33;149,70
05.01.2025 12:00;12:00;31.846,82;10.648,05;1.664,38;3.531,40;132,00;9.261,00;22,00;1.115,34;2.729,75;0,40;962,02;985,21;651,77;143,50
05.01.2025 13:00;13:00;32.314,60;10.648,36;1.684,56;3.567,40;132,00;9.260,00;21,80;1.109,98;3.238,95;0,30;952,31;951,14;603,90;143,90
05.01.2025 14:00;14:00;33.043,37;10.850,27;1.659,00;3.606,30;132,00;9.259,00;20,40;1.102,35;3.708,45;0,30;966,19;1.008,32;587,29;143,50
05.01.2025 15:00;15:00;33.899,47;11.182,55;1.705,28;3.619,20;132,00;9.257,00;18,90;1.093,59;4.123,65;0,30;963,66;1.177,42;482,92;143,00
05.01.2025 16:00;16:00;35.624,32;12.639,63;1.751,71;3.568,00;132,00;9.291,00;17,00;1.090,62;4.542,25;0,30;962,96;1.304,10;181,15;143,60
05.01.2025 17:00;17:00;37.498,35;12.917,58;1.765,39;3.596,60;132,00;9.289,00;16,00;1.097,42;6.032,75;0,90;953,11;1.538,24;16,76;142,60
05.01.2025 18:00;18:00;39.383,29;13.196,55;1.779,28;3.608,50;132,00;9.318,90;16,00;1.103,21;7.452,35;0,00;951,79;1.681,88;0,23;142,60
05.01.2025 19:00;19:00;38.788,30;13.131,10;1.724,55;3.683,50;132,00;9.319,00;16,00;1.110,74;7.026,35;0,00;951,36;1.550,86;0,24;142,60
05.01.2025 20:00;20:00;38.223,84;13.106,54;1.717,08;3.666,80;132,00;9.317,00;16,00;1.120,65;6.637,55;0,00;947,11;1.420,18;0,33;142,60
05.01.2025 21:00;21:00;37.213,49;12.871,59;1.702,96;3.637,50;132,00;9.312,00;16,00;1.126,34;6.057,95;0,00;936,11;1.278,04;0,40;142,60
05.01.2025 22:00;22:00;36.357,88;11.021,43;1.632,33;3.664,50;132,00;9.245,00;16,00;1.129,76;7.338,65;0,00;939,28;1.097,06;0,37;141,50
05.01.2025 23:00;23:00;34.945,24;10.668,12;1.553,82;3.690,00;132,00;9.245,00;16,00;1.134,24;6.320,65;0,00;935,79;1.107,84;0,28;141,50
06.01.2025 00:00;00:00;32.967,99;10.450,90;1.465,66;3.717,40;132,00;9.247,00;16,00;1.132,33;4.581,95;0,00;950,95;1.109,20;0,00;164,60
06.01.2025 01:00;01:00;30.936,87;10.052,72;1.448,89;3.704,30;132,00;9.246,90;16,00;1.134,95;3.111,95;0,00;955,39;969,17;0,00;164,60
06.01.2025 02:00;02:00;29.552,29;9.562,13;1.437,75;3.636,00;132,00;9.247,00;16,00;1.136,79;2.391,95;0,00;958,74;870,43;0,00;163,50
06.01.2025 03:00;03:00;28.401,38;8.853,54;1.494,57;3.484,00;132,00;9.247,00;16,00;1.140,32;2.103,05;0,00;956,52;810,88;0,00;163,50
06.01.2025 04:00;04:00;28.215,46;8.743,61;1.517,49;3.391,00;132,00;9.247,00;16,00;1.142,80;2.128,05;0,00;944,79;789,22;0,00;163,50
06.01.2025 05:00;05:00;28.471,06;8.819,45;1.601,52;3.511,00;132,00;9.247,00;16,00;1.144,18;2.099,55;0,00;944,18;792,58;0,10;163,50
06.01.2025 06:00;06:00;30.045,51;10.382,66;1.601,13;3.507,00;132,00;9.247,00;16,00;1.146,52;2.091,35;0,00;943,00;814,95;0,40;163,50
06.01.2025 07:00;07:00;33.584,60;12.892,85;1.609,02;3.574,70;132,00;9.232,00;16,00;1.145,94;2.806,85;0,00;948,71;1.060,48;2,55;163,50
06.01.2025 08:00;08:00;37.471,65;14.402,48;1.675,72;3.655,90;132,00;9.233,00;16,00;1.146,11;4.411,25;0,00;965,71;1.509,24;129,64;194,60
06.01.2025 09:00;09:00;39.452,02;14.821,71;1.808,52;3.755,69;132,00;9.248,00;19,00;1.141,27;5.248,25;0,00;979,39;1.529,91;543,48;224,80
06.01.2025 10:00;10:00;39.467,84;14.749,65;1.970,62;3.842,40;128,00;9.248,00;24,90;1.135,91;4.859,85;0,00;973,13;1.477,73;832,05;225,60
06.01.2025 11:00;11:00;39.036,55;14.519,00;1.999,94;3.878,69;132,00;9.266,00;26,30;1.130,14;4.482,15;0,00;977,35;1.361,70;1.038,28;225,00
06.01.2025 12:00;12:00;36.721,97;13.295,33;1.996,87;3.903,69;132,00;9.267,00;27,80;1.120,74;3.517,65;0,00;984,71;1.130,28;1.120,90;225,00
06.01.2025 13:00;13:00;36.597,15;13.149,44;1.986,31;3.886,00;128,00;9.262,00;28,20;1.113,98;3.569,15;0,00;984,34;1.137,27;1.127,46;225,00
06.01.2025 14:00;14:00;37.906,66;13.976,87;2.012,49;3.879,60;128,00;9.264,00;26,50;1.104,15;4.017,15;0,00;985,29;1.178,04;1.110,07;224,50
06.01.2025 15:00;15:00;39.554,99;14.732,33;1.947,73;3.871,20;128,00;9.242,00;23,00;1.097,39;4.909,75;0,00;970,82;1.443,28;965,19;224,30
06.01.2025 16:00;16:00;41.499,22;14.793,93;1.922,23;3.929,50;128,00;9.282,00;18,00;1.095,33;6.847,45;0,00;970,01;1.794,44;494,33;224,00
06.01.2025 17:00;17:00;43.335,97;14.785,08;1.991,58;3.942,70;128,00;9.271,00;16,00;1.097,52;8.842,45;0,00;966,18;2.011,38;59,48;224,60
06.01.2025 18:00;18:00;43.500,20;14.904,76;2.232,38;3.960,60;128,00;9.271,00;16,00;1.102,41;8.772,45;0,00;969,69;1.918,21;0,10;224,60
06.01.2025 19:00;19:00;42.814,23;14.918,05;2.628,01;3.980,60;128,00;9.273,00;16,00;1.110,64;7.880,95;0,00;966,04;1.688,34;0,00;224,60
06.01.2025 20:00;20:00;42.531,72;14.912,41;2.961,51;3.973,60;128,00;9.335,00;16,00;1.117,05;7.331,65;0,00;951,69;1.580,21;0,00;224,60
06.01.2025 21:00;21:00;41.412,35;14.233,64;3.398,03;4.070,60;128,00;9.350,00;16,00;1.122,25;6.516,75;0,00;941,84;1.411,74;0,00;223,50
06.01.2025 22:00;22:00;40.055,67;11.547,96;3.874,51;4.084,50;128,00;9.350,00;16,00;1.126,46;7.543,65;0,00;954,24;1.206,85;0,00;223,50
06.01.2025 23:00;23:00;38.003,42;10.084,43;4.321,75;4.012,10;128,00;9.350,00;16,00;1.129,33;6.655,45;0,00;955,33;1.127,53;0,00;223,50
07.01.2025 00:00;00:00;35.401,77;9.282,35;4.805,84;3.561,10;128,00;9.353,00;16,50;1.132,60;4.753,55;0,00;955,91;1.189,72;0,00;223,20
07.01.2025 01:00;01:00;33.303,22;8.415,68;5.052,84;3.499,10;128,00;9.353,00;16,50;1.133,94;3.407,55;0,00;958,94;1.114,47;0,00;223,20
07.01.2025 02:00;02:00;31.940,50;7.864,98;5.232,40;3.555,30;128,00;9.353,00;16,50;1.137,95;2.495,85;0,00;969,38;964,44;0,00;222,70
07.01.2025 03:00;03:00;31.124,95;7.321,89;5.411,86;3.620,10;128,00;9.350,00;16,50;1.140,00;2.100,85;0,00;966,88;847,27;0,00;221,60
07.01.2025 04:00;04:00;30.857,94;7.046,89;5.498,96;3.650,10;128,00;9.353,00;16,50;1.142,45;2.049,85;0,00;961,00;789,59;0,00;221,60
07.01.2025 05:00;05:00;31.257,70;7.298,62;5.621,63;3.687,10;128,00;9.353,00;16,50;1.144,69;2.029,85;0,00;958,18;798,03;0,00;222,10
07.01.2025 06:00;06:00;32.649,52;8.602,35;5.790,86;3.659,40;128,00;9.353,00;16,50;1.145,86;1.924,15;0,00;961,94;845,36;0,00;222,10
07.01.2025 07:00;07:00;35.544,71;10.097,96;5.914,97;3.708,60;132,00;9.353,00;16,50;1.143,84;2.978,15;0,00;969,73;1.006,36;2,00;221,60
07.01.2025 08:00;08:00;38.749,39;10.926,02;6.001,01;3.783,90;132,00;9.354,00;16,50;1.142,77;4.365,15;0,00;964,78;1.686,03;169,53;207,70
07.01.2025 09:00;09:00;39.799,43;10.856,96;6.101,42;3.786,00;222,00;9.367,00;18,70;1.134,50;4.665,55;0,00;981,16;1.719,58;738,46;208,10
07.01.2025 10:00;10:00;39.148,50;10.815,80;6.187,11;3.734,19;257,00;9.379,00;23,40;1.123,04;3.866,95;0,00;983,50;1.415,53;1.153,28;209,70
07.01.2025 11:00;11:00;37.997,27;9.647,63;6.165,95;3.694,60;257,00;9.386,00;23,00;1.113,27;4.011,85;0,00;986,22;1.189,59;1.312,66;209,50
07.01.2025 12:00;12:00;34.700,47;7.685,95;6.113,99;3.179,19;257,00;9.194,00;24,00;1.106,36;3.680,95;0,00;992,33;1.078,11;1.179,19;209,40
07.01.2025 13:00;13:00;35.030,30;7.805,25;6.129,17;3.178,90;257,00;9.312,00;23,30;1.096,73;3.739,45;0,00;1.014,74;1.057,34;1.207,02;209,40
