Tarih,Saat,Doğalgaz,Barajlı,Linyit,Akarsu,İthal Kömür,Rüzgar,Güneş,Fuel Oil,Jeotermal,Biyokütle,PTF (TL/MWH),Yük Tahmin Planı (MWh)
01.01.2024,00:00,2316.7,8307.83,5389.08,1651.16,6676.23,1081.98,0.01,86.87,1304.66,992.87,"1,299.98","28,402.00"
01.01.2024,01:00,2129.89,7353.48,5090.44,1656.39,6685.98,1303.25,0.01,86.07,1304.41,980.65,"1,299.98","26,979.00"
01.01.2024,02:00,1842.05,5686.84,5141.9,1532.78,6910.61,1734.21,0.01,84.88,1308.64,989,"1,248.54","25,408.00"
01.01.2024,03:00,1882.47,4940,5051.17,1454.29,6556.29,1978.15,0.01,83.08,1309.39,985.38,"1,299.98","24,359.00"
01.01.2024,04:00,1929.15,4646.57,4739.44,1415.28,6409.74,2130.39,0.01,83.08,1310.8,988.87,"1,200.00","23,757.00"
01.01.2024,05:00,1925.8,4430.57,4707.92,1423.54,6366.38,2258.37,0.01,83.59,1310.27,975.43,"1,200.00","23,648.00"
01.01.2024,06:00,1918.43,4301.23,4828.15,1532.01,6537.2,2387.68,0.71,83.08,1308.45,983.95,"1,248.54","23,907.00"
01.01.2024,07:00,1852.25,4120.17,4965.65,1522.56,6412.51,2689.74,13.54,80.48,1308.05,974.81,"1,299.99","24,109.00"
01.01.2024,08:00,1988.43,4141.23,5149.31,1469.95,6753.13,2856.52,128.65,78.88,1310.15,972.21,"1,299.99","24,792.00"
01.01.2024,09:00,2064.59,4487.59,5122.11,1627.35,5096.82,3073.96,461.62,78.67,1305.16,984.18,"1,399.98","26,621.00"
01.01.2024,10:00,2069.33,4714.58,5120.08,1588.45,5329.16,3187.25,832.98,78.78,1302.7,999.38,"1,299.99","28,573.00"
01.01.2024,11:00,2146.74,5111.66,5120.34,1516.58,5353.28,3156.78,1056.34,78.96,1292.32,992.29,"1,200.00","30,372.00"
01.01.2024,12:00,2087.04,5649,5163.89,1479.28,4919.96,2987.06,1107.95,79.86,1281.14,988.67,"1,000.00","30,958.00"
01.01.2024,13:00,2119.26,6651.1,4975.36,1508.81,4895.22,2901.85,1118.06,80.06,1280.38,993.31,"1,199.99","31,478.00"
01.01.2024,14:00,1958.92,6871.18,4966.57,1587.57,6140.96,3047.32,892.49,81.65,1284.49,988.87,"1,299.98","31,568.00"
01.01.2024,15:00,2250.12,7126.01,5028.29,1548.37,7546.61,3077.12,455.65,83.68,1278.11,976.78,"1,299.98","31,482.00"
01.01.2024,16:00,2479.9,7652.97,5061.01,1865.86,8865.06,3170.14,142.64,94.68,1283.01,973.95,"1,915.15","32,160.00"
01.01.2024,17:00,3103.62,9118.65,5028.62,2169.42,8939.73,3440.86,11.68,94.44,1287.38,960.89,"2,525.00","33,578.00"
01.01.2024,18:00,3048.77,10183.03,5294.05,2314.28,8831.72,3741.22,0.04,89.55,1292.99,966.31,"2,601.44","34,269.00"
01.01.2024,19:00,3084.61,9453.83,5323.16,2055.35,8806.77,3983.77,0.01,85.56,1293.21,969.57,"2,200.01","33,811.00"
01.01.2024,20:00,2881.02,8871.98,5360.6,1871.39,8704.46,4252.03,0.01,81.58,1296.81,979.77,"1,999.99","33,131.00"
01.01.2024,21:00,2388.8,8631.71,5236.32,1810.49,8687.32,4370.14,0.01,81.28,1290.63,979.9,"1,615.00","32,409.00"
01.01.2024,22:00,2100.75,9180.85,5195.02,1668.24,7377.42,4365.86,0.01,81.39,1299.64,997.3,"1,299.98","31,925.00"
01.01.2024,23:00,1961.31,8422.9,5138.41,1516.1,7067.17,4238.39,0.01,81.38,1287.3,987.53,913.64,"30,692.00"
02.01.2024,00:00,1683.33,7019.54,5147.23,1464.39,6847.44,3987.97,0.01,80.17,1306.52,970.59,"1,299.99","34,403.00"
02.01.2024,01:00,1631.49,5923.91,5118.47,1440.46,6498.68,3949.93,0.01,80.27,1310.34,964.35,"1,299.99","32,149.00"
02.01.2024,02:00,1703.09,5661.45,5145.3,1438.97,6083.79,3768.79,0.01,79.87,1309.9,973.82,"1,285.81","30,733.00"
02.01.2024,03:00,1723.62,5542.08,5262.1,1339.52,5713.36,3656.02,0.01,80.67,1323.52,954.12,"1,299.98","29,988.00"
02.01.2024,04:00,1698.49,5312.21,5140.04,1309.04,5730.49,3864.8,0.01,80.98,1277.9,948.53,"1,285.82","29,837.00"
02.01.2024,05:00,1850.18,5188.07,5220.34,1209.24,6176.78,3891.95,0.01,80.28,1308.46,960.7,"1,285.82","30,252.00"
02.01.2024,06:00,2610.77,5396.39,5274.49,1328.27,6597.02,3888.35,0.78,80.28,1308.74,950.49,"1,285.81","31,262.00"
02.01.2024,07:00,3948.94,5613.61,5298.15,1434.33,8314.77,3993.66,9.36,84.58,1310.96,968.97,"1,799.99","33,599.00"
02.01.2024,08:00,6478.48,7351.15,5396.86,1746.78,9074.94,4251.59,84.72,94.68,1312.25,961.74,"2,649.00","37,240.00"
02.01.2024,09:00,7704.28,7884.58,5466.78,1945.59,9087.42,4396.51,363.01,93.28,1299.48,964.67,"2,700.00","38,712.00"
02.01.2024,10:00,7740.47,7885.02,5490.78,1780.87,9126.51,4485.38,562.68,93.87,1293.48,959.66,"2,398.00","38,616.00"
02.01.2024,11:00,7916.46,7512.75,5574.28,1771.58,8981.94,4546.75,757.33,96.37,1296.87,932.62,"2,399.98","37,895.00"
02.01.2024,12:00,6723.8,6883.6,5668.49,1584.61,9077.73,4868.62,753.17,88.19,1286.4,958.68,"1,974.00","35,825.00"
02.01.2024,13:00,7167.34,6794.75,5686.63,1655.27,9169.06,5060.14,646.43,88.08,1287.45,963.58,"2,049.99","35,775.00"
02.01.2024,14:00,7964.15,7152.26,5712,1704.85,9064.45,5175.47,641.94,94.47,1280.07,957.05,"2,248.00","36,495.00"
02.01.2024,15:00,8356,7852.29,5658.99,1886.59,9107.28,5075.2,319.86,91.47,1275.02,963.6,"2,300.00","37,553.00"
02.01.2024,16:00,8848.68,8974.07,5696.16,2101.03,9166.94,4666.01,110.01,95.95,1277.86,980.36,"2,525.00","39,411.00"
02.01.2024,17:00,8986.63,10477.95,5552.89,2226.36,9230.53,4513.74,12.38,93.5,1281.48,981.57,"2,700.00","41,590.00"
02.01.2024,18:00,8775.31,10156.73,5518.41,2284.84,9158.94,4132.4,0.13,93.7,1286.57,980.95,"2,700.00","42,415.00"
02.01.2024,19:00,8837.73,9443.71,5435.88,2029.73,9156.97,3745.05,0.01,92.97,1290.53,985.78,"2,500.01","41,052.00"
02.01.2024,20:00,9194.66,8900.62,5458.11,2017.79,9083.76,3072.87,0.01,95.55,1292.05,987.59,"2,482.00","39,639.00"
02.01.2024,21:00,8929.46,8524.45,5422.5,2054.44,8978.52,2643.63,0.01,92.05,1295.44,991.04,"2,481.99","38,095.00"
02.01.2024,22:00,7777.81,8792.2,5467.15,1874.75,8995.45,2400.4,0.01,89.95,1299.63,976.06,"2,298.01","36,791.00"
02.01.2024,23:00,6806.59,8234.36,5415.62,1704.69,8954.34,2313.08,0.01,90.95,1288.3,976.51,"2,198.00","35,889.00"
03.01.2024,00:00,5925.16,6772.76,5427.72,1567.52,8948.01,2217.12,0.01,90.17,1303.74,1010.99,"2,325.00","34,021.00"
03.01.2024,01:00,5234.77,5892.77,5416.51,1445.35,9037.35,2112.49,0.01,90.17,1304.76,1003.47,"2,248.00","31,971.00"
03.01.2024,02:00,4403.35,5467.52,5445.34,1433.16,8992.71,2080.79,0.01,92.17,1310,994.87,"2,188.00","30,755.00"
03.01.2024,03:00,4028.01,4879.78,5483.07,1312.04,8911.82,2422.04,0.01,91.58,1310.7,998.41,"2,188.00","30,109.00"
03.01.2024,04:00,3812.35,4635.6,5533.21,1189.74,8874.38,2762.36,0.01,89.58,1311.15,1010.43,"2,098.00","29,989.00"
03.01.2024,05:00,3955.03,4421.65,5488.73,1157.23,8477.84,3238.35,0.01,88.08,1312.47,1009.38,"1,449.98","30,391.00"
03.01.2024,06:00,4483.74,4426.14,5468.47,1253.8,8640.02,3833.53,0.14,89.48,1308.81,995.68,"1,349.99","31,504.00"
03.01.2024,07:00,5901.14,5807.29,5475.6,1345.95,8461.82,4248.82,7.55,91.68,1286.29,995.68,"2,110.66","34,007.00"
03.01.2024,08:00,6695.95,8638.94,5560.28,1851.74,9172.8,4661.1,123.78,94.27,1309.99,996.99,"2,649.00","37,838.00"
03.01.2024,09:00,6532.47,9746.7,5562.04,2054.84,9259.89,4878.61,618.8,88.27,1295.25,986.49,"2,690.02","39,331.00"
03.01.2024,10:00,6541.35,8472.41,5580,1807.17,9209.3,5035.31,1170.15,86.47,1280.58,988.97,"2,379.99","39,006.00"
03.01.2024,11:00,6201.65,8016.8,5538.47,1756.33,9102.19,5337.41,1230.1,88.97,1262.75,1007.48,"2,288.00","38,571.00"
03.01.2024,12:00,4998.2,6806.56,5494.92,1623.64,9206.08,5795.54,1112.6,77.25,1252.48,1002.73,"1,349.99","36,973.00"
03.01.2024,13:00,5184.84,7099.87,5392.18,1662.92,9195.33,6162.76,955.93,80.64,1240,996.06,"1,449.99","37,028.00"
03.01.2024,14:00,5645.02,7619.34,5266.01,1734.35,9090.24,6610.94,1026.47,86.37,1238.3,995.06,"2,146.78","37,744.00"
03.01.2024,15:00,5780.11,7868.95,5236.28,1894.64,9156.87,6857.23,900.32,89.13,1238.99,978.76,"2,288.01","38,264.00"
03.01.2024,16:00,6551.66,9053.62,5057.29,2009.98,9261.13,6824.07,470.82,87.48,1248,988.27,"2,380.00","39,678.00"
03.01.2024,17:00,7075.98,10537.46,4987.48,2350.3,9242.15,6592.83,32.14,94.22,1251.63,976.42,"2,600.00","41,230.00"
03.01.2024,18:00,6718.02,11088.76,4990.44,2449.28,9250.51,5932.07,0.01,94.39,1251.09,965.27,"2,594.00","41,550.00"
03.01.2024,19:00,5936.51,10912.13,5005.75,2268.57,9234.75,5724.61,0.01,87.99,1255.9,955.49,"2,299.98","40,224.00"
03.01.2024,20:00,6074.93,10381.18,5055.74,2245.95,8991.42,5396.93,0.01,85.7,1261.68,972.42,"1,968.00","39,136.00"
03.01.2024,21:00,5351.96,9559.68,5057.32,2231.57,9074.6,5687.21,0.01,88.1,1261.15,998.44,"2,288.01","37,676.00"
03.01.2024,22:00,4945.45,8892.06,5011.6,1948.68,8999.04,5735.57,0.01,84.1,1267.86,970.32,"2,185.01","36,792.00"
03.01.2024,23:00,4412.66,7882.95,4999.73,1779.05,8998.22,5499.73,0.01,85.01,1254.2,958.63,"1,998.00","35,335.00"
04.01.2024,00:00,3253.59,6312.88,4932.4,1701.58,8866.63,5652.24,0.01,86.51,1274,972.03,"2,199.99","33,078.00"
04.01.2024,01:00,3143.82,5256.98,4905.63,1614.57,8850.36,5627.8,0.01,80.71,1278.42,990.96,"1,608.48","31,351.00"
04.01.2024,02:00,2868.67,4503.9,4844.24,1473.29,8690.06,5585.66,0.01,80.8,1282.29,947.03,"1,248.99","30,246.00"
04.01.2024,03:00,3105.12,4128.43,4882.42,1453.58,8186.86,5390.51,0.01,81,1283.42,976.82,"1,184.35","29,502.00"
04.01.2024,04:00,2735.65,4113.91,4923.25,1386.95,8480.25,5180.07,0.01,81.19,1285.33,974.74,"1,248.98","29,212.00"
04.01.2024,05:00,2635.95,4082.7,4940.18,1397.02,8820.67,5253.2,0.01,80.9,1292,969.32,"1,449.99","29,465.00"
04.01.2024,06:00,3070.58,4356.62,5025.07,1435.29,8850.44,5138.59,0.16,86.19,1296.04,976.16,"2,240.00","30,846.00"
04.01.2024,07:00,4437.33,6314.38,5090.33,1474.99,9033.01,4810.6,4.03,85.16,1295.66,986.97,"2,148.00","33,829.00"
04.01.2024,08:00,6273.57,9307.5,5089.8,2005.42,9113.6,4833.96,56.15,93.96,1296.65,987.63,"2,600.00","38,767.00"
04.01.2024,09:00,7222.22,10422.11,4978.02,2221.59,9102.78,4655.03,282.33,89.16,1237.85,960.32,"2,689.01","40,576.00"
04.01.2024,10:00,7042.57,10404.2,5093.44,2071.31,9124.19,4689.17,443.1,90.06,1213.39,958.73,"2,599.99","40,175.00"
04.01.2024,11:00,6654.51,10284.01,5102.25,2004.52,9123.41,4554.19,617.38,81.56,1203.33,993.95,"2,626.26","39,820.00"
04.01.2024,12:00,5966.15,8089.43,5112.12,1900.19,9116.16,5210.32,905.26,87.96,1193.73,1009.11,"2,249.00","37,912.00"
04.01.2024,13:00,6343.79,7454.26,5122.16,1855.08,9121.39,6027.77,996.45,84.15,1206.34,1010.63,"2,150.01","38,145.00"
04.01.2024,14:00,6581.36,7858.44,5236.29,1867.67,9009.89,6476.58,806.44,79.56,1213.42,999.52,"1,895.00","39,077.00"
04.01.2024,15:00,7064.28,7943.49,5122.99,2035.35,9207.69,6731.88,284.72,85.99,1211.02,1000.8,"2,148.01","39,614.00"
04.01.2024,16:00,7177.6,9099,5133.48,2217.16,9149.15,6607.07,109.4,87.39,1210.03,987.7,"2,348.01","40,972.00"
04.01.2024,17:00,7126.45,10014.89,5156.03,2508.6,9158.15,6632.05,9.64,93.86,1225.54,996.97,"2,613.64","42,282.00"
04.01.2024,18:00,7096.64,9586.06,5153.8,2542.76,9165.62,6632.61,-0.01,94.17,1236.38,999.93,"2,521.90","41,983.00"
04.01.2024,19:00,6483.77,8878.69,5205.26,2401.46,9146.87,6773.55,0.13,87.97,1237.9,998.84,"2,208.01","40,954.00"
04.01.2024,20:00,5987.96,8264.13,5271.18,2409.15,9055.6,6877.69,0.01,87.97,1247.3,999.19,"2,348.00","40,078.00"
04.01.2024,21:00,5554.64,7685.5,5258.41,2348.46,9041.78,6772.34,0.01,87.47,1246.31,993.9,"2,360.00","39,019.00"
04.01.2024,22:00,4440.74,8207.33,5023.4,2132.01,8930.69,6682.21,0.01,83.89,1260.82,1000.83,"2,015.00","37,885.00"
04.01.2024,23:00,4211.07,7581.91,4998.68,1781.03,8971.73,6298.69,0.01,80.1,1253.89,991.26,"1,349.99","35,978.00"
05.01.2024,00:00,3726.68,6270.86,4936.38,1810.58,8701.74,5755.17,0.01,80.88,1271.62,978.47,"1,349.99","33,523.00"
05.01.2024,01:00,3313.01,4795.98,5039.89,1724.05,8835.46,5636.26,0.01,81.27,1275.75,957.3,"1,694.17","31,950.00"
05.01.2024,02:00,3272.96,4218.31,5037.41,1837.65,8396.55,5429.85,0.01,84.95,1284.39,974.63,"1,800.01","30,728.00"
05.01.2024,03:00,3496.56,3960.82,5015.46,1915.24,8240.35,4870.84,0.01,85.77,1289.2,977,"1,999.99","30,014.00"
05.01.2024,04:00,3746.3,3890.26,4981.21,1835.97,8226.78,4419.33,0.01,87.06,1288.78,977.98,"2,250.01","29,750.00"
05.01.2024,05:00,4249.11,3968.06,5014.42,1916.4,8188.01,3834.83,0.01,87.16,1295.45,989.24,"2,295.00","29,924.00"
05.01.2024,06:00,4929.4,4476.56,5014.91,2063.24,8652.92,3413.13,1.08,87.16,1300.97,971.14,"2,325.00","31,144.00"
05.01.2024,07:00,5779.74,6471.7,5028.29,1963.22,9138.02,3083.15,9.39,86.86,1300.65,983.91,"2,288.01","33,860.00"
05.01.2024,08:00,7820.32,9017.23,5114.85,2429.49,9194.09,2782.32,77.95,94.96,1306.19,965.17,"2,584.01","38,725.00"
05.01.2024,09:00,8478.1,9446.96,5060.58,2667.86,9169.73,2676.67,465.92,95.08,1301.83,969.48,"2,689.00","40,540.00"
05.01.2024,10:00,7930.52,8878.32,5019.09,2550.78,9192.95,2590.9,1004.33,89.97,1287.64,978.53,"2,469.21","39,980.00"
05.01.2024,11:00,8650.07,8270.65,5037.26,2467.04,9173.63,2221.22,646.83,87.98,1266.69,975.76,"2,549.00","39,437.00"
05.01.2024,12:00,7212.85,6573.69,4990.08,2391.67,9189.12,2331.61,918.82,83.58,1247.01,983.3,"2,124.00","36,980.00"
05.01.2024,13:00,6573.6,6440.78,4765.25,2383.51,8061.97,2400.88,1024.9,84.46,1224.74,980.19,"2,015.00","36,784.00"
05.01.2024,14:00,6870.78,6871.45,4782.06,2492.43,8925.59,2288.41,1132.65,86.95,1211.68,979.1,"2,448.00","38,219.00"
05.01.2024,15:00,7242.69,7787.2,4747.71,2564.69,8666.68,2085.76,1160.17,87.95,1207.89,984.71,"2,399.99","38,784.00"
05.01.2024,16:00,8583.48,9271.63,4804.61,2728.37,8527.02,1959.02,559.73,90.73,1211.6,990.54,"2,625.00","40,192.00"
05.01.2024,17:00,9536.51,10377.78,4851.74,3066.01,9207.01,1907.11,37.72,90.64,1226.64,983.55,"2,700.00","41,728.00"
05.01.2024,18:00,10061.54,10218.77,4847.78,3239.2,9241.56,1989.27,0.12,90.65,1256.96,980.93,"2,700.00","41,527.00"
05.01.2024,19:00,9670.31,9534.86,4876.43,3200.97,9061.38,2035.32,0.01,89.59,1269.33,969.35,"2,689.00","40,282.00"
05.01.2024,20:00,9492.77,8879.46,4853.48,3076.67,9174.72,2079.15,0.01,88.39,1263.54,969.34,"2,649.00","39,355.00"
05.01.2024,21:00,8753.61,8329.19,4872.73,3020.84,9161.86,2478.04,0.01,88.48,1263.79,980.95,"2,452.00","38,383.00"
05.01.2024,22:00,7184.74,8752.66,4846.62,2850.39,9063.35,2659.9,0.01,86.19,1275.26,967.09,"2,294.01","37,108.00"
05.01.2024,23:00,6162.2,7989.87,4705.17,2788.63,9125.92,2946.21,0.01,87.28,1265.18,958.18,"2,288.01","35,804.00"
06.01.2024,00:00,5309.31,6783.43,4631.54,2577.8,8950.87,3466.46,0.01,86.38,1279.55,961.72,"2,295.00","34,182.00"
06.01.2024,01:00,4376.91,5707.46,4480.35,2558.14,8929.83,3727.89,0.01,86.18,1281.93,963.9,"2,247.99","32,527.00"
06.01.2024,02:00,3512.01,4830.41,4435.71,2648.87,8939.28,4173.36,0.01,84.98,1259.27,964.72,"2,295.32","31,172.00"
06.01.2024,03:00,3045.34,4264.56,4582.26,2523,8905.81,4394.84,0.01,83.08,1285.07,959.25,"2,149.98","30,391.00"
06.01.2024,04:00,3153.25,3882.31,4686.27,2327.3,8893.72,4478.01,0.01,82.68,1299.66,954.2,"2,015.00","29,954.00"
06.01.2024,05:00,3214.36,3971.09,4570.01,2326.74,8822.13,4465.58,0.01,83.28,1308.46,954.91,"2,049.00","29,976.00"
06.01.2024,06:00,3179.21,4202.81,4747.95,2439.18,8785.74,4768.38,1.27,86.38,1316.01,969.37,"2,239.99","30,618.00"
06.01.2024,07:00,3218.27,4932.2,4855.55,2497.5,8897.75,5116.07,15.05,86.99,1317.55,963.06,"2,400.01","32,281.00"
06.01.2024,08:00,3405.29,6312.79,4913.8,2824.14,8958.07,5584.44,214.34,86.89,1309.18,961.8,"2,700.00","35,507.00"
06.01.2024,09:00,3111.07,6138.54,4872.39,2874.87,8917.96,5971.31,993.31,88.57,1304.43,975.56,"2,700.00","37,291.00"
06.01.2024,10:00,2969.08,5589.06,4714.84,2636.52,8572.26,6111.2,1460.3,82.98,1302.79,993.93,"2,380.00","38,074.00"
06.01.2024,11:00,2776.47,5660.72,4780.81,2376.8,8063.72,6118,1487.47,77.07,1283.99,996.57,"1,500.00","37,979.00"
06.01.2024,12:00,2746.35,4768.53,4872.88,2144.48,7008.73,6416.21,1410.58,76.68,1274.27,996.77,980.00,"36,551.00"
06.01.2024,13:00,2971.27,4691.7,4888.02,2185.84,6644.95,6710.07,1406.38,76,1257.3,996.27,"1,204.64","36,667.00"
06.01.2024,14:00,3177.42,5505.15,4790.16,2278.28,6462.73,6846.29,1387.16,75.58,1246.56,994.64,"1,349.99","37,367.00"
06.01.2024,15:00,3369.79,6863.47,4795.17,2349.36,6497.71,6624.21,1167.88,75.58,1237.73,966.65,"1,349.99","37,864.00"
06.01.2024,16:00,3492.09,8675.45,4881.06,2561,7002.24,6827.03,394.11,83.38,1230.23,956.76,"1,643.90","38,908.00"
06.01.2024,17:00,3521.63,8985.14,4915.01,2961.3,8824.06,7143.59,41.26,86.97,1228.74,976.56,"2,599.98","40,015.00"
06.01.2024,18:00,3879.91,9531.38,4963.57,3019.32,8938.38,7533.91,0.21,88.17,1236.94,984.11,"2,601.44","40,189.00"
06.01.2024,19:00,3692.7,9106.73,4958.01,2735.41,8899.12,7807.44,0.01,87.96,1237.4,987.21,"2,424.99","39,039.00"
06.01.2024,20:00,3083.24,8487.65,4906.73,2681.04,8647.44,8128.68,0.01,84.77,1238.01,992.33,"2,325.00","37,643.00"
06.01.2024,21:00,2941.32,8445.62,4765.15,2586.01,7854.23,8550.11,0.01,86.27,1231.66,986.58,"2,239.99","36,288.00"
06.01.2024,22:00,2754.39,8682.08,4408.1,2346.21,7711.96,8490.43,0.01,79.56,1222.84,993.3,"1,204.63","34,588.00"
06.01.2024,23:00,2978.9,7893.21,4364.85,2199.97,6959.76,8309.24,0.01,79.26,1206.94,970.96,250.01,"33,238.00"
07.01.2024,00:00,1670.61,7675.9,4306.31,2398.55,6131.98,8426.66,0.01,76.56,1231.85,996.12,"1,349.98","32,866.00"
07.01.2024,01:00,1355.58,6429.31,4305.4,2309.46,5664.46,8698.78,0.01,76.9,1221.38,994.85,"1,199.99","30,675.00"
07.01.2024,02:00,1304.75,5395.45,4285.2,2240.04,5273.36,8948.75,0.01,76.7,1212.06,990.63,"1,144.63","29,280.00"
07.01.2024,03:00,1342.26,4865.33,4185.68,2038.52,5119.93,8931.1,0.01,76.8,1211.35,1004.09,500.00,"28,545.00"
07.01.2024,04:00,1309.19,4734.42,4115.85,1935.37,4751.94,9140.23,0.01,76.81,1216.23,1015.22,447.07,"27,949.00"
07.01.2024,05:00,1362.58,4686.4,4013.44,1857.81,4618.11,9237.39,0.01,77.21,1214.19,1016.46,274.99,"27,678.00"
07.01.2024,06:00,1385.49,4746.76,4137.37,1983.87,4571.58,9011.47,0.64,76.11,1214.67,1009.72,741.99,"28,295.00"
07.01.2024,07:00,1280.98,4940.52,4156.91,2016.7,4553.62,9150.22,9.77,75.92,1212.94,988.16,566.99,"28,250.00"
07.01.2024,08:00,1291.85,4505.01,4166.23,2311.45,4799.14,8676.4,103.04,73.31,1188.3,1018.96,"1,144.63","28,294.00"
07.01.2024,09:00,1369.04,5257.65,4097,2088.44,4660.32,8549.42,280.88,78.12,1163.47,983.13,275.00,"29,176.00"
07.01.2024,10:00,1342.22,5997.77,4104.9,2012.61,4868.86,8571.96,517.33,77.84,1148.28,978.86,115.01,"30,499.00"
07.01.2024,11:00,1342.64,6626.96,3961.45,1886.96,4701.25,8675.51,637.97,77.47,1136.71,962.05,110.85,"30,506.00"
07.01.2024,12:00,1444.57,6892.98,4040.94,1862.5,4748.4,8612.1,757.92,74.46,1139.14,964.03,102.26,"29,963.00"
07.01.2024,13:00,1413.08,6870.83,4002.35,1909.12,5431.82,8860.64,701.08,77.55,1147.78,970.38,110.99,"29,405.00"
07.01.2024,14:00,1302.1,6377.84,4077.39,2014.13,6388.76,9077.84,573.31,74.95,1181.75,964.31,274.99,"29,978.00"
07.01.2024,15:00,1342.47,6535.66,4228.12,2217,6973.86,9056.42,364.11,75.25,1187.26,975.96,945.15,"30,941.00"
07.01.2024,16:00,1262.49,6786.38,4242.38,2347.83,7903.14,9191.81,197.56,74.95,1218.85,976.22,"1,144.64","32,821.00"
07.01.2024,17:00,1395.39,7905.71,4459.79,2653.75,8380.63,9352.29,25.04,79.85,1216.6,1002.43,"1,745.16","35,207.00"
07.01.2024,18:00,1445.04,9124.66,4355.63,2839.49,8452.36,9456.71,0.07,78.66,1221.91,1003.03,"1,988.00","36,813.00"
07.01.2024,19:00,1414.37,9016.21,4293.91,2558.44,8334.87,9563.89,0.01,76.26,1224.29,1003.08,"1,449.99","35,679.00"
07.01.2024,20:00,1301.49,8304.29,4399.68,2461.04,8301.1,9698.07,0.01,76.57,1233.86,1008.26,"1,500.00","33,836.00"
07.01.2024,21:00,1352.14,8427.12,4282.27,2403.62,7582.15,9558.1,0.01,75.56,1253.18,989.04,"1,514.20","32,546.00"
07.01.2024,22:00,1297.71,9574.65,4138.05,1981.84,5809.74,9718.2,0.01,76.4,1255.56,980.55,116.45,"30,929.00"
07.01.2024,23:00,1417.28,8565.01,4017.11,1984.08,5277.65,9704.27,0.01,76.5,1247.35,948.83,129.99,"30,537.00"
08.01.2024,00:00,1267.39,7628.45,3971.97,1938.06,4735.62,9654.5,0.01,76.1,1266.54,985.47,275.00,"31,498.00"
08.01.2024,01:00,1235.68,6160.67,4033.48,1839.23,4667.95,9512.94,0.01,76.97,1261.51,977.56,129.99,"29,562.00"
08.01.2024,02:00,1196.71,5068.37,3993.55,1803.34,4611.79,9699.85,0.01,76.76,1269.31,978.51,115.01,"28,562.00"
08.01.2024,03:00,1246.03,4875.87,3981.02,1706.53,4689.44,9319.6,0.01,76.46,1275.74,966.78,110.86,"28,183.00"
08.01.2024,04:00,1220.34,4836.88,3970.83,1694.88,4690.2,9114.88,0.01,76.16,1270.22,967.14,110.86,"28,124.00"
08.01.2024,05:00,1195.63,4905.65,4000.5,1661.72,5066.37,9133.75,0.01,76.36,1258.26,962.79,115.00,"28,427.00"
08.01.2024,06:00,1397.24,5611.38,4197.77,1847.34,5384.23,9062.6,0.54,75.97,1272.24,960.02,275.00,"29,696.00"
08.01.2024,07:00,1756.82,6840.86,4360.08,2129.6,6925.75,9036.94,6.73,81.67,1268.8,980.61,"1,000.00","32,379.00"
08.01.2024,08:00,2381.94,8933.7,4572.71,2658.58,8382.08,9008.5,101.98,88.78,1264.52,989.15,"2,500.00","38,000.00"
08.01.2024,09:00,2937.74,9713.93,4610.9,2765.58,8889.76,9054.99,275.12,83.39,1262.09,996.39,"2,525.00","40,279.00"
08.01.2024,10:00,3385.41,9536.81,4591.84,2541.01,8968.19,8998.51,465.17,77.1,1258.72,996.03,"1,614.99","39,587.00"
08.01.2024,11:00,3381.38,9391.66,4544.72,2508.95,8968.94,8878.39,587.38,79.47,1241.01,986.64,"2,088.01","38,958.00"
08.01.2024,12:00,3503.02,8178.71,4436.58,2152.97,8767.1,8739.92,720.27,79.68,1240.75,1010.15,"1,137.63","36,542.00"
08.01.2024,13:00,3835.8,8528.64,4491.16,2151.97,8904.48,8787.84,640.72,80.48,1241.52,1007.89,"1,349.99","35,946.00"
08.01.2024,14:00,4141.72,9408.57,4567.69,2384.47,8943.54,8257.99,479.71,83.29,1242.34,1003.23,"2,176.00","37,263.00"
08.01.2024,15:00,4890.84,9612.31,4700.29,2477.2,9012.13,7605.67,288.95,90.36,1248.67,1015.54,"2,239.99","38,075.00"
08.01.2024,16:00,6042.34,10125.22,4712.68,2512.85,9117.83,7069.84,189.11,85.63,1242.36,989.27,"2,239.99","39,961.00"
08.01.2024,17:00,6915.1,11020.71,4689.61,2717.88,9133.13,6714.13,23.26,88.78,1248.73,958.48,"2,649.00","41,946.00"
08.01.2024,18:00,6646.57,10820.31,4492.98,2876.21,9102.22,6513.01,0.02,87.87,1231.35,922.78,"2,649.01","42,244.00"
08.01.2024,19:00,6185.3,10619.73,4503.7,2756.38,9109.15,6281.33,0.02,88.07,1262.01,952.58,"2,625.00","41,153.00"
08.01.2024,20:00,6328.38,10071.93,4557.82,2715.73,9025.48,5664.6,0.02,88.08,1265.22,968.9,"2,490.00","40,182.00"
08.01.2024,21:00,6299.79,9531.61,4605.12,2627.79,9040.27,5152.57,0.02,87.4,1275.41,995.62,"2,425.00","39,151.00"
08.01.2024,22:00,4932.14,10062.22,4618.97,2554.96,8968.55,4834.17,0.02,85.8,1264.48,961.99,"2,240.00","37,812.00"
08.01.2024,23:00,3857.46,9599.01,4626.82,2420.27,9022.27,4559.7,0.02,87.4,1253.26,940.47,"2,097.08","36,227.00"
09.01.2024,00:00,2378.03,8858.68,4565.77,2286.37,9063.69,4546.96,0.01,88.3,1281.45,963.78,"2,459.99","32,196.00"
